cycle,mode,tick_long_tripsmode
795,trip_taxi,nil
796,trip_tgv,nil
796,trip_ter,nil
796,trip_taxi,nil
797,trip_tgv,nil
797,trip_ter,nil
797,trip_taxi,nil
798,trip_tgv,nil
798,trip_ter,nil
798,trip_taxi,nil
799,trip_tgv,nil
799,trip_ter,nil
799,trip_taxi,nil
800,trip_tgv,nil
800,trip_ter,nil
800,trip_taxi,nil
801,trip_tgv,nil
801,trip_ter,nil
801,trip_taxi,nil
802,trip_tgv,nil
802,trip_ter,nil
802,trip_taxi,nil
803,trip_tgv,nil
803,trip_ter,nil
803,trip_taxi,nil
804,trip_tgv,nil
804,trip_ter,nil
804,trip_taxi,nil
805,trip_tgv,nil
805,trip_ter,nil
805,trip_taxi,nil
806,trip_tgv,nil
806,trip_ter,nil
806,trip_taxi,nil
807,trip_tgv,nil
807,trip_ter,nil
807,trip_taxi,nil
808,trip_tgv,nil
808,trip_ter,nil
808,trip_taxi,nil
809,trip_tgv,nil
809,trip_ter,nil
809,trip_taxi,nil
810,trip_tgv,nil
810,trip_ter,nil
810,trip_taxi,nil
811,trip_tgv,nil
811,trip_ter,nil
811,trip_taxi,nil
812,trip_tgv,nil
812,trip_ter,nil
812,trip_taxi,nil
813,trip_tgv,nil
813,trip_ter,nil
813,trip_taxi,nil
814,trip_tgv,nil
814,trip_ter,nil
814,trip_taxi,nil
815,trip_tgv,nil
815,trip_ter,nil
815,trip_taxi,nil
816,trip_tgv,nil
816,trip_ter,nil
816,trip_taxi,nil
817,trip_tgv,nil
817,trip_ter,nil
817,trip_taxi,nil
818,trip_tgv,nil
818,trip_ter,nil
818,trip_taxi,nil
819,trip_tgv,nil
819,trip_ter,nil
819,trip_taxi,nil
820,trip_tgv,nil
820,trip_ter,nil
820,trip_taxi,nil
821,trip_tgv,nil
821,trip_ter,nil
821,trip_taxi,nil
822,trip_tgv,nil
822,trip_ter,nil
822,trip_taxi,nil
823,trip_tgv,nil
823,trip_ter,nil
823,trip_taxi,nil
824,trip_tgv,nil
824,trip_ter,nil
824,trip_taxi,nil
825,trip_tgv,nil
825,trip_ter,nil
825,trip_taxi,nil
826,trip_tgv,nil
826,trip_ter,nil
826,trip_taxi,nil
827,trip_tgv,nil
827,trip_ter,nil
827,trip_taxi,nil
828,trip_tgv,nil
828,trip_ter,nil
828,trip_taxi,nil
829,trip_tgv,nil
829,trip_ter,nil
829,trip_taxi,nil
830,trip_tgv,nil
830,trip_ter,nil
830,trip_taxi,nil
831,trip_tgv,nil
831,trip_ter,nil
831,trip_taxi,nil
832,trip_tgv,nil
832,trip_ter,nil
832,trip_taxi,nil
833,trip_tgv,nil
833,trip_ter,nil
833,trip_taxi,nil
834,trip_tgv,nil
834,trip_ter,nil
834,trip_taxi,nil
835,trip_tgv,nil
835,trip_ter,nil
835,trip_taxi,nil
836,trip_tgv,nil
836,trip_ter,nil
836,trip_taxi,nil
837,trip_tgv,nil
837,trip_ter,nil
837,trip_taxi,nil
838,trip_tgv,nil
838,trip_ter,nil
838,trip_taxi,nil
839,trip_tgv,nil
839,trip_ter,nil
839,trip_taxi,nil
840,trip_tgv,nil
840,trip_ter,nil
840,trip_taxi,nil
841,trip_tgv,nil
841,trip_ter,nil
841,trip_taxi,nil
842,trip_tgv,nil
842,trip_ter,nil
842,trip_taxi,nil
843,trip_tgv,nil
843,trip_ter,nil
843,trip_taxi,nil
844,trip_tgv,nil
844,trip_ter,nil
844,trip_taxi,nil
845,trip_tgv,nil
845,trip_ter,nil
845,trip_taxi,nil
846,trip_tgv,nil
846,trip_ter,nil
846,trip_taxi,nil
847,trip_tgv,nil
847,trip_ter,nil
847,trip_taxi,nil
848,trip_tgv,nil
848,trip_ter,nil
848,trip_taxi,nil
849,trip_tgv,nil
849,trip_ter,nil
849,trip_taxi,nil
850,trip_tgv,nil
850,trip_ter,nil
850,trip_taxi,nil
851,trip_tgv,nil
851,trip_ter,nil
851,trip_taxi,nil
852,trip_tgv,nil
852,trip_ter,nil
852,trip_taxi,nil
853,trip_tgv,nil
853,trip_ter,nil
853,trip_taxi,nil
854,trip_tgv,nil
854,trip_ter,nil
854,trip_taxi,nil
855,trip_tgv,nil
855,trip_ter,nil
855,trip_taxi,nil
856,trip_tgv,nil
856,trip_ter,nil
856,trip_taxi,nil
857,trip_tgv,nil
857,trip_ter,nil
857,trip_taxi,nil
858,trip_tgv,nil
858,trip_ter,nil
858,trip_taxi,nil
859,trip_tgv,nil
859,trip_ter,nil
859,trip_taxi,nil
860,trip_tgv,nil
860,trip_ter,nil
860,trip_taxi,nil
861,trip_tgv,nil
861,trip_ter,nil
861,trip_taxi,nil
862,trip_tgv,nil
862,trip_ter,nil
862,trip_taxi,nil
863,trip_tgv,nil
863,trip_ter,nil
863,trip_taxi,nil
864,trip_tgv,nil
864,trip_ter,nil
864,trip_taxi,nil
865,trip_tgv,nil
865,trip_ter,nil
865,trip_taxi,nil
866,trip_tgv,nil
866,trip_ter,nil
866,trip_taxi,nil
867,trip_tgv,nil
867,trip_ter,nil
867,trip_taxi,nil
868,trip_tgv,nil
868,trip_ter,nil
868,trip_taxi,nil
869,trip_tgv,nil
869,trip_ter,nil
869,trip_taxi,nil
870,trip_tgv,nil
870,trip_ter,nil
870,trip_taxi,nil
871,trip_tgv,nil
871,trip_ter,nil
871,trip_taxi,nil
872,trip_tgv,nil
872,trip_ter,nil
872,trip_taxi,nil
873,trip_tgv,nil
873,trip_ter,nil
873,trip_taxi,nil
874,trip_tgv,nil
874,trip_ter,nil
874,trip_taxi,nil
875,trip_tgv,nil
875,trip_ter,nil
875,trip_taxi,nil
876,trip_tgv,nil
876,trip_ter,nil
876,trip_taxi,nil
877,trip_tgv,nil
877,trip_ter,nil
877,trip_taxi,nil
878,trip_tgv,nil
878,trip_ter,nil
878,trip_taxi,nil
879,trip_tgv,nil
879,trip_ter,nil
879,trip_taxi,nil
880,trip_tgv,nil
880,trip_ter,nil
880,trip_taxi,nil
881,trip_tgv,nil
881,trip_ter,nil
881,trip_taxi,nil
882,trip_tgv,nil
882,trip_ter,nil
882,trip_taxi,nil
883,trip_tgv,nil
883,trip_ter,nil
883,trip_taxi,nil
884,trip_tgv,nil
884,trip_ter,nil
884,trip_taxi,nil
885,trip_tgv,nil
885,trip_ter,nil
885,trip_taxi,nil
886,trip_tgv,nil
886,trip_ter,nil
886,trip_taxi,nil
887,trip_tgv,nil
887,trip_ter,nil
887,trip_taxi,nil
888,trip_tgv,nil
888,trip_ter,nil
888,trip_taxi,nil
889,trip_tgv,nil
889,trip_ter,nil
889,trip_taxi,nil
890,trip_tgv,nil
890,trip_ter,nil
890,trip_taxi,nil
891,trip_tgv,nil
891,trip_ter,nil
891,trip_taxi,nil
892,trip_tgv,nil
892,trip_ter,nil
892,trip_taxi,nil
893,trip_tgv,nil
893,trip_ter,nil
893,trip_taxi,nil
894,trip_tgv,nil
894,trip_ter,nil
894,trip_taxi,nil
895,trip_tgv,nil
895,trip_ter,nil
895,trip_taxi,nil
896,trip_tgv,nil
896,trip_ter,nil
896,trip_taxi,nil
897,trip_tgv,nil
897,trip_ter,nil
897,trip_taxi,nil
898,trip_tgv,nil
898,trip_ter,nil
898,trip_taxi,nil
899,trip_tgv,nil
899,trip_ter,nil
899,trip_taxi,nil
900,trip_tgv,nil
900,trip_ter,nil
900,trip_taxi,nil
901,trip_tgv,nil
901,trip_ter,nil
901,trip_taxi,nil
902,trip_tgv,nil
902,trip_ter,nil
902,trip_taxi,nil
903,trip_tgv,nil
903,trip_ter,nil
903,trip_taxi,nil
904,trip_tgv,nil
904,trip_ter,nil
904,trip_taxi,nil
905,trip_tgv,nil
905,trip_ter,nil
905,trip_taxi,nil
906,trip_tgv,nil
906,trip_ter,nil
906,trip_taxi,nil
907,trip_tgv,nil
907,trip_ter,nil
907,trip_taxi,nil
908,trip_tgv,nil
908,trip_ter,nil
908,trip_taxi,nil
909,trip_tgv,nil
909,trip_ter,nil
909,trip_taxi,nil
910,trip_tgv,nil
910,trip_ter,nil
910,trip_taxi,nil
911,trip_tgv,nil
911,trip_ter,nil
911,trip_taxi,nil
912,trip_tgv,nil
912,trip_ter,nil
912,trip_taxi,nil
913,trip_tgv,nil
913,trip_ter,nil
913,trip_taxi,nil
914,trip_tgv,nil
914,trip_ter,nil
914,trip_taxi,nil
915,trip_tgv,nil
915,trip_ter,nil
915,trip_taxi,nil
916,trip_tgv,nil
916,trip_ter,nil
916,trip_taxi,nil
917,trip_tgv,nil
917,trip_ter,nil
917,trip_taxi,nil
918,trip_tgv,nil
918,trip_ter,nil
918,trip_taxi,nil
919,trip_tgv,nil
919,trip_ter,nil
919,trip_taxi,nil
920,trip_tgv,nil
920,trip_ter,nil
920,trip_taxi,nil
921,trip_tgv,nil
921,trip_ter,nil
921,trip_taxi,nil
922,trip_tgv,nil
922,trip_ter,nil
922,trip_taxi,nil
923,trip_tgv,nil
923,trip_ter,nil
923,trip_taxi,nil
924,trip_tgv,nil
924,trip_ter,nil
924,trip_taxi,nil
925,trip_tgv,nil
925,trip_ter,nil
925,trip_taxi,nil
926,trip_tgv,nil
926,trip_ter,nil
926,trip_taxi,nil
927,trip_tgv,nil
927,trip_ter,nil
927,trip_taxi,nil
928,trip_tgv,nil
928,trip_ter,nil
928,trip_taxi,nil
929,trip_tgv,nil
929,trip_ter,nil
929,trip_taxi,nil
930,trip_tgv,nil
930,trip_ter,nil
930,trip_taxi,nil
931,trip_tgv,nil
931,trip_ter,nil
931,trip_taxi,nil
932,trip_tgv,nil
932,trip_ter,nil
932,trip_taxi,nil
933,trip_tgv,nil
933,trip_ter,nil
933,trip_taxi,nil
934,trip_tgv,nil
934,trip_ter,nil
934,trip_taxi,nil
935,trip_tgv,nil
935,trip_ter,nil
935,trip_taxi,nil
936,trip_tgv,nil
936,trip_ter,nil
936,trip_taxi,nil
937,trip_tgv,nil
937,trip_ter,nil
937,trip_taxi,nil
938,trip_tgv,nil
938,trip_ter,nil
938,trip_taxi,nil
939,trip_tgv,nil
939,trip_ter,nil
939,trip_taxi,nil
940,trip_tgv,nil
940,trip_ter,nil
940,trip_taxi,nil
941,trip_tgv,nil
941,trip_ter,nil
941,trip_taxi,nil
942,trip_tgv,nil
942,trip_ter,nil
942,trip_taxi,nil
943,trip_tgv,nil
943,trip_ter,nil
943,trip_taxi,nil
944,trip_tgv,nil
944,trip_ter,nil
944,trip_taxi,nil
945,trip_tgv,nil
945,trip_ter,nil
945,trip_taxi,nil
946,trip_tgv,nil
946,trip_ter,nil
946,trip_taxi,nil
947,trip_tgv,nil
947,trip_ter,nil
947,trip_taxi,nil
948,trip_tgv,nil
948,trip_ter,nil
948,trip_taxi,nil
949,trip_tgv,nil
949,trip_ter,nil
949,trip_taxi,nil
950,trip_tgv,nil
950,trip_ter,nil
950,trip_taxi,nil
951,trip_tgv,nil
951,trip_ter,nil
951,trip_taxi,nil
952,trip_tgv,nil
952,trip_ter,nil
952,trip_taxi,nil
953,trip_tgv,nil
953,trip_ter,nil
953,trip_taxi,nil
954,trip_tgv,nil
954,trip_ter,nil
954,trip_taxi,nil
955,trip_tgv,nil
955,trip_ter,nil
955,trip_taxi,nil
956,trip_tgv,nil
956,trip_ter,nil
956,trip_taxi,nil
957,trip_tgv,nil
957,trip_ter,nil
957,trip_taxi,nil
958,trip_tgv,nil
958,trip_ter,nil
958,trip_taxi,nil
959,trip_tgv,nil
959,trip_ter,nil
959,trip_taxi,nil
960,trip_tgv,nil
960,trip_ter,nil
960,trip_taxi,nil
961,trip_tgv,nil
961,trip_ter,nil
961,trip_taxi,nil
962,trip_tgv,nil
962,trip_ter,nil
962,trip_taxi,nil
963,trip_tgv,nil
963,trip_ter,nil
963,trip_taxi,nil
964,trip_tgv,nil
964,trip_ter,nil
964,trip_taxi,nil
965,trip_tgv,nil
965,trip_ter,nil
965,trip_taxi,nil
966,trip_tgv,nil
966,trip_ter,nil
966,trip_taxi,nil
967,trip_tgv,nil
967,trip_ter,nil
967,trip_taxi,nil
968,trip_tgv,nil
968,trip_ter,nil
968,trip_taxi,nil
969,trip_tgv,nil
969,trip_ter,nil
969,trip_taxi,nil
970,trip_tgv,nil
970,trip_ter,nil
970,trip_taxi,nil
971,trip_tgv,nil
971,trip_ter,nil
971,trip_taxi,nil
972,trip_tgv,nil
972,trip_ter,nil
972,trip_taxi,nil
973,trip_tgv,nil
973,trip_ter,nil
973,trip_taxi,nil
974,trip_tgv,nil
974,trip_ter,nil
974,trip_taxi,nil
975,trip_tgv,nil
975,trip_ter,nil
975,trip_taxi,nil
976,trip_tgv,nil
976,trip_ter,nil
976,trip_taxi,nil
977,trip_tgv,nil
977,trip_ter,nil
977,trip_taxi,nil
978,trip_tgv,nil
978,trip_ter,nil
978,trip_taxi,nil
979,trip_tgv,nil
979,trip_ter,nil
979,trip_taxi,nil
980,trip_tgv,nil
980,trip_ter,nil
980,trip_taxi,nil
981,trip_tgv,nil
981,trip_ter,nil
981,trip_taxi,nil
982,trip_tgv,nil
982,trip_ter,nil
982,trip_taxi,nil
983,trip_tgv,nil
983,trip_ter,nil
983,trip_taxi,nil
984,trip_tgv,nil
984,trip_ter,nil
984,trip_taxi,nil
985,trip_tgv,nil
985,trip_ter,nil
985,trip_taxi,nil
986,trip_tgv,nil
986,trip_ter,nil
986,trip_taxi,nil
987,trip_tgv,nil
987,trip_ter,nil
987,trip_taxi,nil
988,trip_tgv,nil
988,trip_ter,nil
988,trip_taxi,nil
989,trip_tgv,nil
989,trip_ter,nil
989,trip_taxi,nil
990,trip_tgv,nil
990,trip_ter,nil
990,trip_taxi,nil
991,trip_tgv,nil
991,trip_ter,nil
991,trip_taxi,nil
992,trip_tgv,nil
992,trip_ter,nil
992,trip_taxi,nil
993,trip_tgv,nil
993,trip_ter,nil
993,trip_taxi,nil
994,trip_tgv,nil
994,trip_ter,nil
994,trip_taxi,nil
995,trip_tgv,nil
995,trip_ter,nil
995,trip_taxi,nil
996,trip_tgv,nil
996,trip_ter,nil
996,trip_taxi,nil
997,trip_tgv,nil
997,trip_ter,nil
997,trip_taxi,nil
998,trip_tgv,nil
998,trip_ter,nil
998,trip_taxi,nil
999,trip_tgv,nil
999,trip_ter,nil
999,trip_taxi,nil
1000,trip_tgv,nil
1000,trip_ter,nil
1000,trip_taxi,nil
1001,trip_tgv,nil
1001,trip_ter,nil
1001,trip_taxi,nil
1002,trip_tgv,nil
1002,trip_ter,nil
1002,trip_taxi,nil
1003,trip_tgv,nil
1003,trip_ter,nil
1003,trip_taxi,nil
1004,trip_tgv,nil
1004,trip_ter,nil
1004,trip_taxi,nil
1005,trip_tgv,nil
1005,trip_ter,nil
1005,trip_taxi,nil
1006,trip_tgv,nil
1006,trip_ter,nil
1006,trip_taxi,nil
1007,trip_tgv,nil
1007,trip_ter,nil
1007,trip_taxi,nil
1008,trip_tgv,nil
1008,trip_ter,nil
1008,trip_taxi,nil
1009,trip_tgv,nil
1009,trip_ter,nil
1009,trip_taxi,nil
1010,trip_tgv,nil
1010,trip_ter,nil
1010,trip_taxi,nil
1011,trip_tgv,nil
1011,trip_ter,nil
1011,trip_taxi,nil
1012,trip_tgv,nil
1012,trip_ter,nil
1012,trip_taxi,nil
1013,trip_tgv,nil
1013,trip_ter,nil
1013,trip_taxi,nil
1014,trip_tgv,nil
1014,trip_ter,nil
1014,trip_taxi,nil
1015,trip_tgv,nil
1015,trip_ter,nil
1015,trip_taxi,nil
1016,trip_tgv,nil
1016,trip_ter,nil
1016,trip_taxi,nil
1017,trip_tgv,nil
1017,trip_ter,nil
1017,trip_taxi,nil
1018,trip_tgv,nil
1018,trip_ter,nil
1018,trip_taxi,nil
1019,trip_tgv,nil
1019,trip_ter,nil
1019,trip_taxi,nil
1020,trip_tgv,nil
1020,trip_ter,nil
1020,trip_taxi,nil
1021,trip_tgv,nil
1021,trip_ter,nil
1021,trip_taxi,nil
1022,trip_tgv,nil
1022,trip_ter,nil
1022,trip_taxi,nil
1023,trip_tgv,nil
1023,trip_ter,nil
1023,trip_taxi,nil
1024,trip_tgv,nil
1024,trip_ter,nil
1024,trip_taxi,nil
1025,trip_tgv,nil
1025,trip_ter,nil
1025,trip_taxi,nil
1026,trip_tgv,nil
1026,trip_ter,nil
1026,trip_taxi,nil
1027,trip_tgv,nil
1027,trip_ter,nil
1027,trip_taxi,nil
1028,trip_tgv,nil
1028,trip_ter,nil
1028,trip_taxi,nil
1029,trip_tgv,nil
1029,trip_ter,nil
1029,trip_taxi,nil
1030,trip_tgv,nil
1030,trip_ter,nil
1030,trip_taxi,nil
1031,trip_tgv,nil
1031,trip_ter,nil
1031,trip_taxi,nil
1032,trip_tgv,nil
1032,trip_ter,nil
1032,trip_taxi,nil
1033,trip_tgv,nil
1033,trip_ter,nil
1033,trip_taxi,nil
1034,trip_tgv,nil
1034,trip_ter,nil
1034,trip_taxi,nil
1035,trip_tgv,nil
1035,trip_ter,nil
1035,trip_taxi,nil
1036,trip_tgv,nil
1036,trip_ter,nil
1036,trip_taxi,nil
1037,trip_tgv,nil
1037,trip_ter,nil
1037,trip_taxi,nil
1038,trip_tgv,nil
1038,trip_ter,nil
1038,trip_taxi,nil
1039,trip_tgv,nil
1039,trip_ter,nil
1039,trip_taxi,nil
1040,trip_tgv,nil
1040,trip_ter,nil
1040,trip_taxi,nil
1041,trip_tgv,nil
1041,trip_ter,nil
1041,trip_taxi,nil
1042,trip_tgv,nil
1042,trip_ter,nil
1042,trip_taxi,nil
1043,trip_tgv,nil
1043,trip_ter,nil
1043,trip_taxi,nil
1044,trip_tgv,nil
1044,trip_ter,nil
1044,trip_taxi,nil
1045,trip_tgv,nil
1045,trip_ter,nil
1045,trip_taxi,nil
1046,trip_tgv,nil
1046,trip_ter,nil
1046,trip_taxi,nil
1047,trip_tgv,nil
1047,trip_ter,nil
1047,trip_taxi,nil
1048,trip_tgv,nil
1048,trip_ter,nil
1048,trip_taxi,nil
1049,trip_tgv,nil
1049,trip_ter,nil
1049,trip_taxi,nil
1050,trip_tgv,nil
1050,trip_ter,nil
1050,trip_taxi,nil
1051,trip_tgv,nil
1051,trip_ter,nil
1051,trip_taxi,nil
1052,trip_tgv,nil
1052,trip_ter,nil
1052,trip_taxi,nil
1053,trip_tgv,nil
1053,trip_ter,nil
1053,trip_taxi,nil
1054,trip_tgv,nil
1054,trip_ter,nil
1054,trip_taxi,nil
1055,trip_tgv,nil
1055,trip_ter,nil
1055,trip_taxi,nil
1056,trip_tgv,nil
1056,trip_ter,nil
1056,trip_taxi,nil
1057,trip_tgv,nil
1057,trip_ter,nil
1057,trip_taxi,nil
1058,trip_tgv,nil
1058,trip_ter,nil
1058,trip_taxi,nil
1059,trip_tgv,nil
1059,trip_ter,nil
1059,trip_taxi,nil
1060,trip_tgv,nil
1060,trip_ter,nil
1060,trip_taxi,nil
1061,trip_tgv,nil
1061,trip_ter,nil
1061,trip_taxi,nil
1062,trip_tgv,nil
1062,trip_ter,nil
1062,trip_taxi,nil
1063,trip_tgv,nil
1063,trip_ter,nil
1063,trip_taxi,nil
1064,trip_tgv,nil
1064,trip_ter,nil
1064,trip_taxi,nil
1065,trip_tgv,nil
1065,trip_ter,nil
1065,trip_taxi,nil
1066,trip_tgv,nil
1066,trip_ter,nil
1066,trip_taxi,nil
1067,trip_tgv,nil
1067,trip_ter,nil
1067,trip_taxi,nil
1068,trip_tgv,nil
1068,trip_ter,nil
1068,trip_taxi,nil
1069,trip_tgv,nil
1069,trip_ter,nil
1069,trip_taxi,nil
1070,trip_tgv,nil
1070,trip_ter,nil
1070,trip_taxi,nil
1071,trip_tgv,nil
1071,trip_ter,nil
1071,trip_taxi,nil
1072,trip_tgv,nil
1072,trip_ter,nil
1072,trip_taxi,nil
1073,trip_tgv,nil
1073,trip_ter,nil
1073,trip_taxi,nil
1074,trip_tgv,nil
1074,trip_ter,nil
1074,trip_taxi,nil
1075,trip_tgv,nil
1075,trip_ter,nil
1075,trip_taxi,nil
1076,trip_tgv,nil
1076,trip_ter,nil
1076,trip_taxi,nil
1077,trip_tgv,nil
1077,trip_ter,nil
1077,trip_taxi,nil
1078,trip_tgv,nil
1078,trip_ter,nil
1078,trip_taxi,nil
1079,trip_tgv,nil
1079,trip_ter,nil
1079,trip_taxi,nil
1080,trip_tgv,nil
1080,trip_ter,nil
1080,trip_taxi,nil
1081,trip_tgv,nil
1081,trip_ter,nil
1081,trip_taxi,nil
1082,trip_tgv,nil
1082,trip_ter,nil
1082,trip_taxi,nil
1083,trip_tgv,nil
1083,trip_ter,nil
1083,trip_taxi,nil
1084,trip_tgv,nil
1084,trip_ter,nil
1084,trip_taxi,nil
1085,trip_tgv,nil
1085,trip_ter,nil
1085,trip_taxi,nil
1086,trip_tgv,nil
1086,trip_ter,nil
1086,trip_taxi,nil
1087,trip_tgv,nil
1087,trip_ter,nil
1087,trip_taxi,nil
1088,trip_tgv,nil
1088,trip_ter,nil
1088,trip_taxi,nil
1089,trip_tgv,nil
1089,trip_ter,nil
1089,trip_taxi,nil
1090,trip_tgv,nil
1090,trip_ter,nil
1090,trip_taxi,nil
1091,trip_tgv,nil
1091,trip_ter,nil
1091,trip_taxi,nil
1092,trip_tgv,nil
1092,trip_ter,nil
1092,trip_taxi,nil
1093,trip_tgv,nil
1093,trip_ter,nil
1093,trip_taxi,nil
1094,trip_tgv,nil
1094,trip_ter,nil
1094,trip_taxi,nil
1095,trip_tgv,nil
1095,trip_ter,nil
1095,trip_taxi,nil
1096,trip_tgv,nil
1096,trip_ter,nil
1096,trip_taxi,nil
1097,trip_tgv,nil
1097,trip_ter,nil
1097,trip_taxi,nil
1098,trip_tgv,nil
1098,trip_ter,nil
1098,trip_taxi,nil
1099,trip_tgv,nil
1099,trip_ter,nil
1099,trip_taxi,nil
1100,trip_tgv,nil
1100,trip_ter,nil
1100,trip_taxi,nil
1101,trip_tgv,nil
1101,trip_ter,nil
1101,trip_taxi,nil
1102,trip_tgv,nil
1102,trip_ter,nil
1102,trip_taxi,nil
1103,trip_tgv,nil
1103,trip_ter,nil
1103,trip_taxi,nil
1104,trip_tgv,nil
1104,trip_ter,nil
1104,trip_taxi,nil
1105,trip_tgv,nil
1105,trip_ter,nil
1105,trip_taxi,nil
1106,trip_tgv,nil
1106,trip_ter,nil
1106,trip_taxi,nil
1107,trip_tgv,nil
1107,trip_ter,nil
1107,trip_taxi,nil
1108,trip_tgv,nil
1108,trip_ter,nil
1108,trip_taxi,nil
1109,trip_tgv,nil
1109,trip_ter,nil
1109,trip_taxi,nil
1110,trip_tgv,nil
1110,trip_ter,nil
1110,trip_taxi,nil
1111,trip_tgv,nil
1111,trip_ter,nil
1111,trip_taxi,nil
1112,trip_tgv,nil
1112,trip_ter,nil
1112,trip_taxi,nil
1113,trip_tgv,nil
1113,trip_ter,nil
1113,trip_taxi,nil
1114,trip_tgv,nil
1114,trip_ter,nil
1114,trip_taxi,nil
1115,trip_tgv,nil
1115,trip_ter,nil
1115,trip_taxi,nil
1116,trip_tgv,nil
1116,trip_ter,nil
1116,trip_taxi,nil
1117,trip_tgv,nil
1117,trip_ter,nil
1117,trip_taxi,nil
1118,trip_tgv,nil
1118,trip_ter,nil
1118,trip_taxi,nil
1119,trip_tgv,nil
1119,trip_ter,nil
1119,trip_taxi,nil
1120,trip_tgv,nil
1120,trip_ter,nil
1120,trip_taxi,nil
1121,trip_tgv,nil
1121,trip_ter,nil
1121,trip_taxi,nil
1122,trip_tgv,nil
1122,trip_ter,nil
1122,trip_taxi,nil
1123,trip_tgv,nil
1123,trip_ter,nil
1123,trip_taxi,nil
1124,trip_tgv,nil
1124,trip_ter,nil
1124,trip_taxi,nil
1125,trip_tgv,nil
1125,trip_ter,nil
1125,trip_taxi,nil
1126,trip_tgv,nil
1126,trip_ter,nil
1126,trip_taxi,nil
1127,trip_tgv,nil
1127,trip_ter,nil
1127,trip_taxi,nil
1128,trip_tgv,nil
1128,trip_ter,nil
1128,trip_taxi,nil
1129,trip_tgv,nil
1129,trip_ter,nil
1129,trip_taxi,nil
1130,trip_tgv,nil
1130,trip_ter,nil
1130,trip_taxi,nil
1131,trip_tgv,nil
1131,trip_ter,nil
1131,trip_taxi,nil
1132,trip_tgv,nil
1132,trip_ter,nil
1132,trip_taxi,nil
1133,trip_tgv,nil
1133,trip_ter,nil
1133,trip_taxi,nil
1134,trip_tgv,nil
1134,trip_ter,nil
1134,trip_taxi,nil
1135,trip_tgv,nil
1135,trip_ter,nil
1135,trip_taxi,nil
1136,trip_tgv,nil
1136,trip_ter,nil
1136,trip_taxi,nil
1137,trip_tgv,nil
1137,trip_ter,nil
1137,trip_taxi,nil
1138,trip_tgv,nil
1138,trip_ter,nil
1138,trip_taxi,nil
1139,trip_tgv,nil
1139,trip_ter,nil
1139,trip_taxi,nil
1140,trip_tgv,nil
1140,trip_ter,nil
1140,trip_taxi,nil
1141,trip_tgv,nil
1141,trip_ter,nil
1141,trip_taxi,nil
1142,trip_tgv,nil
1142,trip_ter,nil
1142,trip_taxi,nil
1143,trip_tgv,nil
1143,trip_ter,nil
1143,trip_taxi,nil
1144,trip_tgv,nil
1144,trip_ter,nil
1144,trip_taxi,nil
1145,trip_tgv,nil
1145,trip_ter,nil
1145,trip_taxi,nil
1146,trip_tgv,nil
1146,trip_ter,nil
1146,trip_taxi,nil
1147,trip_tgv,nil
1147,trip_ter,nil
1147,trip_taxi,nil
1148,trip_tgv,nil
1148,trip_ter,nil
1148,trip_taxi,nil
1149,trip_tgv,nil
1149,trip_ter,nil
1149,trip_taxi,nil
1150,trip_tgv,nil
1150,trip_ter,nil
1150,trip_taxi,nil
1151,trip_tgv,nil
1151,trip_ter,nil
1151,trip_taxi,nil
1152,trip_tgv,nil
1152,trip_ter,nil
1152,trip_taxi,nil
1153,trip_tgv,nil
1153,trip_ter,nil
1153,trip_taxi,nil
1154,trip_tgv,nil
1154,trip_ter,nil
1154,trip_taxi,nil
1155,trip_tgv,nil
1155,trip_ter,nil
1155,trip_taxi,nil
1156,trip_tgv,nil
1156,trip_ter,nil
1156,trip_taxi,nil
1157,trip_tgv,nil
1157,trip_ter,nil
1157,trip_taxi,nil
1158,trip_tgv,nil
1158,trip_ter,nil
1158,trip_taxi,nil
1159,trip_tgv,nil
1159,trip_ter,nil
1159,trip_taxi,nil
1160,trip_tgv,nil
1160,trip_ter,nil
1160,trip_taxi,nil
1161,trip_tgv,nil
1161,trip_ter,nil
1161,trip_taxi,nil
1162,trip_tgv,nil
1162,trip_ter,nil
1162,trip_taxi,nil
1163,trip_tgv,nil
1163,trip_ter,nil
1163,trip_taxi,nil
1164,trip_tgv,nil
1164,trip_ter,nil
1164,trip_taxi,nil
1165,trip_tgv,nil
1165,trip_ter,nil
1165,trip_taxi,nil
1166,trip_tgv,nil
1166,trip_ter,nil
1166,trip_taxi,nil
1167,trip_tgv,nil
1167,trip_ter,nil
1167,trip_taxi,nil
1168,trip_tgv,nil
1168,trip_ter,nil
1168,trip_taxi,nil
1169,trip_tgv,nil
1169,trip_ter,nil
1169,trip_taxi,nil
1170,trip_tgv,nil
1170,trip_ter,nil
1170,trip_taxi,nil
1171,trip_tgv,nil
1171,trip_ter,nil
1171,trip_taxi,nil
1172,trip_tgv,nil
1172,trip_ter,nil
1172,trip_taxi,nil
1173,trip_tgv,nil
1173,trip_ter,nil
1173,trip_taxi,nil
1174,trip_tgv,nil
1174,trip_ter,nil
1174,trip_taxi,nil
1175,trip_tgv,nil
1175,trip_ter,nil
1175,trip_taxi,nil
1176,trip_tgv,nil
1176,trip_ter,nil
1176,trip_taxi,nil
1177,trip_tgv,nil
1177,trip_ter,nil
1177,trip_taxi,nil
1178,trip_tgv,nil
1178,trip_ter,nil
1178,trip_taxi,nil
1179,trip_tgv,nil
1179,trip_ter,nil
