cycle,c,tick_pop_consumption_Tc
1267,truck,nil
1267,taxi,nil
1268,minibus,nil
1268,tgv,nil
1268,ter,nil
1268,truck,nil
1268,taxi,nil
1269,minibus,nil
1269,tgv,nil
1269,ter,nil
1269,truck,nil
1269,taxi,nil
1270,minibus,nil
1270,tgv,nil
1270,ter,nil
1270,truck,nil
1270,taxi,nil
1271,minibus,nil
1271,tgv,nil
1271,ter,nil
1271,truck,nil
1271,taxi,nil
1272,minibus,nil
1272,tgv,nil
1272,ter,nil
1272,truck,nil
1272,taxi,nil
1273,minibus,nil
1273,tgv,nil
1273,ter,nil
1273,truck,nil
1273,taxi,nil
1274,minibus,nil
1274,tgv,nil
1274,ter,nil
1274,truck,nil
1274,taxi,nil
1275,minibus,nil
1275,tgv,nil
1275,ter,nil
1275,truck,nil
1275,taxi,nil
1276,minibus,nil
1276,tgv,nil
1276,ter,nil
1276,truck,nil
1276,taxi,nil
1277,minibus,nil
1277,tgv,nil
1277,ter,nil
1277,truck,nil
1277,taxi,nil
1278,minibus,nil
1278,tgv,nil
1278,ter,nil
1278,truck,nil
1278,taxi,nil
1279,minibus,nil
1279,tgv,nil
1279,ter,nil
1279,truck,nil
1279,taxi,nil
1280,minibus,nil
1280,tgv,nil
1280,ter,nil
1280,truck,nil
1280,taxi,nil
1281,minibus,nil
1281,tgv,nil
1281,ter,nil
1281,truck,nil
1281,taxi,nil
1282,minibus,nil
1282,tgv,nil
1282,ter,nil
1282,truck,nil
1282,taxi,nil
1283,minibus,nil
1283,tgv,nil
1283,ter,nil
1283,truck,nil
1283,taxi,nil
1284,minibus,nil
1284,tgv,nil
1284,ter,nil
1284,truck,nil
1284,taxi,nil
1285,minibus,nil
1285,tgv,nil
1285,ter,nil
1285,truck,nil
1285,taxi,nil
1286,minibus,nil
1286,tgv,nil
1286,ter,nil
1286,truck,nil
1286,taxi,nil
1287,minibus,nil
1287,tgv,nil
1287,ter,nil
1287,truck,nil
1287,taxi,nil
1288,minibus,nil
1288,tgv,nil
1288,ter,nil
1288,truck,nil
1288,taxi,nil
1289,minibus,nil
1289,tgv,nil
1289,ter,nil
1289,truck,nil
1289,taxi,nil
1290,minibus,nil
1290,tgv,nil
1290,ter,nil
1290,truck,nil
1290,taxi,nil
1291,minibus,nil
1291,tgv,nil
1291,ter,nil
1291,truck,nil
1291,taxi,nil
1292,minibus,nil
1292,tgv,nil
1292,ter,nil
1292,truck,nil
1292,taxi,nil
1293,minibus,nil
1293,tgv,nil
1293,ter,nil
1293,truck,nil
1293,taxi,nil
1294,minibus,nil
1294,tgv,nil
1294,ter,nil
1294,truck,nil
1294,taxi,nil
1295,minibus,nil
1295,tgv,nil
1295,ter,nil
1295,truck,nil
1295,taxi,nil
1296,minibus,nil
1296,tgv,nil
1296,ter,nil
1296,truck,nil
1296,taxi,nil
1297,minibus,nil
1297,tgv,nil
1297,ter,nil
1297,truck,nil
1297,taxi,nil
1298,minibus,nil
1298,tgv,nil
1298,ter,nil
1298,truck,nil
1298,taxi,nil
1299,minibus,nil
1299,tgv,nil
1299,ter,nil
1299,truck,nil
1299,taxi,nil
1300,minibus,nil
1300,tgv,nil
1300,ter,nil
1300,truck,nil
1300,taxi,nil
1301,minibus,nil
1301,tgv,nil
1301,ter,nil
1301,truck,nil
1301,taxi,nil
1302,minibus,nil
1302,tgv,nil
1302,ter,nil
1302,truck,nil
1302,taxi,nil
1303,minibus,nil
1303,tgv,nil
1303,ter,nil
1303,truck,nil
1303,taxi,nil
1304,minibus,nil
1304,tgv,nil
1304,ter,nil
1304,truck,nil
1304,taxi,nil
1305,minibus,nil
1305,tgv,nil
1305,ter,nil
1305,truck,nil
1305,taxi,nil
1306,minibus,nil
1306,tgv,nil
1306,ter,nil
1306,truck,nil
1306,taxi,nil
1307,minibus,nil
1307,tgv,nil
1307,ter,nil
1307,truck,nil
1307,taxi,nil
1308,minibus,nil
1308,tgv,nil
1308,ter,nil
1308,truck,nil
1308,taxi,nil
1309,minibus,nil
1309,tgv,nil
1309,ter,nil
1309,truck,nil
1309,taxi,nil
1310,minibus,nil
1310,tgv,nil
1310,ter,nil
1310,truck,nil
1310,taxi,nil
1311,minibus,nil
1311,tgv,nil
1311,ter,nil
1311,truck,nil
1311,taxi,nil
1312,minibus,nil
1312,tgv,nil
1312,ter,nil
1312,truck,nil
1312,taxi,nil
1313,minibus,nil
1313,tgv,nil
1313,ter,nil
1313,truck,nil
1313,taxi,nil
1314,minibus,nil
1314,tgv,nil
1314,ter,nil
1314,truck,nil
1314,taxi,nil
1315,minibus,nil
1315,tgv,nil
1315,ter,nil
1315,truck,nil
1315,taxi,nil
1316,minibus,nil
1316,tgv,nil
1316,ter,nil
1316,truck,nil
1316,taxi,nil
1317,minibus,nil
1317,tgv,nil
1317,ter,nil
1317,truck,nil
1317,taxi,nil
1318,minibus,nil
1318,tgv,nil
1318,ter,nil
1318,truck,nil
1318,taxi,nil
1319,minibus,nil
1319,tgv,nil
1319,ter,nil
1319,truck,nil
1319,taxi,nil
1320,minibus,nil
1320,tgv,nil
1320,ter,nil
1320,truck,nil
1320,taxi,nil
1321,minibus,nil
1321,tgv,nil
1321,ter,nil
1321,truck,nil
1321,taxi,nil
1322,minibus,nil
1322,tgv,nil
1322,ter,nil
1322,truck,nil
1322,taxi,nil
1323,minibus,nil
1323,tgv,nil
1323,ter,nil
1323,truck,nil
1323,taxi,nil
1324,minibus,nil
1324,tgv,nil
1324,ter,nil
1324,truck,nil
1324,taxi,nil
1325,minibus,nil
1325,tgv,nil
1325,ter,nil
1325,truck,nil
1325,taxi,nil
1326,minibus,nil
1326,tgv,nil
1326,ter,nil
1326,truck,nil
1326,taxi,nil
1327,minibus,nil
1327,tgv,nil
1327,ter,nil
1327,truck,nil
1327,taxi,nil
1328,minibus,nil
1328,tgv,nil
1328,ter,nil
1328,truck,nil
1328,taxi,nil
1329,minibus,nil
1329,tgv,nil
1329,ter,nil
1329,truck,nil
1329,taxi,nil
1330,minibus,nil
1330,tgv,nil
1330,ter,nil
1330,truck,nil
1330,taxi,nil
1331,minibus,nil
1331,tgv,nil
1331,ter,nil
1331,truck,nil
1331,taxi,nil
1332,minibus,nil
1332,tgv,nil
1332,ter,nil
1332,truck,nil
1332,taxi,nil
1333,minibus,nil
1333,tgv,nil
1333,ter,nil
1333,truck,nil
1333,taxi,nil
1334,minibus,nil
1334,tgv,nil
1334,ter,nil
1334,truck,nil
1334,taxi,nil
1335,minibus,nil
1335,tgv,nil
1335,ter,nil
1335,truck,nil
1335,taxi,nil
1336,minibus,nil
1336,tgv,nil
1336,ter,nil
1336,truck,nil
1336,taxi,nil
1337,minibus,nil
1337,tgv,nil
1337,ter,nil
1337,truck,nil
1337,taxi,nil
1338,minibus,nil
1338,tgv,nil
1338,ter,nil
1338,truck,nil
1338,taxi,nil
1339,minibus,nil
1339,tgv,nil
1339,ter,nil
1339,truck,nil
1339,taxi,nil
1340,minibus,nil
1340,tgv,nil
1340,ter,nil
1340,truck,nil
1340,taxi,nil
1341,minibus,nil
1341,tgv,nil
1341,ter,nil
1341,truck,nil
1341,taxi,nil
1342,minibus,nil
1342,tgv,nil
1342,ter,nil
1342,truck,nil
1342,taxi,nil
1343,minibus,nil
1343,tgv,nil
1343,ter,nil
1343,truck,nil
1343,taxi,nil
1344,minibus,nil
1344,tgv,nil
1344,ter,nil
1344,truck,nil
1344,taxi,nil
1345,minibus,nil
1345,tgv,nil
1345,ter,nil
1345,truck,nil
1345,taxi,nil
1346,minibus,nil
1346,tgv,nil
1346,ter,nil
1346,truck,nil
1346,taxi,nil
1347,minibus,nil
1347,tgv,nil
1347,ter,nil
1347,truck,nil
1347,taxi,nil
1348,minibus,nil
1348,tgv,nil
1348,ter,nil
1348,truck,nil
1348,taxi,nil
1349,minibus,nil
1349,tgv,nil
1349,ter,nil
1349,truck,nil
1349,taxi,nil
1350,minibus,nil
1350,tgv,nil
1350,ter,nil
1350,truck,nil
1350,taxi,nil
1351,minibus,nil
1351,tgv,nil
1351,ter,nil
1351,truck,nil
1351,taxi,nil
1352,minibus,nil
1352,tgv,nil
1352,ter,nil
1352,truck,nil
1352,taxi,nil
1353,minibus,nil
1353,tgv,nil
1353,ter,nil
1353,truck,nil
1353,taxi,nil
1354,minibus,nil
1354,tgv,nil
1354,ter,nil
1354,truck,nil
1354,taxi,nil
1355,minibus,nil
1355,tgv,nil
1355,ter,nil
1355,truck,nil
1355,taxi,nil
1356,minibus,nil
1356,tgv,nil
1356,ter,nil
1356,truck,nil
1356,taxi,nil
1357,minibus,nil
1357,tgv,nil
1357,ter,nil
1357,truck,nil
1357,taxi,nil
1358,minibus,nil
1358,tgv,nil
1358,ter,nil
1358,truck,nil
1358,taxi,nil
1359,minibus,nil
1359,tgv,nil
1359,ter,nil
1359,truck,nil
1359,taxi,nil
1360,minibus,nil
1360,tgv,nil
1360,ter,nil
1360,truck,nil
1360,taxi,nil
1361,minibus,nil
1361,tgv,nil
1361,ter,nil
1361,truck,nil
1361,taxi,nil
1362,minibus,nil
1362,tgv,nil
1362,ter,nil
1362,truck,nil
1362,taxi,nil
1363,minibus,nil
1363,tgv,nil
1363,ter,nil
1363,truck,nil
1363,taxi,nil
1364,minibus,nil
1364,tgv,nil
1364,ter,nil
1364,truck,nil
1364,taxi,nil
1365,minibus,nil
1365,tgv,nil
1365,ter,nil
1365,truck,nil
1365,taxi,nil
1366,minibus,nil
1366,tgv,nil
1366,ter,nil
1366,truck,nil
1366,taxi,nil
1367,minibus,nil
1367,tgv,nil
1367,ter,nil
1367,truck,nil
1367,taxi,nil
1368,minibus,nil
1368,tgv,nil
1368,ter,nil
1368,truck,nil
1368,taxi,nil
1369,minibus,nil
1369,tgv,nil
1369,ter,nil
1369,truck,nil
1369,taxi,nil
1370,minibus,nil
1370,tgv,nil
1370,ter,nil
1370,truck,nil
1370,taxi,nil
1371,minibus,nil
1371,tgv,nil
1371,ter,nil
1371,truck,nil
1371,taxi,nil
1372,minibus,nil
1372,tgv,nil
1372,ter,nil
1372,truck,nil
1372,taxi,nil
1373,minibus,nil
1373,tgv,nil
1373,ter,nil
1373,truck,nil
1373,taxi,nil
1374,minibus,nil
1374,tgv,nil
1374,ter,nil
1374,truck,nil
1374,taxi,nil
1375,minibus,nil
1375,tgv,nil
1375,ter,nil
1375,truck,nil
1375,taxi,nil
1376,minibus,nil
1376,tgv,nil
1376,ter,nil
1376,truck,nil
1376,taxi,nil
1377,minibus,nil
1377,tgv,nil
1377,ter,nil
1377,truck,nil
1377,taxi,nil
1378,minibus,nil
1378,tgv,nil
1378,ter,nil
1378,truck,nil
1378,taxi,nil
1379,minibus,nil
1379,tgv,nil
1379,ter,nil
1379,truck,nil
1379,taxi,nil
1380,minibus,nil
1380,tgv,nil
1380,ter,nil
1380,truck,nil
1380,taxi,nil
1381,minibus,nil
1381,tgv,nil
1381,ter,nil
1381,truck,nil
1381,taxi,nil
1382,minibus,nil
1382,tgv,nil
1382,ter,nil
1382,truck,nil
1382,taxi,nil
1383,minibus,nil
1383,tgv,nil
1383,ter,nil
1383,truck,nil
1383,taxi,nil
1384,minibus,nil
1384,tgv,nil
1384,ter,nil
1384,truck,nil
1384,taxi,nil
1385,minibus,nil
1385,tgv,nil
1385,ter,nil
1385,truck,nil
1385,taxi,nil
1386,minibus,nil
1386,tgv,nil
1386,ter,nil
1386,truck,nil
1386,taxi,nil
1387,minibus,nil
1387,tgv,nil
1387,ter,nil
1387,truck,nil
1387,taxi,nil
1388,minibus,nil
1388,tgv,nil
1388,ter,nil
1388,truck,nil
1388,taxi,nil
1389,minibus,nil
1389,tgv,nil
1389,ter,nil
1389,truck,nil
1389,taxi,nil
1390,minibus,nil
1390,tgv,nil
1390,ter,nil
1390,truck,nil
1390,taxi,nil
1391,minibus,nil
1391,tgv,nil
1391,ter,nil
1391,truck,nil
1391,taxi,nil
1392,minibus,nil
1392,tgv,nil
1392,ter,nil
1392,truck,nil
1392,taxi,nil
1393,minibus,nil
1393,tgv,nil
1393,ter,nil
1393,truck,nil
1393,taxi,nil
1394,minibus,nil
1394,tgv,nil
1394,ter,nil
1394,truck,nil
1394,taxi,nil
1395,minibus,nil
1395,tgv,nil
1395,ter,nil
1395,truck,nil
1395,taxi,nil
1396,minibus,nil
1396,tgv,nil
1396,ter,nil
1396,truck,nil
1396,taxi,nil
1397,minibus,nil
1397,tgv,nil
1397,ter,nil
1397,truck,nil
1397,taxi,nil
1398,minibus,nil
1398,tgv,nil
1398,ter,nil
1398,truck,nil
1398,taxi,nil
1399,minibus,nil
1399,tgv,nil
1399,ter,nil
1399,truck,nil
1399,taxi,nil
1400,minibus,nil
1400,tgv,nil
1400,ter,nil
1400,truck,nil
1400,taxi,nil
1401,minibus,nil
1401,tgv,nil
1401,ter,nil
1401,truck,nil
1401,taxi,nil
1402,minibus,nil
1402,tgv,nil
1402,ter,nil
1402,truck,nil
1402,taxi,nil
1403,minibus,nil
1403,tgv,nil
1403,ter,nil
1403,truck,nil
1403,taxi,nil
1404,minibus,nil
1404,tgv,nil
1404,ter,nil
1404,truck,nil
1404,taxi,nil
1405,minibus,nil
1405,tgv,nil
1405,ter,nil
1405,truck,nil
1405,taxi,nil
1406,minibus,nil
1406,tgv,nil
1406,ter,nil
1406,truck,nil
1406,taxi,nil
1407,minibus,nil
1407,tgv,nil
1407,ter,nil
1407,truck,nil
1407,taxi,nil
1408,minibus,nil
1408,tgv,nil
1408,ter,nil
1408,truck,nil
1408,taxi,nil
1409,minibus,nil
1409,tgv,nil
1409,ter,nil
1409,truck,nil
1409,taxi,nil
1410,minibus,nil
1410,tgv,nil
1410,ter,nil
1410,truck,nil
1410,taxi,nil
1411,minibus,nil
1411,tgv,nil
1411,ter,nil
1411,truck,nil
1411,taxi,nil
1412,minibus,nil
1412,tgv,nil
1412,ter,nil
1412,truck,nil
1412,taxi,nil
1413,minibus,nil
1413,tgv,nil
1413,ter,nil
1413,truck,nil
1413,taxi,nil
1414,minibus,nil
1414,tgv,nil
1414,ter,nil
1414,truck,nil
1414,taxi,nil
1415,minibus,nil
1415,tgv,nil
1415,ter,nil
1415,truck,nil
1415,taxi,nil
1416,minibus,nil
1416,tgv,nil
1416,ter,nil
1416,truck,nil
1416,taxi,nil
1417,minibus,nil
1417,tgv,nil
1417,ter,nil
1417,truck,nil
1417,taxi,nil
1418,minibus,nil
1418,tgv,nil
1418,ter,nil
1418,truck,nil
1418,taxi,nil
1419,minibus,nil
1419,tgv,nil
1419,ter,nil
1419,truck,nil
1419,taxi,nil
1420,minibus,nil
1420,tgv,nil
1420,ter,nil
1420,truck,nil
1420,taxi,nil
1421,minibus,nil
1421,tgv,nil
1421,ter,nil
1421,truck,nil
1421,taxi,nil
1422,minibus,nil
1422,tgv,nil
1422,ter,nil
1422,truck,nil
1422,taxi,nil
1423,minibus,nil
1423,tgv,nil
1423,ter,nil
1423,truck,nil
1423,taxi,nil
1424,minibus,nil
1424,tgv,nil
1424,ter,nil
1424,truck,nil
1424,taxi,nil
1425,minibus,nil
1425,tgv,nil
1425,ter,nil
1425,truck,nil
1425,taxi,nil
1426,minibus,nil
1426,tgv,nil
1426,ter,nil
1426,truck,nil
1426,taxi,nil
1427,minibus,nil
1427,tgv,nil
1427,ter,nil
1427,truck,nil
1427,taxi,nil
1428,minibus,nil
1428,tgv,nil
1428,ter,nil
1428,truck,nil
1428,taxi,nil
1429,minibus,nil
1429,tgv,nil
1429,ter,nil
1429,truck,nil
1429,taxi,nil
1430,minibus,nil
1430,tgv,nil
1430,ter,nil
1430,truck,nil
1430,taxi,nil
1431,minibus,nil
1431,tgv,nil
1431,ter,nil
1431,truck,nil
1431,taxi,nil
1432,minibus,nil
1432,tgv,nil
1432,ter,nil
1432,truck,nil
1432,taxi,nil
1433,minibus,nil
1433,tgv,nil
1433,ter,nil
1433,truck,nil
1433,taxi,nil
1434,minibus,nil
1434,tgv,nil
1434,ter,nil
1434,truck,nil
1434,taxi,nil
1435,minibus,nil
1435,tgv,nil
1435,ter,nil
1435,truck,nil
1435,taxi,nil
1436,minibus,nil
1436,tgv,nil
1436,ter,nil
1436,truck,nil
1436,taxi,nil
1437,minibus,nil
1437,tgv,nil
1437,ter,nil
1437,truck,nil
1437,taxi,nil
1438,minibus,nil
1438,tgv,nil
1438,ter,nil
1438,truck,nil
1438,taxi,nil
1439,minibus,nil
1439,tgv,nil
1439,ter,nil
1439,truck,nil
1439,taxi,nil
1440,minibus,nil
1440,tgv,nil
1440,ter,nil
1440,truck,nil
1440,taxi,nil
1441,minibus,nil
1441,tgv,nil
1441,ter,nil
1441,truck,nil
1441,taxi,nil
1442,minibus,nil
1442,tgv,nil
1442,ter,nil
1442,truck,nil
1442,taxi,nil
1443,minibus,nil
1443,tgv,nil
1443,ter,nil
1443,truck,nil
1443,taxi,nil
1444,minibus,nil
1444,tgv,nil
1444,ter,nil
1444,truck,nil
1444,taxi,nil
1445,minibus,nil
1445,tgv,nil
1445,ter,nil
1445,truck,nil
1445,taxi,nil
1446,minibus,nil
1446,tgv,nil
1446,ter,nil
1446,truck,nil
1446,taxi,nil
1447,minibus,nil
1447,tgv,nil
1447,ter,nil
1447,truck,nil
1447,taxi,nil
1448,minibus,nil
1448,tgv,nil
1448,ter,nil
1448,truck,nil
1448,taxi,nil
1449,minibus,nil
1449,tgv,nil
1449,ter,nil
1449,truck,nil
1449,taxi,nil
1450,minibus,nil
1450,tgv,nil
1450,ter,nil
1450,truck,nil
1450,taxi,nil
1451,minibus,nil
1451,tgv,nil
1451,ter,nil
1451,truck,nil
1451,taxi,nil
1452,minibus,nil
1452,tgv,nil
1452,ter,nil
1452,truck,nil
1452,taxi,nil
1453,minibus,nil
1453,tgv,nil
1453,ter,nil
1453,truck,nil
1453,taxi,nil
1454,minibus,nil
1454,tgv,nil
1454,ter,nil
1454,truck,nil
1454,taxi,nil
1455,minibus,nil
1455,tgv,nil
1455,ter,nil
1455,truck,nil
1455,taxi,nil
1456,minibus,nil
1456,tgv,nil
1456,ter,nil
1456,truck,nil
1456,taxi,nil
1457,minibus,nil
1457,tgv,nil
1457,ter,nil
1457,truck,nil
1457,taxi,nil
1458,minibus,nil
1458,tgv,nil
1458,ter,nil
1458,truck,nil
1458,taxi,nil
1459,minibus,nil
1459,tgv,nil
1459,ter,nil
1459,truck,nil
1459,taxi,nil
1460,minibus,nil
1460,tgv,nil
1460,ter,nil
1460,truck,nil
1460,taxi,nil
1461,minibus,nil
1461,tgv,nil
1461,ter,nil
1461,truck,nil
1461,taxi,nil
1462,minibus,nil
1462,tgv,nil
1462,ter,nil
1462,truck,nil
1462,taxi,nil
1463,minibus,nil
1463,tgv,nil
1463,ter,nil
1463,truck,nil
1463,taxi,nil
1464,minibus,nil
1464,tgv,nil
1464,ter,nil
1464,truck,nil
1464,taxi,nil
1465,minibus,nil
1465,tgv,nil
1465,ter,nil
1465,truck,nil
1465,taxi,nil
1466,minibus,nil
1466,tgv,nil
1466,ter,nil
1466,truck,nil
1466,taxi,nil
1467,minibus,nil
1467,tgv,nil
1467,ter,nil
1467,truck,nil
1467,taxi,nil
1468,minibus,nil
1468,tgv,nil
1468,ter,nil
1468,truck,nil
1468,taxi,nil
1469,minibus,nil
1469,tgv,nil
1469,ter,nil
1469,truck,nil
1469,taxi,nil
1470,minibus,nil
1470,tgv,nil
1470,ter,nil
1470,truck,nil
1470,taxi,nil
1471,minibus,nil
1471,tgv,nil
1471,ter,nil
1471,truck,nil
1471,taxi,nil
1472,minibus,nil
1472,tgv,nil
1472,ter,nil
1472,truck,nil
1472,taxi,nil
1473,minibus,nil
1473,tgv,nil
1473,ter,nil
1473,truck,nil
1473,taxi,nil
1474,minibus,nil
1474,tgv,nil
1474,ter,nil
1474,truck,nil
1474,taxi,nil
1475,minibus,nil
1475,tgv,nil
1475,ter,nil
1475,truck,nil
1475,taxi,nil
1476,minibus,nil
1476,tgv,nil
1476,ter,nil
1476,truck,nil
1476,taxi,nil
1477,minibus,nil
1477,tgv,nil
1477,ter,nil
1477,truck,nil
1477,taxi,nil
1478,minibus,nil
1478,tgv,nil
1478,ter,nil
1478,truck,nil
1478,taxi,nil
1479,minibus,nil
1479,tgv,nil
1479,ter,nil
1479,truck,nil
1479,taxi,nil
1480,minibus,nil
1480,tgv,nil
1480,ter,nil
1480,truck,nil
1480,taxi,nil
1481,minibus,nil
1481,tgv,nil
1481,ter,nil
1481,truck,nil
1481,taxi,nil
1482,minibus,nil
1482,tgv,nil
1482,ter,nil
1482,truck,nil
1482,taxi,nil
1483,minibus,nil
1483,tgv,nil
1483,ter,nil
1483,truck,nil
1483,taxi,nil
1484,minibus,nil
1484,tgv,nil
1484,ter,nil
1484,truck,nil
1484,taxi,nil
1485,minibus,nil
1485,tgv,nil
1485,ter,nil
1485,truck,nil
1485,taxi,nil
1486,minibus,nil
1486,tgv,nil
1486,ter,nil
1486,truck,nil
1486,taxi,nil
1487,minibus,nil
1487,tgv,nil
1487,ter,nil
1487,truck,nil
1487,taxi,nil
1488,minibus,nil
1488,tgv,nil
1488,ter,nil
1488,truck,nil
1488,taxi,nil
1489,minibus,nil
1489,tgv,nil
1489,ter,nil
1489,truck,nil
1489,taxi,nil
1490,minibus,nil
1490,tgv,nil
1490,ter,nil
1490,truck,nil
1490,taxi,nil
1491,minibus,nil
1491,tgv,nil
1491,ter,nil
1491,truck,nil
1491,taxi,nil
1492,minibus,nil
1492,tgv,nil
1492,ter,nil
1492,truck,nil
1492,taxi,nil
1493,minibus,nil
1493,tgv,nil
1493,ter,nil
1493,truck,nil
1493,taxi,nil
1494,minibus,nil
1494,tgv,nil
1494,ter,nil
1494,truck,nil
1494,taxi,nil
1495,minibus,nil
1495,tgv,nil
1495,ter,nil
1495,truck,nil
1495,taxi,nil
1496,minibus,nil
1496,tgv,nil
1496,ter,nil
1496,truck,nil
1496,taxi,nil
1497,minibus,nil
1497,tgv,nil
1497,ter,nil
1497,truck,nil
1497,taxi,nil
1498,minibus,nil
1498,tgv,nil
1498,ter,nil
1498,truck,nil
1498,taxi,nil
1499,minibus,nil
1499,tgv,nil
1499,ter,nil
1499,truck,nil
1499,taxi,nil
1500,minibus,nil
1500,tgv,nil
1500,ter,nil
1500,truck,nil
1500,taxi,nil
1501,minibus,nil
1501,tgv,nil
1501,ter,nil
1501,truck,nil
1501,taxi,nil
1502,minibus,nil
1502,tgv,nil
1502,ter,nil
1502,truck,nil
1502,taxi,nil
1503,minibus,nil
1503,tgv,nil
1503,ter,nil
1503,truck,nil
1503,taxi,nil
1504,minibus,nil
1504,tgv,nil
1504,ter,nil
1504,truck,nil
1504,taxi,nil
1505,minibus,nil
1505,tgv,nil
1505,ter,nil
1505,truck,nil
1505,taxi,nil
1506,minibus,nil
1506,tgv,nil
1506,ter,nil
1506,truck,nil
1506,taxi,nil
1507,minibus,nil
1507,tgv,nil
1507,ter,nil
1507,truck,nil
1507,taxi,nil
1508,minibus,nil
1508,tgv,nil
1508,ter,nil
1508,truck,nil
1508,taxi,nil
1509,minibus,nil
1509,tgv,nil
1509,ter,nil
1509,truck,nil
1509,taxi,nil
1510,minibus,nil
1510,tgv,nil
1510,ter,nil
1510,truck,nil
1510,taxi,nil
1511,minibus,nil
1511,tgv,nil
1511,ter,nil
1511,truck,nil
1511,taxi,nil
1512,minibus,nil
1512,tgv,nil
1512,ter,nil
1512,truck,nil
1512,taxi,nil
1513,minibus,nil
1513,tgv,nil
1513,ter,nil
1513,truck,nil
1513,taxi,nil
1514,minibus,nil
1514,tgv,nil
1514,ter,nil
1514,truck,nil
1514,taxi,nil
1515,minibus,nil
1515,tgv,nil
1515,ter,nil
1515,truck,nil
1515,taxi,nil
1516,minibus,nil
1516,tgv,nil
1516,ter,nil
1516,truck,nil
1516,taxi,nil
1517,minibus,nil
1517,tgv,nil
1517,ter,nil
1517,truck,nil
1517,taxi,nil
1518,minibus,nil
1518,tgv,nil
1518,ter,nil
1518,truck,nil
1518,taxi,nil
1519,minibus,nil
1519,tgv,nil
1519,ter,nil
1519,truck,nil
1519,taxi,nil
1520,minibus,nil
1520,tgv,nil
1520,ter,nil
1520,truck,nil
1520,taxi,nil
1521,minibus,nil
1521,tgv,nil
1521,ter,nil
1521,truck,nil
1521,taxi,nil
1522,minibus,nil
1522,tgv,nil
1522,ter,nil
1522,truck,nil
1522,taxi,nil
1523,minibus,nil
1523,tgv,nil
1523,ter,nil
1523,truck,nil
1523,taxi,nil
1524,minibus,nil
1524,tgv,nil
1524,ter,nil
1524,truck,nil
1524,taxi,nil
1525,minibus,nil
1525,tgv,nil
1525,ter,nil
1525,truck,nil
1525,taxi,nil
1526,minibus,nil
1526,tgv,nil
1526,ter,nil
1526,truck,nil
1526,taxi,nil
1527,minibus,nil
1527,tgv,nil
1527,ter,nil
1527,truck,nil
1527,taxi,nil
1528,minibus,nil
1528,tgv,nil
1528,ter,nil
1528,truck,nil
1528,taxi,nil
1529,minibus,nil
1529,tgv,nil
1529,ter,nil
1529,truck,nil
1529,taxi,nil
1530,minibus,nil
1530,tgv,nil
1530,ter,nil
1530,truck,nil
1530,taxi,nil
1531,minibus,nil
1531,tgv,nil
1531,ter,nil
1531,truck,nil
1531,taxi,nil
1532,minibus,nil
1532,tgv,nil
1532,ter,nil
1532,truck,nil
1532,taxi,nil
1533,minibus,nil
1533,tgv,nil
1533,ter,nil
1533,truck,nil
1533,taxi,nil
1534,minibus,nil
1534,tgv,nil
1534,ter,nil
1534,truck,nil
1534,taxi,nil
1535,minibus,nil
1535,tgv,nil
1535,ter,nil
1535,truck,nil
1535,taxi,nil
1536,minibus,nil
1536,tgv,nil
1536,ter,nil
1536,truck,nil
1536,taxi,nil
1537,minibus,nil
1537,tgv,nil
1537,ter,nil
1537,truck,nil
1537,taxi,nil
1538,minibus,nil
1538,tgv,nil
1538,ter,nil
1538,truck,nil
1538,taxi,nil
1539,minibus,nil
1539,tgv,nil
1539,ter,nil
1539,truck,nil
1539,taxi,nil
1540,minibus,nil
1540,tgv,nil
1540,ter,nil
1540,truck,nil
1540,taxi,nil
1541,minibus,nil
1541,tgv,nil
1541,ter,nil
1541,truck,nil
1541,taxi,nil
1542,minibus,nil
1542,tgv,nil
1542,ter,nil
1542,truck,nil
1542,taxi,nil
1543,minibus,nil
1543,tgv,nil
1543,ter,nil
1543,truck,nil
1543,taxi,nil
1544,minibus,nil
1544,tgv,nil
1544,ter,nil
1544,truck,nil
1544,taxi,nil
1545,minibus,nil
1545,tgv,nil
1545,ter,nil
1545,truck,nil
1545,taxi,nil
1546,minibus,nil
1546,tgv,nil
1546,ter,nil
1546,truck,nil
1546,taxi,nil
1547,minibus,nil
1547,tgv,nil
1547,ter,nil
1547,truck,nil
1547,taxi,nil
1548,minibus,nil
1548,tgv,nil
1548,ter,nil
1548,truck,nil
1548,taxi,nil
1549,minibus,nil
1549,tgv,nil
1549,ter,nil
1549,truck,nil
1549,taxi,nil
1550,minibus,nil
1550,tgv,nil
1550,ter,nil
1550,truck,nil
1550,taxi,nil
1551,minibus,nil
1551,tgv,nil
1551,ter,nil
1551,truck,nil
1551,taxi,nil
1552,minibus,nil
1552,tgv,nil
1552,ter,nil
1552,truck,nil
1552,taxi,nil
1553,minibus,nil
1553,tgv,nil
1553,ter,nil
1553,truck,nil
1553,taxi,nil
1554,minibus,nil
1554,tgv,nil
1554,ter,nil
1554,truck,nil
1554,taxi,nil
1555,minibus,nil
1555,tgv,nil
1555,ter,nil
1555,truck,nil
1555,taxi,nil
1556,minibus,nil
1556,tgv,nil
1556,ter,nil
1556,truck,nil
1556,taxi,nil
1557,minibus,nil
1557,tgv,nil
1557,ter,nil
1557,truck,nil
1557,taxi,nil
1558,minibus,nil
1558,tgv,nil
1558,ter,nil
1558,truck,nil
