cycle,mode,tick_short_tripsmode
409,trip_bike,nil
409,trip_walking,nil
410,trip_minibus,nil
410,trip_bike,nil
410,trip_walking,nil
411,trip_minibus,nil
411,trip_bike,nil
411,trip_walking,nil
412,trip_minibus,nil
412,trip_bike,nil
412,trip_walking,nil
413,trip_minibus,nil
413,trip_bike,nil
413,trip_walking,nil
414,trip_minibus,nil
414,trip_bike,nil
414,trip_walking,nil
415,trip_minibus,nil
415,trip_bike,nil
415,trip_walking,nil
416,trip_minibus,nil
416,trip_bike,nil
416,trip_walking,nil
417,trip_minibus,nil
417,trip_bike,nil
417,trip_walking,nil
418,trip_minibus,nil
418,trip_bike,nil
418,trip_walking,nil
419,trip_minibus,nil
419,trip_bike,nil
419,trip_walking,nil
420,trip_minibus,nil
420,trip_bike,nil
420,trip_walking,nil
421,trip_minibus,nil
421,trip_bike,nil
421,trip_walking,nil
422,trip_minibus,nil
422,trip_bike,nil
422,trip_walking,nil
423,trip_minibus,nil
423,trip_bike,nil
423,trip_walking,nil
424,trip_minibus,nil
424,trip_bike,nil
424,trip_walking,nil
425,trip_minibus,nil
425,trip_bike,nil
425,trip_walking,nil
426,trip_minibus,nil
426,trip_bike,nil
426,trip_walking,nil
427,trip_minibus,nil
427,trip_bike,nil
427,trip_walking,nil
428,trip_minibus,nil
428,trip_bike,nil
428,trip_walking,nil
429,trip_minibus,nil
429,trip_bike,nil
429,trip_walking,nil
430,trip_minibus,nil
430,trip_bike,nil
430,trip_walking,nil
431,trip_minibus,nil
431,trip_bike,nil
431,trip_walking,nil
432,trip_minibus,nil
432,trip_bike,nil
432,trip_walking,nil
433,trip_minibus,nil
433,trip_bike,nil
433,trip_walking,nil
434,trip_minibus,nil
434,trip_bike,nil
434,trip_walking,nil
435,trip_minibus,nil
435,trip_bike,nil
435,trip_walking,nil
436,trip_minibus,nil
436,trip_bike,nil
436,trip_walking,nil
437,trip_minibus,nil
437,trip_bike,nil
437,trip_walking,nil
438,trip_minibus,nil
438,trip_bike,nil
438,trip_walking,nil
439,trip_minibus,nil
439,trip_bike,nil
439,trip_walking,nil
440,trip_minibus,nil
440,trip_bike,nil
440,trip_walking,nil
441,trip_minibus,nil
441,trip_bike,nil
441,trip_walking,nil
442,trip_minibus,nil
442,trip_bike,nil
442,trip_walking,nil
443,trip_minibus,nil
443,trip_bike,nil
443,trip_walking,nil
444,trip_minibus,nil
444,trip_bike,nil
444,trip_walking,nil
445,trip_minibus,nil
445,trip_bike,nil
445,trip_walking,nil
446,trip_minibus,nil
446,trip_bike,nil
446,trip_walking,nil
447,trip_minibus,nil
447,trip_bike,nil
447,trip_walking,nil
448,trip_minibus,nil
448,trip_bike,nil
448,trip_walking,nil
449,trip_minibus,nil
449,trip_bike,nil
449,trip_walking,nil
450,trip_minibus,nil
450,trip_bike,nil
450,trip_walking,nil
451,trip_minibus,nil
451,trip_bike,nil
451,trip_walking,nil
452,trip_minibus,nil
452,trip_bike,nil
452,trip_walking,nil
453,trip_minibus,nil
453,trip_bike,nil
453,trip_walking,nil
454,trip_minibus,nil
454,trip_bike,nil
454,trip_walking,nil
455,trip_minibus,nil
455,trip_bike,nil
455,trip_walking,nil
456,trip_minibus,nil
456,trip_bike,nil
456,trip_walking,nil
457,trip_minibus,nil
457,trip_bike,nil
457,trip_walking,nil
458,trip_minibus,nil
458,trip_bike,nil
458,trip_walking,nil
459,trip_minibus,nil
459,trip_bike,nil
459,trip_walking,nil
460,trip_minibus,nil
460,trip_bike,nil
460,trip_walking,nil
461,trip_minibus,nil
461,trip_bike,nil
461,trip_walking,nil
462,trip_minibus,nil
462,trip_bike,nil
462,trip_walking,nil
463,trip_minibus,nil
463,trip_bike,nil
463,trip_walking,nil
464,trip_minibus,nil
464,trip_bike,nil
464,trip_walking,nil
465,trip_minibus,nil
465,trip_bike,nil
465,trip_walking,nil
466,trip_minibus,nil
466,trip_bike,nil
466,trip_walking,nil
467,trip_minibus,nil
467,trip_bike,nil
467,trip_walking,nil
468,trip_minibus,nil
468,trip_bike,nil
468,trip_walking,nil
469,trip_minibus,nil
469,trip_bike,nil
469,trip_walking,nil
470,trip_minibus,nil
470,trip_bike,nil
470,trip_walking,nil
471,trip_minibus,nil
471,trip_bike,nil
471,trip_walking,nil
472,trip_minibus,nil
472,trip_bike,nil
472,trip_walking,nil
473,trip_minibus,nil
473,trip_bike,nil
473,trip_walking,nil
474,trip_minibus,nil
474,trip_bike,nil
474,trip_walking,nil
475,trip_minibus,nil
475,trip_bike,nil
475,trip_walking,nil
476,trip_minibus,nil
476,trip_bike,nil
476,trip_walking,nil
477,trip_minibus,nil
477,trip_bike,nil
477,trip_walking,nil
478,trip_minibus,nil
478,trip_bike,nil
478,trip_walking,nil
479,trip_minibus,nil
479,trip_bike,nil
479,trip_walking,nil
480,trip_minibus,nil
480,trip_bike,nil
480,trip_walking,nil
481,trip_minibus,nil
481,trip_bike,nil
481,trip_walking,nil
482,trip_minibus,nil
482,trip_bike,nil
482,trip_walking,nil
483,trip_minibus,nil
483,trip_bike,nil
483,trip_walking,nil
484,trip_minibus,nil
484,trip_bike,nil
484,trip_walking,nil
485,trip_minibus,nil
485,trip_bike,nil
485,trip_walking,nil
486,trip_minibus,nil
486,trip_bike,nil
486,trip_walking,nil
487,trip_minibus,nil
487,trip_bike,nil
487,trip_walking,nil
488,trip_minibus,nil
488,trip_bike,nil
488,trip_walking,nil
489,trip_minibus,nil
489,trip_bike,nil
489,trip_walking,nil
490,trip_minibus,nil
490,trip_bike,nil
490,trip_walking,nil
491,trip_minibus,nil
491,trip_bike,nil
491,trip_walking,nil
492,trip_minibus,nil
492,trip_bike,nil
492,trip_walking,nil
493,trip_minibus,nil
493,trip_bike,nil
493,trip_walking,nil
494,trip_minibus,nil
494,trip_bike,nil
494,trip_walking,nil
495,trip_minibus,nil
495,trip_bike,nil
495,trip_walking,nil
496,trip_minibus,nil
496,trip_bike,nil
496,trip_walking,nil
497,trip_minibus,nil
497,trip_bike,nil
497,trip_walking,nil
498,trip_minibus,nil
498,trip_bike,nil
498,trip_walking,nil
499,trip_minibus,nil
499,trip_bike,nil
499,trip_walking,nil
500,trip_minibus,nil
500,trip_bike,nil
500,trip_walking,nil
501,trip_minibus,nil
501,trip_bike,nil
501,trip_walking,nil
502,trip_minibus,nil
502,trip_bike,nil
502,trip_walking,nil
503,trip_minibus,nil
503,trip_bike,nil
503,trip_walking,nil
504,trip_minibus,nil
504,trip_bike,nil
504,trip_walking,nil
505,trip_minibus,nil
505,trip_bike,nil
505,trip_walking,nil
506,trip_minibus,nil
506,trip_bike,nil
506,trip_walking,nil
507,trip_minibus,nil
507,trip_bike,nil
507,trip_walking,nil
508,trip_minibus,nil
508,trip_bike,nil
508,trip_walking,nil
509,trip_minibus,nil
509,trip_bike,nil
509,trip_walking,nil
510,trip_minibus,nil
510,trip_bike,nil
510,trip_walking,nil
511,trip_minibus,nil
511,trip_bike,nil
511,trip_walking,nil
512,trip_minibus,nil
512,trip_bike,nil
512,trip_walking,nil
513,trip_minibus,nil
513,trip_bike,nil
513,trip_walking,nil
514,trip_minibus,nil
514,trip_bike,nil
514,trip_walking,nil
515,trip_minibus,nil
515,trip_bike,nil
515,trip_walking,nil
516,trip_minibus,nil
516,trip_bike,nil
516,trip_walking,nil
517,trip_minibus,nil
517,trip_bike,nil
517,trip_walking,nil
518,trip_minibus,nil
518,trip_bike,nil
518,trip_walking,nil
519,trip_minibus,nil
519,trip_bike,nil
519,trip_walking,nil
520,trip_minibus,nil
520,trip_bike,nil
520,trip_walking,nil
521,trip_minibus,nil
521,trip_bike,nil
521,trip_walking,nil
522,trip_minibus,nil
522,trip_bike,nil
522,trip_walking,nil
523,trip_minibus,nil
523,trip_bike,nil
523,trip_walking,nil
524,trip_minibus,nil
524,trip_bike,nil
524,trip_walking,nil
525,trip_minibus,nil
525,trip_bike,nil
525,trip_walking,nil
526,trip_minibus,nil
526,trip_bike,nil
526,trip_walking,nil
527,trip_minibus,nil
527,trip_bike,nil
527,trip_walking,nil
528,trip_minibus,nil
528,trip_bike,nil
528,trip_walking,nil
529,trip_minibus,nil
529,trip_bike,nil
529,trip_walking,nil
530,trip_minibus,nil
530,trip_bike,nil
530,trip_walking,nil
531,trip_minibus,nil
531,trip_bike,nil
531,trip_walking,nil
532,trip_minibus,nil
532,trip_bike,nil
532,trip_walking,nil
533,trip_minibus,nil
533,trip_bike,nil
533,trip_walking,nil
534,trip_minibus,nil
534,trip_bike,nil
534,trip_walking,nil
535,trip_minibus,nil
535,trip_bike,nil
535,trip_walking,nil
536,trip_minibus,nil
536,trip_bike,nil
536,trip_walking,nil
537,trip_minibus,nil
537,trip_bike,nil
537,trip_walking,nil
538,trip_minibus,nil
538,trip_bike,nil
538,trip_walking,nil
539,trip_minibus,nil
539,trip_bike,nil
539,trip_walking,nil
540,trip_minibus,nil
540,trip_bike,nil
540,trip_walking,nil
541,trip_minibus,nil
541,trip_bike,nil
541,trip_walking,nil
542,trip_minibus,nil
542,trip_bike,nil
542,trip_walking,nil
543,trip_minibus,nil
543,trip_bike,nil
543,trip_walking,nil
544,trip_minibus,nil
544,trip_bike,nil
544,trip_walking,nil
545,trip_minibus,nil
545,trip_bike,nil
545,trip_walking,nil
546,trip_minibus,nil
546,trip_bike,nil
546,trip_walking,nil
547,trip_minibus,nil
547,trip_bike,nil
547,trip_walking,nil
548,trip_minibus,nil
548,trip_bike,nil
548,trip_walking,nil
549,trip_minibus,nil
549,trip_bike,nil
549,trip_walking,nil
550,trip_minibus,nil
550,trip_bike,nil
550,trip_walking,nil
551,trip_minibus,nil
551,trip_bike,nil
551,trip_walking,nil
552,trip_minibus,nil
552,trip_bike,nil
552,trip_walking,nil
553,trip_minibus,nil
553,trip_bike,nil
553,trip_walking,nil
554,trip_minibus,nil
554,trip_bike,nil
554,trip_walking,nil
555,trip_minibus,nil
555,trip_bike,nil
555,trip_walking,nil
556,trip_minibus,nil
556,trip_bike,nil
556,trip_walking,nil
557,trip_minibus,nil
557,trip_bike,nil
557,trip_walking,nil
558,trip_minibus,nil
558,trip_bike,nil
558,trip_walking,nil
559,trip_minibus,nil
559,trip_bike,nil
559,trip_walking,nil
560,trip_minibus,nil
560,trip_bike,nil
560,trip_walking,nil
561,trip_minibus,nil
561,trip_bike,nil
561,trip_walking,nil
562,trip_minibus,nil
562,trip_bike,nil
562,trip_walking,nil
563,trip_minibus,nil
563,trip_bike,nil
563,trip_walking,nil
564,trip_minibus,nil
564,trip_bike,nil
564,trip_walking,nil
565,trip_minibus,nil
565,trip_bike,nil
565,trip_walking,nil
566,trip_minibus,nil
566,trip_bike,nil
566,trip_walking,nil
567,trip_minibus,nil
567,trip_bike,nil
567,trip_walking,nil
568,trip_minibus,nil
568,trip_bike,nil
568,trip_walking,nil
569,trip_minibus,nil
569,trip_bike,nil
569,trip_walking,nil
570,trip_minibus,nil
570,trip_bike,nil
570,trip_walking,nil
571,trip_minibus,nil
571,trip_bike,nil
571,trip_walking,nil
572,trip_minibus,nil
572,trip_bike,nil
572,trip_walking,nil
573,trip_minibus,nil
573,trip_bike,nil
573,trip_walking,nil
574,trip_minibus,nil
574,trip_bike,nil
574,trip_walking,nil
575,trip_minibus,nil
575,trip_bike,nil
575,trip_walking,nil
576,trip_minibus,nil
576,trip_bike,nil
576,trip_walking,nil
577,trip_minibus,nil
577,trip_bike,nil
577,trip_walking,nil
578,trip_minibus,nil
578,trip_bike,nil
578,trip_walking,nil
579,trip_minibus,nil
579,trip_bike,nil
579,trip_walking,nil
580,trip_minibus,nil
580,trip_bike,nil
580,trip_walking,nil
581,trip_minibus,nil
581,trip_bike,nil
581,trip_walking,nil
582,trip_minibus,nil
582,trip_bike,nil
582,trip_walking,nil
583,trip_minibus,nil
583,trip_bike,nil
583,trip_walking,nil
584,trip_minibus,nil
584,trip_bike,nil
584,trip_walking,nil
585,trip_minibus,nil
585,trip_bike,nil
585,trip_walking,nil
586,trip_minibus,nil
586,trip_bike,nil
586,trip_walking,nil
587,trip_minibus,nil
587,trip_bike,nil
587,trip_walking,nil
588,trip_minibus,nil
588,trip_bike,nil
588,trip_walking,nil
589,trip_minibus,nil
589,trip_bike,nil
589,trip_walking,nil
590,trip_minibus,nil
590,trip_bike,nil
590,trip_walking,nil
591,trip_minibus,nil
591,trip_bike,nil
591,trip_walking,nil
592,trip_minibus,nil
592,trip_bike,nil
592,trip_walking,nil
593,trip_minibus,nil
593,trip_bike,nil
593,trip_walking,nil
594,trip_minibus,nil
594,trip_bike,nil
594,trip_walking,nil
595,trip_minibus,nil
595,trip_bike,nil
595,trip_walking,nil
596,trip_minibus,nil
596,trip_bike,nil
596,trip_walking,nil
597,trip_minibus,nil
597,trip_bike,nil
597,trip_walking,nil
598,trip_minibus,nil
598,trip_bike,nil
598,trip_walking,nil
599,trip_minibus,nil
599,trip_bike,nil
599,trip_walking,nil
600,trip_minibus,nil
600,trip_bike,nil
600,trip_walking,nil
601,trip_minibus,nil
601,trip_bike,nil
601,trip_walking,nil
602,trip_minibus,nil
602,trip_bike,nil
602,trip_walking,nil
603,trip_minibus,nil
603,trip_bike,nil
603,trip_walking,nil
604,trip_minibus,nil
604,trip_bike,nil
604,trip_walking,nil
605,trip_minibus,nil
605,trip_bike,nil
605,trip_walking,nil
606,trip_minibus,nil
606,trip_bike,nil
606,trip_walking,nil
607,trip_minibus,nil
607,trip_bike,nil
607,trip_walking,nil
608,trip_minibus,nil
608,trip_bike,nil
608,trip_walking,nil
609,trip_minibus,nil
609,trip_bike,nil
609,trip_walking,nil
610,trip_minibus,nil
610,trip_bike,nil
610,trip_walking,nil
611,trip_minibus,nil
611,trip_bike,nil
611,trip_walking,nil
612,trip_minibus,nil
612,trip_bike,nil
612,trip_walking,nil
613,trip_minibus,nil
613,trip_bike,nil
613,trip_walking,nil
614,trip_minibus,nil
614,trip_bike,nil
614,trip_walking,nil
615,trip_minibus,nil
615,trip_bike,nil
615,trip_walking,nil
616,trip_minibus,nil
616,trip_bike,nil
616,trip_walking,nil
617,trip_minibus,nil
617,trip_bike,nil
617,trip_walking,nil
618,trip_minibus,nil
618,trip_bike,nil
618,trip_walking,nil
619,trip_minibus,nil
619,trip_bike,nil
619,trip_walking,nil
620,trip_minibus,nil
620,trip_bike,nil
620,trip_walking,nil
621,trip_minibus,nil
621,trip_bike,nil
621,trip_walking,nil
622,trip_minibus,nil
622,trip_bike,nil
622,trip_walking,nil
623,trip_minibus,nil
623,trip_bike,nil
623,trip_walking,nil
624,trip_minibus,nil
624,trip_bike,nil
624,trip_walking,nil
625,trip_minibus,nil
625,trip_bike,nil
625,trip_walking,nil
626,trip_minibus,nil
626,trip_bike,nil
626,trip_walking,nil
627,trip_minibus,nil
627,trip_bike,nil
627,trip_walking,nil
628,trip_minibus,nil
628,trip_bike,nil
628,trip_walking,nil
629,trip_minibus,nil
629,trip_bike,nil
629,trip_walking,nil
630,trip_minibus,nil
630,trip_bike,nil
630,trip_walking,nil
631,trip_minibus,nil
631,trip_bike,nil
631,trip_walking,nil
632,trip_minibus,nil
632,trip_bike,nil
632,trip_walking,nil
633,trip_minibus,nil
633,trip_bike,nil
633,trip_walking,nil
634,trip_minibus,nil
634,trip_bike,nil
634,trip_walking,nil
635,trip_minibus,nil
635,trip_bike,nil
635,trip_walking,nil
636,trip_minibus,nil
636,trip_bike,nil
636,trip_walking,nil
637,trip_minibus,nil
637,trip_bike,nil
637,trip_walking,nil
638,trip_minibus,nil
638,trip_bike,nil
638,trip_walking,nil
639,trip_minibus,nil
639,trip_bike,nil
639,trip_walking,nil
640,trip_minibus,nil
640,trip_bike,nil
640,trip_walking,nil
641,trip_minibus,nil
641,trip_bike,nil
641,trip_walking,nil
642,trip_minibus,nil
642,trip_bike,nil
642,trip_walking,nil
643,trip_minibus,nil
643,trip_bike,nil
643,trip_walking,nil
644,trip_minibus,nil
644,trip_bike,nil
644,trip_walking,nil
645,trip_minibus,nil
645,trip_bike,nil
645,trip_walking,nil
646,trip_minibus,nil
646,trip_bike,nil
646,trip_walking,nil
647,trip_minibus,nil
647,trip_bike,nil
647,trip_walking,nil
648,trip_minibus,nil
648,trip_bike,nil
648,trip_walking,nil
649,trip_minibus,nil
649,trip_bike,nil
649,trip_walking,nil
650,trip_minibus,nil
650,trip_bike,nil
650,trip_walking,nil
651,trip_minibus,nil
651,trip_bike,nil
651,trip_walking,nil
652,trip_minibus,nil
652,trip_bike,nil
652,trip_walking,nil
653,trip_minibus,nil
653,trip_bike,nil
653,trip_walking,nil
654,trip_minibus,nil
654,trip_bike,nil
654,trip_walking,nil
655,trip_minibus,nil
655,trip_bike,nil
655,trip_walking,nil
656,trip_minibus,nil
656,trip_bike,nil
656,trip_walking,nil
657,trip_minibus,nil
657,trip_bike,nil
657,trip_walking,nil
658,trip_minibus,nil
658,trip_bike,nil
658,trip_walking,nil
659,trip_minibus,nil
659,trip_bike,nil
659,trip_walking,nil
660,trip_minibus,nil
660,trip_bike,nil
660,trip_walking,nil
661,trip_minibus,nil
661,trip_bike,nil
661,trip_walking,nil
662,trip_minibus,nil
662,trip_bike,nil
662,trip_walking,nil
663,trip_minibus,nil
663,trip_bike,nil
663,trip_walking,nil
664,trip_minibus,nil
664,trip_bike,nil
664,trip_walking,nil
665,trip_minibus,nil
665,trip_bike,nil
665,trip_walking,nil
666,trip_minibus,nil
666,trip_bike,nil
666,trip_walking,nil
667,trip_minibus,nil
667,trip_bike,nil
667,trip_walking,nil
668,trip_minibus,nil
668,trip_bike,nil
668,trip_walking,nil
669,trip_minibus,nil
669,trip_bike,nil
669,trip_walking,nil
670,trip_minibus,nil
670,trip_bike,nil
670,trip_walking,nil
671,trip_minibus,nil
671,trip_bike,nil
671,trip_walking,nil
672,trip_minibus,nil
672,trip_bike,nil
672,trip_walking,nil
673,trip_minibus,nil
673,trip_bike,nil
673,trip_walking,nil
674,trip_minibus,nil
674,trip_bike,nil
674,trip_walking,nil
675,trip_minibus,nil
675,trip_bike,nil
675,trip_walking,nil
676,trip_minibus,nil
676,trip_bike,nil
676,trip_walking,nil
677,trip_minibus,nil
677,trip_bike,nil
677,trip_walking,nil
678,trip_minibus,nil
678,trip_bike,nil
678,trip_walking,nil
679,trip_minibus,nil
679,trip_bike,nil
679,trip_walking,nil
680,trip_minibus,nil
680,trip_bike,nil
680,trip_walking,nil
681,trip_minibus,nil
681,trip_bike,nil
681,trip_walking,nil
682,trip_minibus,nil
682,trip_bike,nil
682,trip_walking,nil
683,trip_minibus,nil
683,trip_bike,nil
683,trip_walking,nil
684,trip_minibus,nil
684,trip_bike,nil
684,trip_walking,nil
685,trip_minibus,nil
685,trip_bike,nil
685,trip_walking,nil
686,trip_minibus,nil
686,trip_bike,nil
686,trip_walking,nil
687,trip_minibus,nil
687,trip_bike,nil
687,trip_walking,nil
688,trip_minibus,nil
688,trip_bike,nil
688,trip_walking,nil
689,trip_minibus,nil
689,trip_bike,nil
689,trip_walking,nil
690,trip_minibus,nil
690,trip_bike,nil
690,trip_walking,nil
691,trip_minibus,nil
691,trip_bike,nil
691,trip_walking,nil
692,trip_minibus,nil
692,trip_bike,nil
692,trip_walking,nil
693,trip_minibus,nil
693,trip_bike,nil
693,trip_walking,nil
694,trip_minibus,nil
694,trip_bike,nil
694,trip_walking,nil
695,trip_minibus,nil
695,trip_bike,nil
695,trip_walking,nil
696,trip_minibus,nil
696,trip_bike,nil
696,trip_walking,nil
697,trip_minibus,nil
697,trip_bike,nil
697,trip_walking,nil
698,trip_minibus,nil
698,trip_bike,nil
698,trip_walking,nil
699,trip_minibus,nil
699,trip_bike,nil
699,trip_walking,nil
700,trip_minibus,nil
700,trip_bike,nil
700,trip_walking,nil
701,trip_minibus,nil
701,trip_bike,nil
701,trip_walking,nil
702,trip_minibus,nil
702,trip_bike,nil
702,trip_walking,nil
703,trip_minibus,nil
703,trip_bike,nil
703,trip_walking,nil
704,trip_minibus,nil
704,trip_bike,nil
704,trip_walking,nil
705,trip_minibus,nil
705,trip_bike,nil
705,trip_walking,nil
706,trip_minibus,nil
706,trip_bike,nil
706,trip_walking,nil
707,trip_minibus,nil
707,trip_bike,nil
707,trip_walking,nil
708,trip_minibus,nil
708,trip_bike,nil
708,trip_walking,nil
709,trip_minibus,nil
709,trip_bike,nil
709,trip_walking,nil
710,trip_minibus,nil
710,trip_bike,nil
710,trip_walking,nil
711,trip_minibus,nil
711,trip_bike,nil
711,trip_walking,nil
712,trip_minibus,nil
712,trip_bike,nil
712,trip_walking,nil
713,trip_minibus,nil
713,trip_bike,nil
713,trip_walking,nil
714,trip_minibus,nil
714,trip_bike,nil
714,trip_walking,nil
715,trip_minibus,nil
715,trip_bike,nil
715,trip_walking,nil
716,trip_minibus,nil
716,trip_bike,nil
716,trip_walking,nil
717,trip_minibus,nil
717,trip_bike,nil
717,trip_walking,nil
718,trip_minibus,nil
718,trip_bike,nil
718,trip_walking,nil
719,trip_minibus,nil
719,trip_bike,nil
719,trip_walking,nil
720,trip_minibus,nil
720,trip_bike,nil
720,trip_walking,nil
721,trip_minibus,nil
721,trip_bike,nil
721,trip_walking,nil
722,trip_minibus,nil
722,trip_bike,nil
722,trip_walking,nil
723,trip_minibus,nil
723,trip_bike,nil
723,trip_walking,nil
724,trip_minibus,nil
724,trip_bike,nil
724,trip_walking,nil
725,trip_minibus,nil
725,trip_bike,nil
725,trip_walking,nil
726,trip_minibus,nil
726,trip_bike,nil
726,trip_walking,nil
727,trip_minibus,nil
727,trip_bike,nil
727,trip_walking,nil
728,trip_minibus,nil
728,trip_bike,nil
728,trip_walking,nil
729,trip_minibus,nil
729,trip_bike,nil
729,trip_walking,nil
730,trip_minibus,nil
730,trip_bike,nil
730,trip_walking,nil
731,trip_minibus,nil
731,trip_bike,nil
731,trip_walking,nil
732,trip_minibus,nil
732,trip_bike,nil
732,trip_walking,nil
733,trip_minibus,nil
733,trip_bike,nil
733,trip_walking,nil
734,trip_minibus,nil
734,trip_bike,nil
734,trip_walking,nil
735,trip_minibus,nil
735,trip_bike,nil
735,trip_walking,nil
736,trip_minibus,nil
736,trip_bike,nil
736,trip_walking,nil
737,trip_minibus,nil
737,trip_bike,nil
737,trip_walking,nil
738,trip_minibus,nil
738,trip_bike,nil
738,trip_walking,nil
739,trip_minibus,nil
739,trip_bike,nil
739,trip_walking,nil
740,trip_minibus,nil
740,trip_bike,nil
740,trip_walking,nil
741,trip_minibus,nil
741,trip_bike,nil
741,trip_walking,nil
742,trip_minibus,nil
742,trip_bike,nil
742,trip_walking,nil
743,trip_minibus,nil
743,trip_bike,nil
743,trip_walking,nil
744,trip_minibus,nil
744,trip_bike,nil
744,trip_walking,nil
745,trip_minibus,nil
745,trip_bike,nil
745,trip_walking,nil
746,trip_minibus,nil
746,trip_bike,nil
746,trip_walking,nil
747,trip_minibus,nil
747,trip_bike,nil
747,trip_walking,nil
748,trip_minibus,nil
748,trip_bike,nil
748,trip_walking,nil
749,trip_minibus,nil
749,trip_bike,nil
749,trip_walking,nil
750,trip_minibus,nil
750,trip_bike,nil
750,trip_walking,nil
751,trip_minibus,nil
751,trip_bike,nil
751,trip_walking,nil
752,trip_minibus,nil
752,trip_bike,nil
752,trip_walking,nil
753,trip_minibus,nil
753,trip_bike,nil
753,trip_walking,nil
754,trip_minibus,nil
754,trip_bike,nil
754,trip_walking,nil
755,trip_minibus,nil
755,trip_bike,nil
755,trip_walking,nil
756,trip_minibus,nil
756,trip_bike,nil
756,trip_walking,nil
757,trip_minibus,nil
757,trip_bike,nil
757,trip_walking,nil
758,trip_minibus,nil
758,trip_bike,nil
758,trip_walking,nil
759,trip_minibus,nil
759,trip_bike,nil
759,trip_walking,nil
760,trip_minibus,nil
760,trip_bike,nil
760,trip_walking,nil
761,trip_minibus,nil
761,trip_bike,nil
761,trip_walking,nil
762,trip_minibus,nil
762,trip_bike,nil
762,trip_walking,nil
763,trip_minibus,nil
763,trip_bike,nil
763,trip_walking,nil
764,trip_minibus,nil
764,trip_bike,nil
764,trip_walking,nil
765,trip_minibus,nil
765,trip_bike,nil
765,trip_walking,nil
766,trip_minibus,nil
766,trip_bike,nil
766,trip_walking,nil
767,trip_minibus,nil
767,trip_bike,nil
767,trip_walking,nil
768,trip_minibus,nil
768,trip_bike,nil
768,trip_walking,nil
769,trip_minibus,nil
769,trip_bike,nil
769,trip_walking,nil
770,trip_minibus,nil
770,trip_bike,nil
770,trip_walking,nil
771,trip_minibus,nil
771,trip_bike,nil
771,trip_walking,nil
772,trip_minibus,nil
772,trip_bike,nil
772,trip_walking,nil
773,trip_minibus,nil
773,trip_bike,nil
773,trip_walking,nil
774,trip_minibus,nil
774,trip_bike,nil
774,trip_walking,nil
775,trip_minibus,nil
775,trip_bike,nil
775,trip_walking,nil
776,trip_minibus,nil
776,trip_bike,nil
776,trip_walking,nil
777,trip_minibus,nil
777,trip_bike,nil
777,trip_walking,nil
778,trip_minibus,nil
778,trip_bike,nil
778,trip_walking,nil
779,trip_minibus,nil
779,trip_bike,nil
779,trip_walking,nil
780,trip_minibus,nil
780,trip_bike,nil
780,trip_walking,nil
781,trip_minibus,nil
781,trip_bike,nil
781,trip_walking,nil
782,trip_minibus,nil
782,trip_bike,nil
782,trip_walking,nil
783,trip_minibus,nil
783,trip_bike,nil
783,trip_walking,nil
784,trip_minibus,nil
784,trip_bike,nil
784,trip_walking,nil
785,trip_minibus,nil
785,trip_bike,nil
785,trip_walking,nil
786,trip_minibus,nil
786,trip_bike,nil
786,trip_walking,nil
787,trip_minibus,nil
787,trip_bike,nil
787,trip_walking,nil
788,trip_minibus,nil
788,trip_bike,nil
788,trip_walking,nil
789,trip_minibus,nil
789,trip_bike,nil
789,trip_walking,nil
790,trip_minibus,nil
790,trip_bike,nil
790,trip_walking,nil
791,trip_minibus,nil
791,trip_bike,nil
791,trip_walking,nil
792,trip_minibus,nil
792,trip_bike,nil
792,trip_walking,nil
793,trip_minibus,nil
793,trip_bike,nil
793,trip_walking,nil
794,trip_minibus,nil
794,trip_bike,nil
794,trip_walking,nil
795,trip_minibus,nil
795,trip_bike,nil
795,trip_walking,nil
796,trip_minibus,nil
796,trip_bike,nil
796,trip_walking,nil
797,trip_minibus,nil
797,trip_bike,nil
797,trip_walking,nil
798,trip_minibus,nil
798,trip_bike,nil
798,trip_walking,nil
799,trip_minibus,nil
799,trip_bike,nil
799,trip_walking,nil
800,trip_minibus,nil
800,trip_bike,nil
800,trip_walking,nil
801,trip_minibus,nil
801,trip_bike,nil
801,trip_walking,nil
802,trip_minibus,nil
802,trip_bike,nil
802,trip_walking,nil
803,trip_minibus,nil
803,trip_bike,nil
803,trip_walking,nil
804,trip_minibus,nil
804,trip_bike,nil
804,trip_walking,nil
805,trip_minibus,nil
805,trip_bike,nil
805,trip_walking,nil
806,trip_minibus,nil
806,trip_bike,nil
806,trip_walking,nil
807,trip_minibus,nil
807,trip_bike,nil
807,trip_walking,nil
808,trip_minibus,nil
808,trip_bike,nil
808,trip_walking,nil
809,trip_minibus,nil
809,trip_bike,nil
809,trip_walking,nil
810,trip_minibus,nil
810,trip_bike,nil
810,trip_walking,nil
811,trip_minibus,nil
811,trip_bike,nil
811,trip_walking,nil
812,trip_minibus,nil
812,trip_bike,nil
812,trip_walking,nil
813,trip_minibus,nil
813,trip_bike,nil
813,trip_walking,nil
814,trip_minibus,nil
814,trip_bike,nil
814,trip_walking,nil
815,trip_minibus,nil
815,trip_bike,nil
815,trip_walking,nil
816,trip_minibus,nil
816,trip_bike,nil
816,trip_walking,nil
817,trip_minibus,nil
817,trip_bike,nil
817,trip_walking,nil
818,trip_minibus,nil
818,trip_bike,nil
818,trip_walking,nil
819,trip_minibus,nil
819,trip_bike,nil
819,trip_walking,nil
820,trip_minibus,nil
