cycle,o,tick_consumption_Uo
2118,plastic factory,0.2
2118,company,0.2
2118,leisure,0.2
2118,school,0.2
2119,modular house,0.2
2119,modular house extension,nil
2119,wooden house,0.2
2119,plastic factory,0.2
2119,company,0.2
2119,leisure,0.2
2119,school,0.2
2120,modular house,0.2
2120,modular house extension,nil
2120,wooden house,0.2
2120,plastic factory,0.2
2120,company,0.2
2120,leisure,0.2
2120,school,0.2
2121,modular house,0.2
2121,modular house extension,nil
2121,wooden house,0.2
2121,plastic factory,0.2
2121,company,0.2
2121,leisure,0.2
2121,school,0.2
2122,modular house,0.2
2122,modular house extension,nil
2122,wooden house,0.2
2122,plastic factory,0.2
2122,company,0.2
2122,leisure,0.2
2122,school,0.2
2123,modular house,0.2
2123,modular house extension,nil
2123,wooden house,0.2
2123,plastic factory,0.2
2123,company,0.2
2123,leisure,0.2
2123,school,0.2
2124,modular house,0.2
2124,modular house extension,nil
2124,wooden house,0.2
2124,plastic factory,0.2
2124,company,0.2
2124,leisure,0.2
2124,school,0.2
2125,modular house,0.2
2125,modular house extension,nil
2125,wooden house,0.2
2125,plastic factory,0.2
2125,company,0.2
2125,leisure,0.2
2125,school,0.2
2126,modular house,0.2
2126,modular house extension,nil
2126,wooden house,0.2
2126,plastic factory,0.2
2126,company,0.2
2126,leisure,0.2
2126,school,0.2
2127,modular house,0.2
2127,modular house extension,nil
2127,wooden house,0.2
2127,plastic factory,0.2
2127,company,0.2
2127,leisure,0.2
2127,school,0.2
2128,modular house,0.2
2128,modular house extension,nil
2128,wooden house,0.2
2128,plastic factory,0.2
2128,company,0.2
2128,leisure,0.2
2128,school,0.2
2129,modular house,0.2
2129,modular house extension,nil
2129,wooden house,0.2
2129,plastic factory,0.2
2129,company,0.2
2129,leisure,0.2
2129,school,0.2
2130,modular house,0.2
2130,modular house extension,nil
2130,wooden house,0.2
2130,plastic factory,0.2
2130,company,0.2
2130,leisure,0.2
2130,school,0.2
2131,modular house,0.2
2131,modular house extension,nil
2131,wooden house,0.2
2131,plastic factory,0.2
2131,company,0.2
2131,leisure,0.2
2131,school,0.2
2132,modular house,0.2
2132,modular house extension,nil
2132,wooden house,0.2
2132,plastic factory,0.2
2132,company,0.2
2132,leisure,0.2
2132,school,0.2
2133,modular house,0.2
2133,modular house extension,nil
2133,wooden house,0.2
2133,plastic factory,0.2
2133,company,0.2
2133,leisure,0.2
2133,school,0.2
2134,modular house,0.2
2134,modular house extension,nil
2134,wooden house,0.2
2134,plastic factory,0.2
2134,company,0.2
2134,leisure,0.2
2134,school,0.2
2135,modular house,0.2
2135,modular house extension,nil
2135,wooden house,0.2
2135,plastic factory,0.2
2135,company,0.2
2135,leisure,0.2
2135,school,0.2
2136,modular house,0.2
2136,modular house extension,nil
2136,wooden house,0.2
2136,plastic factory,0.2
2136,company,0.2
2136,leisure,0.2
2136,school,0.2
2137,modular house,0.2
2137,modular house extension,nil
2137,wooden house,0.2
2137,plastic factory,0.2
2137,company,0.2
2137,leisure,0.2
2137,school,0.2
2138,modular house,0.2
2138,modular house extension,nil
2138,wooden house,0.2
2138,plastic factory,0.2
2138,company,0.2
2138,leisure,0.2
2138,school,0.2
2139,modular house,0.2
2139,modular house extension,nil
2139,wooden house,0.2
2139,plastic factory,0.2
2139,company,0.2
2139,leisure,0.2
2139,school,0.2
2140,modular house,0.2
2140,modular house extension,nil
2140,wooden house,0.2
2140,plastic factory,0.2
2140,company,0.2
2140,leisure,0.2
2140,school,0.2
2141,modular house,0.2
2141,modular house extension,nil
2141,wooden house,0.2
2141,plastic factory,0.2
2141,company,0.2
2141,leisure,0.2
2141,school,0.2
2142,modular house,0.2
2142,modular house extension,nil
2142,wooden house,0.2
2142,plastic factory,0.2
2142,company,0.2
2142,leisure,0.2
2142,school,0.2
2143,modular house,0.2
2143,modular house extension,nil
2143,wooden house,0.2
2143,plastic factory,0.2
2143,company,0.2
2143,leisure,0.2
2143,school,0.2
2144,modular house,0.2
2144,modular house extension,nil
2144,wooden house,0.2
2144,plastic factory,0.2
2144,company,0.2
2144,leisure,0.2
2144,school,0.2
2145,modular house,0.2
2145,modular house extension,nil
2145,wooden house,0.2
2145,plastic factory,0.2
2145,company,0.2
2145,leisure,0.2
2145,school,0.2
2146,modular house,0.2
2146,modular house extension,nil
2146,wooden house,0.2
2146,plastic factory,0.2
2146,company,0.2
2146,leisure,0.2
2146,school,0.2
2147,modular house,0.2
2147,modular house extension,nil
2147,wooden house,0.2
2147,plastic factory,0.2
2147,company,0.2
2147,leisure,0.2
2147,school,0.2
2148,modular house,0.2
2148,modular house extension,nil
2148,wooden house,0.2
2148,plastic factory,0.2
2148,company,0.2
2148,leisure,0.2
2148,school,0.2
2149,modular house,0.2
2149,modular house extension,nil
2149,wooden house,0.2
2149,plastic factory,0.2
2149,company,0.2
2149,leisure,0.2
2149,school,0.2
2150,modular house,0.2
2150,modular house extension,nil
2150,wooden house,0.2
2150,plastic factory,0.2
2150,company,0.2
2150,leisure,0.2
2150,school,0.2
2151,modular house,0.2
2151,modular house extension,nil
2151,wooden house,0.2
2151,plastic factory,0.2
2151,company,0.2
2151,leisure,0.2
2151,school,0.2
2152,modular house,0.2
2152,modular house extension,nil
2152,wooden house,0.2
2152,plastic factory,0.2
2152,company,0.2
2152,leisure,0.2
2152,school,0.2
2153,modular house,0.2
2153,modular house extension,nil
2153,wooden house,0.2
2153,plastic factory,0.2
2153,company,0.2
2153,leisure,0.2
2153,school,0.2
2154,modular house,0.2
2154,modular house extension,nil
2154,wooden house,0.2
2154,plastic factory,0.2
2154,company,0.2
2154,leisure,0.2
2154,school,0.2
2155,modular house,0.2
2155,modular house extension,nil
2155,wooden house,0.2
2155,plastic factory,0.2
2155,company,0.2
2155,leisure,0.2
2155,school,0.2
2156,modular house,0.2
2156,modular house extension,nil
2156,wooden house,0.2
2156,plastic factory,0.2
2156,company,0.2
2156,leisure,0.2
2156,school,0.2
2157,modular house,0.2
2157,modular house extension,nil
2157,wooden house,0.2
2157,plastic factory,0.2
2157,company,0.2
2157,leisure,0.2
2157,school,0.2
2158,modular house,0.2
2158,modular house extension,nil
2158,wooden house,0.2
2158,plastic factory,0.2
2158,company,0.2
2158,leisure,0.2
2158,school,0.2
2159,modular house,0.2
2159,modular house extension,nil
2159,wooden house,0.2
2159,plastic factory,0.2
2159,company,0.2
2159,leisure,0.2
2159,school,0.2
2160,modular house,0.2
2160,modular house extension,nil
2160,wooden house,0.2
2160,plastic factory,0.2
2160,company,0.2
2160,leisure,0.2
2160,school,0.2
2161,modular house,0.2
2161,modular house extension,nil
2161,wooden house,0.2
2161,plastic factory,0.2
2161,company,0.2
2161,leisure,0.2
2161,school,0.2
2162,modular house,0.2
2162,modular house extension,nil
2162,wooden house,0.2
2162,plastic factory,0.2
2162,company,0.2
2162,leisure,0.2
2162,school,0.2
2163,modular house,0.2
2163,modular house extension,nil
2163,wooden house,0.2
2163,plastic factory,0.2
2163,company,0.2
2163,leisure,0.2
2163,school,0.2
2164,modular house,0.2
2164,modular house extension,nil
2164,wooden house,0.2
2164,plastic factory,0.2
2164,company,0.2
2164,leisure,0.2
2164,school,0.2
2165,modular house,0.2
2165,modular house extension,nil
2165,wooden house,0.2
2165,plastic factory,0.2
2165,company,0.2
2165,leisure,0.2
2165,school,0.2
2166,modular house,0.2
2166,modular house extension,nil
2166,wooden house,0.2
2166,plastic factory,0.2
2166,company,0.2
2166,leisure,0.2
2166,school,0.2
2167,modular house,0.2
2167,modular house extension,nil
2167,wooden house,0.2
2167,plastic factory,0.2
2167,company,0.2
2167,leisure,0.2
2167,school,0.2
2168,modular house,0.2
2168,modular house extension,nil
2168,wooden house,0.2
2168,plastic factory,0.2
2168,company,0.2
2168,leisure,0.2
2168,school,0.2
2169,modular house,0.2
2169,modular house extension,nil
2169,wooden house,0.2
2169,plastic factory,0.2
2169,company,0.2
2169,leisure,0.2
2169,school,0.2
2170,modular house,0.2
2170,modular house extension,nil
2170,wooden house,0.2
2170,plastic factory,0.2
2170,company,0.2
2170,leisure,0.2
2170,school,0.2
2171,modular house,0.2
2171,modular house extension,nil
2171,wooden house,0.2
2171,plastic factory,0.2
2171,company,0.2
2171,leisure,0.2
2171,school,0.2
2172,modular house,0.2
2172,modular house extension,nil
2172,wooden house,0.2
2172,plastic factory,0.2
2172,company,0.2
2172,leisure,0.2
2172,school,0.2
2173,modular house,0.2
2173,modular house extension,nil
2173,wooden house,0.2
2173,plastic factory,0.2
2173,company,0.2
2173,leisure,0.2
2173,school,0.2
2174,modular house,0.2
2174,modular house extension,nil
2174,wooden house,0.2
2174,plastic factory,0.2
2174,company,0.2
2174,leisure,0.2
2174,school,0.2
2175,modular house,0.2
2175,modular house extension,nil
2175,wooden house,0.2
2175,plastic factory,0.2
2175,company,0.2
2175,leisure,0.2
2175,school,0.2
2176,modular house,0.2
2176,modular house extension,nil
2176,wooden house,0.2
2176,plastic factory,0.2
2176,company,0.2
2176,leisure,0.2
2176,school,0.2
2177,modular house,0.2
2177,modular house extension,nil
2177,wooden house,0.2
2177,plastic factory,0.2
2177,company,0.2
2177,leisure,0.2
2177,school,0.2
2178,modular house,0.2
2178,modular house extension,nil
2178,wooden house,0.2
2178,plastic factory,0.2
2178,company,0.2
2178,leisure,0.2
2178,school,0.2
2179,modular house,0.2
2179,modular house extension,nil
2179,wooden house,0.2
2179,plastic factory,0.2
2179,company,0.2
2179,leisure,0.2
2179,school,0.2
2180,modular house,0.2
2180,modular house extension,nil
2180,wooden house,0.2
2180,plastic factory,0.2
2180,company,0.2
2180,leisure,0.2
2180,school,0.2
2181,modular house,0.2
2181,modular house extension,nil
2181,wooden house,0.2
2181,plastic factory,0.2
2181,company,0.2
2181,leisure,0.2
2181,school,0.2
2182,modular house,0.2
2182,modular house extension,nil
2182,wooden house,0.2
2182,plastic factory,0.2
2182,company,0.2
2182,leisure,0.2
2182,school,0.2
2183,modular house,0.2
2183,modular house extension,nil
2183,wooden house,0.2
2183,plastic factory,0.2
2183,company,0.2
2183,leisure,0.2
2183,school,0.2
2184,modular house,0.2
2184,modular house extension,nil
2184,wooden house,0.2
2184,plastic factory,0.2
2184,company,0.2
2184,leisure,0.2
2184,school,0.2
2185,modular house,0.2
2185,modular house extension,nil
2185,wooden house,0.2
2185,plastic factory,0.2
2185,company,0.2
2185,leisure,0.2
2185,school,0.2
2186,modular house,0.2
2186,modular house extension,nil
2186,wooden house,0.2
2186,plastic factory,0.2
2186,company,0.2
2186,leisure,0.2
2186,school,0.2
2187,modular house,0.2
2187,modular house extension,nil
2187,wooden house,0.2
2187,plastic factory,0.2
2187,company,0.2
2187,leisure,0.2
2187,school,0.2
2188,modular house,0.2
2188,modular house extension,nil
2188,wooden house,0.2
2188,plastic factory,0.2
2188,company,0.2
2188,leisure,0.2
2188,school,0.2
2189,modular house,0.2
2189,modular house extension,nil
2189,wooden house,0.2
2189,plastic factory,0.2
2189,company,0.2
2189,leisure,0.2
2189,school,0.2
2190,modular house,0.2
2190,modular house extension,nil
2190,wooden house,0.2
2190,plastic factory,0.2
2190,company,0.2
2190,leisure,0.2
2190,school,0.2
2191,modular house,0.2
2191,modular house extension,nil
2191,wooden house,0.2
2191,plastic factory,0.2
2191,company,0.2
2191,leisure,0.2
2191,school,0.2
2192,modular house,0.2
2192,modular house extension,nil
2192,wooden house,0.2
2192,plastic factory,0.2
2192,company,0.2
2192,leisure,0.2
2192,school,0.2
2193,modular house,0.2
2193,modular house extension,nil
2193,wooden house,0.2
2193,plastic factory,0.2
2193,company,0.2
2193,leisure,0.2
2193,school,0.2
2194,modular house,0.2
2194,modular house extension,nil
2194,wooden house,0.2
2194,plastic factory,0.2
2194,company,0.2
2194,leisure,0.2
2194,school,0.2
2195,modular house,0.2
2195,modular house extension,nil
2195,wooden house,0.2
2195,plastic factory,0.2
2195,company,0.2
2195,leisure,0.2
2195,school,0.2
2196,modular house,0.2
2196,modular house extension,nil
2196,wooden house,0.2
2196,plastic factory,0.2
2196,company,0.2
2196,leisure,0.2
2196,school,0.2
2197,modular house,0.2
2197,modular house extension,nil
2197,wooden house,0.2
2197,plastic factory,0.2
2197,company,0.2
2197,leisure,0.2
2197,school,0.2
2198,modular house,0.2
2198,modular house extension,nil
2198,wooden house,0.2
2198,plastic factory,0.2
2198,company,0.2
2198,leisure,0.2
2198,school,0.2
2199,modular house,0.2
2199,modular house extension,nil
2199,wooden house,0.2
2199,plastic factory,0.2
2199,company,0.2
2199,leisure,0.2
2199,school,0.2
2200,modular house,0.2
2200,modular house extension,nil
2200,wooden house,0.2
2200,plastic factory,0.2
2200,company,0.2
2200,leisure,0.2
2200,school,0.2
2201,modular house,0.2
2201,modular house extension,nil
2201,wooden house,0.2
2201,plastic factory,0.2
2201,company,0.2
2201,leisure,0.2
2201,school,0.2
2202,modular house,0.2
2202,modular house extension,nil
2202,wooden house,0.2
2202,plastic factory,0.2
2202,company,0.2
2202,leisure,0.2
2202,school,0.2
2203,modular house,0.2
2203,modular house extension,nil
2203,wooden house,0.2
2203,plastic factory,0.2
2203,company,0.2
2203,leisure,0.2
2203,school,0.2
2204,modular house,0.2
2204,modular house extension,nil
2204,wooden house,0.2
2204,plastic factory,0.2
2204,company,0.2
2204,leisure,0.2
2204,school,0.2
2205,modular house,0.2
2205,modular house extension,nil
2205,wooden house,0.2
2205,plastic factory,0.2
2205,company,0.2
2205,leisure,0.2
2205,school,0.2
2206,modular house,0.2
2206,modular house extension,nil
2206,wooden house,0.2
2206,plastic factory,0.2
2206,company,0.2
2206,leisure,0.2
2206,school,0.2
2207,modular house,0.2
2207,modular house extension,nil
2207,wooden house,0.2
2207,plastic factory,0.2
2207,company,0.2
2207,leisure,0.2
2207,school,0.2
2208,modular house,0.2
2208,modular house extension,nil
2208,wooden house,0.2
2208,plastic factory,0.2
2208,company,0.2
2208,leisure,0.2
2208,school,0.2
2209,modular house,0.2
2209,modular house extension,nil
2209,wooden house,0.2
2209,plastic factory,0.2
2209,company,0.2
2209,leisure,0.2
2209,school,0.2
2210,modular house,0.2
2210,modular house extension,nil
2210,wooden house,0.2
2210,plastic factory,0.2
2210,company,0.2
2210,leisure,0.2
2210,school,0.2
2211,modular house,0.2
2211,modular house extension,nil
2211,wooden house,0.2
2211,plastic factory,0.2
2211,company,0.2
2211,leisure,0.2
2211,school,0.2
2212,modular house,0.2
2212,modular house extension,nil
2212,wooden house,0.2
2212,plastic factory,0.2
2212,company,0.2
2212,leisure,0.2
2212,school,0.2
2213,modular house,0.2
2213,modular house extension,nil
2213,wooden house,0.2
2213,plastic factory,0.2
2213,company,0.2
2213,leisure,0.2
2213,school,0.2
2214,modular house,0.2
2214,modular house extension,nil
2214,wooden house,0.2
2214,plastic factory,0.2
2214,company,0.2
2214,leisure,0.2
2214,school,0.2
2215,modular house,0.2
2215,modular house extension,nil
2215,wooden house,0.2
2215,plastic factory,0.2
2215,company,0.2
2215,leisure,0.2
2215,school,0.2
2216,modular house,0.2
2216,modular house extension,nil
2216,wooden house,0.2
2216,plastic factory,0.2
2216,company,0.2
2216,leisure,0.2
2216,school,0.2
2217,modular house,0.2
2217,modular house extension,nil
2217,wooden house,0.2
2217,plastic factory,0.2
2217,company,0.2
2217,leisure,0.2
2217,school,0.2
2218,modular house,0.2
2218,modular house extension,nil
2218,wooden house,0.2
2218,plastic factory,0.2
2218,company,0.2
2218,leisure,0.2
2218,school,0.2
2219,modular house,0.2
2219,modular house extension,nil
2219,wooden house,0.2
2219,plastic factory,0.2
2219,company,0.2
2219,leisure,0.2
2219,school,0.2
2220,modular house,0.2
2220,modular house extension,nil
2220,wooden house,0.2
2220,plastic factory,0.2
2220,company,0.2
2220,leisure,0.2
2220,school,0.2
2221,modular house,0.2
2221,modular house extension,nil
2221,wooden house,0.2
2221,plastic factory,0.2
2221,company,0.2
2221,leisure,0.2
2221,school,0.2
2222,modular house,0.2
2222,modular house extension,nil
2222,wooden house,0.2
2222,plastic factory,0.2
2222,company,0.2
2222,leisure,0.2
2222,school,0.2
2223,modular house,0.2
2223,modular house extension,nil
2223,wooden house,0.2
2223,plastic factory,0.2
2223,company,0.2
2223,leisure,0.2
2223,school,0.2
2224,modular house,0.2
2224,modular house extension,nil
2224,wooden house,0.2
2224,plastic factory,0.2
2224,company,0.2
2224,leisure,0.2
2224,school,0.2
2225,modular house,0.2
2225,modular house extension,nil
2225,wooden house,0.2
2225,plastic factory,0.2
2225,company,0.2
2225,leisure,0.2
2225,school,0.2
2226,modular house,0.2
2226,modular house extension,nil
2226,wooden house,0.2
2226,plastic factory,0.2
2226,company,0.2
2226,leisure,0.2
2226,school,0.2
2227,modular house,0.2
2227,modular house extension,nil
2227,wooden house,0.2
2227,plastic factory,0.2
2227,company,0.2
2227,leisure,0.2
2227,school,0.2
2228,modular house,0.2
2228,modular house extension,nil
2228,wooden house,0.2
2228,plastic factory,0.2
2228,company,0.2
2228,leisure,0.2
2228,school,0.2
2229,modular house,0.2
2229,modular house extension,nil
2229,wooden house,0.2
2229,plastic factory,0.2
2229,company,0.2
2229,leisure,0.2
2229,school,0.2
2230,modular house,0.2
2230,modular house extension,nil
2230,wooden house,0.2
2230,plastic factory,0.2
2230,company,0.2
2230,leisure,0.2
2230,school,0.2
2231,modular house,0.2
