cycle,o,tick_production_Uo
1100,company,48.0
1100,leisure,0.0
1100,school,21.0
1101,modular house,246.0
1101,modular house extension,0.0
1101,wooden house,260.0
1101,plastic factory,78.0
1101,company,43.0
1101,leisure,0.0
1101,school,20.0
1102,modular house,247.0
1102,modular house extension,6.0
1102,wooden house,272.0
1102,plastic factory,83.0
1102,company,47.0
1102,leisure,0.0
1102,school,21.0
1103,modular house,243.0
1103,modular house extension,0.0
1103,wooden house,284.0
1103,plastic factory,77.0
1103,company,33.0
1103,leisure,0.0
1103,school,19.0
1104,modular house,233.0
1104,modular house extension,4.0
1104,wooden house,297.0
1104,plastic factory,76.0
1104,company,35.0
1104,leisure,0.0
1104,school,19.0
1105,modular house,228.0
1105,modular house extension,0.0
1105,wooden house,300.0
1105,plastic factory,80.0
1105,company,44.0
1105,leisure,0.0
1105,school,23.0
1106,modular house,265.0
1106,modular house extension,3.0
1106,wooden house,296.0
1106,plastic factory,75.0
1106,company,43.0
1106,leisure,0.0
1106,school,23.0
1107,modular house,233.0
1107,modular house extension,3.0
1107,wooden house,278.0
1107,plastic factory,77.0
1107,company,43.0
1107,leisure,0.0
1107,school,25.0
1108,modular house,261.0
1108,modular house extension,0.0
1108,wooden house,285.0
1108,plastic factory,74.0
1108,company,53.0
1108,leisure,0.0
1108,school,24.0
1109,modular house,232.0
1109,modular house extension,0.0
1109,wooden house,294.0
1109,plastic factory,69.0
1109,company,54.0
1109,leisure,0.0
1109,school,29.0
1110,modular house,227.0
1110,modular house extension,0.0
1110,wooden house,287.0
1110,plastic factory,68.0
1110,company,56.0
1110,leisure,0.0
1110,school,24.0
1111,modular house,231.0
1111,modular house extension,0.0
1111,wooden house,280.0
1111,plastic factory,66.0
1111,company,42.0
1111,leisure,0.0
1111,school,16.0
1112,modular house,222.0
1112,modular house extension,0.0
1112,wooden house,271.0
1112,plastic factory,63.0
1112,company,35.0
1112,leisure,0.0
1112,school,17.0
1113,modular house,240.0
1113,modular house extension,3.0
1113,wooden house,271.0
1113,plastic factory,63.0
1113,company,28.0
1113,leisure,0.0
1113,school,18.0
1114,modular house,225.0
1114,modular house extension,0.0
1114,wooden house,266.0
1114,plastic factory,62.0
1114,company,30.0
1114,leisure,0.0
1114,school,20.0
1115,modular house,234.0
1115,modular house extension,3.0
1115,wooden house,268.0
1115,plastic factory,64.0
1115,company,42.0
1115,leisure,0.0
1115,school,19.0
1116,modular house,243.0
1116,modular house extension,4.0
1116,wooden house,280.0
1116,plastic factory,64.0
1116,company,48.0
1116,leisure,0.0
1116,school,19.0
1117,modular house,255.0
1117,modular house extension,0.0
1117,wooden house,265.0
1117,plastic factory,63.0
1117,company,52.0
1117,leisure,0.0
1117,school,20.0
1118,modular house,224.0
1118,modular house extension,0.0
1118,wooden house,283.0
1118,plastic factory,61.0
1118,company,37.0
1118,leisure,0.0
1118,school,19.0
1119,modular house,269.0
1119,modular house extension,0.0
1119,wooden house,270.0
1119,plastic factory,66.0
1119,company,36.0
1119,leisure,0.0
1119,school,19.0
1120,modular house,264.0
1120,modular house extension,3.0
1120,wooden house,269.0
1120,plastic factory,66.0
1120,company,27.0
1120,leisure,0.0
1120,school,21.0
1121,modular house,236.0
1121,modular house extension,3.0
1121,wooden house,279.0
1121,plastic factory,64.0
1121,company,30.0
1121,leisure,0.0
1121,school,24.0
1122,modular house,207.0
1122,modular house extension,0.0
1122,wooden house,282.0
1122,plastic factory,62.0
1122,company,39.0
1122,leisure,0.0
1122,school,24.0
1123,modular house,234.0
1123,modular house extension,0.0
1123,wooden house,282.0
1123,plastic factory,62.0
1123,company,48.0
1123,leisure,0.0
1123,school,29.0
1124,modular house,225.0
1124,modular house extension,3.0
1124,wooden house,269.0
1124,plastic factory,69.0
1124,company,49.0
1124,leisure,0.0
1124,school,29.0
1125,modular house,247.0
1125,modular house extension,0.0
1125,wooden house,291.0
1125,plastic factory,70.0
1125,company,57.0
1125,leisure,0.0
1125,school,30.0
1126,modular house,247.0
1126,modular house extension,0.0
1126,wooden house,275.0
1126,plastic factory,66.0
1126,company,55.0
1126,leisure,0.0
1126,school,23.0
1127,modular house,266.0
1127,modular house extension,3.0
1127,wooden house,281.0
1127,plastic factory,62.0
1127,company,74.0
1127,leisure,0.0
1127,school,23.0
1128,modular house,221.0
1128,modular house extension,0.0
1128,wooden house,276.0
1128,plastic factory,60.0
1128,company,51.0
1128,leisure,0.0
1128,school,24.0
1129,modular house,256.0
1129,modular house extension,0.0
1129,wooden house,270.0
1129,plastic factory,54.0
1129,company,44.0
1129,leisure,0.0
1129,school,21.0
1130,modular house,247.0
1130,modular house extension,0.0
1130,wooden house,278.0
1130,plastic factory,55.0
1130,company,26.0
1130,leisure,0.0
1130,school,22.0
1131,modular house,229.0
1131,modular house extension,0.0
1131,wooden house,284.0
1131,plastic factory,57.0
1131,company,33.0
1131,leisure,0.0
1131,school,25.0
1132,modular house,240.0
1132,modular house extension,0.0
1132,wooden house,282.0
1132,plastic factory,55.0
1132,company,39.0
1132,leisure,0.0
1132,school,27.0
1133,modular house,237.0
1133,modular house extension,0.0
1133,wooden house,290.0
1133,plastic factory,54.0
1133,company,54.0
1133,leisure,0.0
1133,school,28.0
1134,modular house,231.0
1134,modular house extension,0.0
1134,wooden house,301.0
1134,plastic factory,53.0
1134,company,57.0
1134,leisure,0.0
1134,school,28.0
1135,modular house,252.0
1135,modular house extension,0.0
1135,wooden house,316.0
1135,plastic factory,56.0
1135,company,54.0
1135,leisure,0.0
1135,school,28.0
1136,modular house,246.0
1136,modular house extension,0.0
1136,wooden house,307.0
1136,plastic factory,53.0
1136,company,43.0
1136,leisure,0.0
1136,school,31.0
1137,modular house,215.0
1137,modular house extension,3.0
1137,wooden house,313.0
1137,plastic factory,51.0
1137,company,38.0
1137,leisure,0.0
1137,school,30.0
1138,modular house,259.0
1138,modular house extension,0.0
1138,wooden house,297.0
1138,plastic factory,49.0
1138,company,35.0
1138,leisure,0.0
1138,school,31.0
1139,modular house,254.0
1139,modular house extension,0.0
1139,wooden house,287.0
1139,plastic factory,51.0
1139,company,37.0
1139,leisure,0.0
1139,school,24.0
1140,modular house,241.0
1140,modular house extension,0.0
1140,wooden house,272.0
1140,plastic factory,54.0
1140,company,31.0
1140,leisure,0.0
1140,school,25.0
1141,modular house,241.0
1141,modular house extension,0.0
1141,wooden house,254.0
1141,plastic factory,54.0
1141,company,31.0
1141,leisure,0.0
1141,school,22.0
1142,modular house,233.0
1142,modular house extension,3.0
1142,wooden house,264.0
1142,plastic factory,50.0
1142,company,33.0
1142,leisure,0.0
1142,school,22.0
1143,modular house,227.0
1143,modular house extension,3.0
1143,wooden house,271.0
1143,plastic factory,52.0
1143,company,37.0
1143,leisure,0.0
1143,school,26.0
1144,modular house,230.0
1144,modular house extension,3.0
1144,wooden house,278.0
1144,plastic factory,48.0
1144,company,47.0
1144,leisure,0.0
1144,school,30.0
1145,modular house,226.0
1145,modular house extension,0.0
1145,wooden house,296.0
1145,plastic factory,50.0
1145,company,48.0
1145,leisure,0.0
1145,school,25.0
1146,modular house,255.0
1146,modular house extension,3.0
1146,wooden house,287.0
1146,plastic factory,46.0
1146,company,57.0
1146,leisure,0.0
1146,school,32.0
1147,modular house,236.0
1147,modular house extension,0.0
1147,wooden house,296.0
1147,plastic factory,40.0
1147,company,49.0
1147,leisure,0.0
1147,school,33.0
1148,modular house,261.0
1148,modular house extension,3.0
1148,wooden house,281.0
1148,plastic factory,35.0
1148,company,49.0
1148,leisure,0.0
1148,school,29.0
1149,modular house,245.0
1149,modular house extension,0.0
1149,wooden house,281.0
1149,plastic factory,33.0
1149,company,44.0
1149,leisure,0.0
1149,school,28.0
1150,modular house,224.0
1150,modular house extension,0.0
1150,wooden house,277.0
1150,plastic factory,36.0
1150,company,36.0
1150,leisure,0.0
1150,school,24.0
1151,modular house,215.0
1151,modular house extension,0.0
1151,wooden house,275.0
1151,plastic factory,40.0
1151,company,32.0
1151,leisure,0.0
1151,school,23.0
1152,modular house,249.0
1152,modular house extension,0.0
1152,wooden house,283.0
1152,plastic factory,41.0
1152,company,34.0
1152,leisure,0.0
1152,school,24.0
1153,modular house,251.0
1153,modular house extension,0.0
1153,wooden house,263.0
1153,plastic factory,44.0
1153,company,42.0
1153,leisure,0.0
1153,school,26.0
1154,modular house,271.0
1154,modular house extension,0.0
1154,wooden house,277.0
1154,plastic factory,47.0
1154,company,44.0
1154,leisure,0.0
1154,school,28.0
1155,modular house,257.0
1155,modular house extension,0.0
1155,wooden house,287.0
1155,plastic factory,48.0
1155,company,51.0
1155,leisure,0.0
1155,school,27.0
1156,modular house,230.0
1156,modular house extension,3.0
1156,wooden house,252.0
1156,plastic factory,47.0
1156,company,41.0
1156,leisure,0.0
1156,school,22.0
1157,modular house,202.0
1157,modular house extension,0.0
1157,wooden house,229.0
1157,plastic factory,51.0
1157,company,37.0
1157,leisure,0.0
1157,school,20.0
1158,modular house,249.0
1158,modular house extension,6.0
1158,wooden house,234.0
1158,plastic factory,52.0
1158,company,32.0
1158,leisure,0.0
1158,school,14.0
1159,modular house,245.0
1159,modular house extension,3.0
1159,wooden house,244.0
1159,plastic factory,51.0
1159,company,43.0
1159,leisure,0.0
1159,school,13.0
1160,modular house,240.0
1160,modular house extension,0.0
1160,wooden house,261.0
1160,plastic factory,52.0
1160,company,51.0
1160,leisure,0.0
1160,school,13.0
1161,modular house,223.0
1161,modular house extension,3.0
1161,wooden house,272.0
1161,plastic factory,56.0
1161,company,47.0
1161,leisure,0.0
1161,school,15.0
1162,modular house,248.0
1162,modular house extension,0.0
1162,wooden house,291.0
1162,plastic factory,54.0
1162,company,43.0
1162,leisure,0.0
1162,school,21.0
1163,modular house,224.0
1163,modular house extension,0.0
1163,wooden house,304.0
1163,plastic factory,53.0
1163,company,31.0
1163,leisure,0.0
1163,school,27.0
1164,modular house,237.0
1164,modular house extension,0.0
1164,wooden house,296.0
1164,plastic factory,56.0
1164,company,40.0
1164,leisure,0.0
1164,school,30.0
1165,modular house,248.0
1165,modular house extension,0.0
1165,wooden house,295.0
1165,plastic factory,56.0
1165,company,56.0
1165,leisure,0.0
1165,school,30.0
1166,modular house,218.0
1166,modular house extension,0.0
1166,wooden house,283.0
1166,plastic factory,55.0
1166,company,51.0
1166,leisure,0.0
1166,school,30.0
1167,modular house,234.0
1167,modular house extension,0.0
1167,wooden house,292.0
1167,plastic factory,58.0
1167,company,48.0
1167,leisure,0.0
1167,school,28.0
1168,modular house,236.0
1168,modular house extension,0.0
1168,wooden house,294.0
1168,plastic factory,55.0
1168,company,41.0
1168,leisure,0.0
1168,school,29.0
1169,modular house,250.0
1169,modular house extension,0.0
1169,wooden house,296.0
1169,plastic factory,55.0
1169,company,40.0
1169,leisure,0.0
1169,school,29.0
1170,modular house,243.0
1170,modular house extension,0.0
1170,wooden house,297.0
1170,plastic factory,55.0
1170,company,37.0
1170,leisure,0.0
1170,school,26.0
1171,modular house,210.0
1171,modular house extension,0.0
1171,wooden house,290.0
1171,plastic factory,54.0
1171,company,41.0
1171,leisure,0.0
1171,school,29.0
1172,modular house,223.0
1172,modular house extension,3.0
1172,wooden house,287.0
1172,plastic factory,62.0
1172,company,38.0
1172,leisure,0.0
1172,school,29.0
1173,modular house,234.0
1173,modular house extension,0.0
1173,wooden house,286.0
1173,plastic factory,58.0
1173,company,41.0
1173,leisure,0.0
1173,school,32.0
1174,modular house,272.0
1174,modular house extension,0.0
1174,wooden house,270.0
1174,plastic factory,57.0
1174,company,38.0
1174,leisure,0.0
1174,school,24.0
1175,modular house,240.0
1175,modular house extension,0.0
1175,wooden house,284.0
1175,plastic factory,55.0
1175,company,37.0
1175,leisure,0.0
1175,school,20.0
1176,modular house,250.0
1176,modular house extension,0.0
1176,wooden house,285.0
1176,plastic factory,56.0
1176,company,30.0
1176,leisure,0.0
1176,school,18.0
1177,modular house,216.0
1177,modular house extension,0.0
1177,wooden house,302.0
1177,plastic factory,58.0
1177,company,32.0
1177,leisure,0.0
1177,school,23.0
1178,modular house,254.0
1178,modular house extension,0.0
1178,wooden house,295.0
1178,plastic factory,55.0
1178,company,42.0
1178,leisure,0.0
1178,school,27.0
1179,modular house,247.0
1179,modular house extension,0.0
1179,wooden house,296.0
1179,plastic factory,54.0
1179,company,42.0
1179,leisure,0.0
1179,school,29.0
1180,modular house,225.0
1180,modular house extension,3.0
1180,wooden house,291.0
1180,plastic factory,56.0
1180,company,46.0
1180,leisure,0.0
1180,school,27.0
1181,modular house,273.0
1181,modular house extension,0.0
1181,wooden house,289.0
1181,plastic factory,64.0
1181,company,43.0
1181,leisure,0.0
1181,school,24.0
1182,modular house,233.0
1182,modular house extension,0.0
1182,wooden house,278.0
1182,plastic factory,64.0
1182,company,49.0
1182,leisure,0.0
1182,school,23.0
1183,modular house,253.0
1183,modular house extension,0.0
1183,wooden house,281.0
1183,plastic factory,64.0
1183,company,44.0
1183,leisure,0.0
1183,school,23.0
1184,modular house,252.0
1184,modular house extension,0.0
1184,wooden house,249.0
1184,plastic factory,67.0
1184,company,58.0
1184,leisure,0.0
1184,school,24.0
1185,modular house,212.0
1185,modular house extension,0.0
1185,wooden house,246.0
1185,plastic factory,71.0
1185,company,38.0
1185,leisure,0.0
1185,school,18.0
1186,modular house,240.0
1186,modular house extension,4.0
1186,wooden house,236.0
1186,plastic factory,71.0
1186,company,42.0
1186,leisure,0.0
1186,school,19.0
1187,modular house,258.0
1187,modular house extension,3.0
1187,wooden house,242.0
1187,plastic factory,70.0
1187,company,31.0
1187,leisure,0.0
1187,school,14.0
1188,modular house,241.0
1188,modular house extension,0.0
1188,wooden house,252.0
1188,plastic factory,74.0
1188,company,35.0
1188,leisure,0.0
1188,school,14.0
1189,modular house,242.0
1189,modular house extension,0.0
1189,wooden house,259.0
1189,plastic factory,74.0
1189,company,48.0
1189,leisure,0.0
1189,school,15.0
1190,modular house,230.0
1190,modular house extension,0.0
1190,wooden house,269.0
1190,plastic factory,71.0
1190,company,35.0
1190,leisure,0.0
1190,school,13.0
1191,modular house,236.0
1191,modular house extension,0.0
1191,wooden house,280.0
1191,plastic factory,74.0
1191,company,43.0
1191,leisure,0.0
1191,school,11.0
1192,modular house,231.0
1192,modular house extension,0.0
1192,wooden house,296.0
1192,plastic factory,73.0
1192,company,52.0
1192,leisure,0.0
1192,school,14.0
1193,modular house,237.0
1193,modular house extension,0.0
1193,wooden house,284.0
1193,plastic factory,70.0
1193,company,45.0
1193,leisure,0.0
1193,school,17.0
1194,modular house,242.0
1194,modular house extension,3.0
1194,wooden house,289.0
1194,plastic factory,64.0
1194,company,47.0
1194,leisure,0.0
1194,school,18.0
1195,modular house,209.0
1195,modular house extension,0.0
1195,wooden house,312.0
1195,plastic factory,62.0
1195,company,34.0
1195,leisure,0.0
1195,school,23.0
1196,modular house,240.0
1196,modular house extension,0.0
1196,wooden house,315.0
1196,plastic factory,66.0
1196,company,30.0
1196,leisure,0.0
1196,school,25.0
1197,modular house,258.0
1197,modular house extension,0.0
1197,wooden house,323.0
1197,plastic factory,66.0
1197,company,24.0
1197,leisure,0.0
1197,school,31.0
1198,modular house,226.0
1198,modular house extension,0.0
1198,wooden house,316.0
1198,plastic factory,64.0
1198,company,34.0
