cycle,i,tick_resources_used_Ui
21,kg_cotton,0.0
21,m² land,3338.453071683684
21,kWh energy,109999.53972321432
0,m3_wood,nil
0,kg_cotton,nil
0,m² land,nil
0,kWh energy,nil
0,m3_wood,nil
0,kg_cotton,nil
0,m² land,nil
0,kWh energy,nil
0,m3_wood,nil
0,kg_cotton,nil
0,m² land,nil
0,kWh energy,nil
0,m3_wood,nil
0,kg_cotton,nil
0,m² land,nil
0,kWh energy,nil
0,m3_wood,nil
0,kg_cotton,nil
0,m² land,nil
0,kWh energy,nil
1,m3_wood,nil
1,kg_cotton,nil
1,m² land,nil
1,kWh energy,nil
2,m3_wood,0.0
2,kg_cotton,0.0
2,m² land,0.0
2,kWh energy,241008.01581700207
3,m3_wood,16946.778505074108
3,kg_cotton,0.0
3,m² land,6890.964987566984
3,kWh energy,222840.8228172192
4,m3_wood,33302.671738562785
4,kg_cotton,0.0
4,m² land,13547.990811750107
4,kWh energy,218889.89522417818
5,m3_wood,46664.32904479288
5,kg_cotton,0.0
5,m² land,19185.99466226163
5,kWh energy,224386.14310878425
6,m3_wood,56607.650127682544
6,kg_cotton,0.0
6,m² land,23774.652043788883
6,kWh energy,225342.54644733842
7,m3_wood,70113.22045045166
7,kg_cotton,0.0
7,m² land,28867.130406279743
7,kWh energy,231665.62971617735
8,m3_wood,83088.65145097832
8,kg_cotton,0.0
8,m² land,34096.57937297167
8,kWh energy,250455.05175900966
9,m3_wood,106682.77002093373
9,kg_cotton,0.0
9,m² land,45260.537042832475
9,kWh energy,250299.03297617633
10,m3_wood,118179.67375227371
10,kg_cotton,0.0
10,m² land,51773.97788341999
10,kWh energy,248013.5817057681
11,m3_wood,123831.5984416975
11,kg_cotton,0.0
11,m² land,55450.73625798331
11,kWh energy,266870.39579377836
12,m3_wood,125122.18972255042
12,kg_cotton,0.0
12,m² land,56346.1067753032
12,kWh energy,244934.7376201035
13,m3_wood,106147.72564405555
13,kg_cotton,0.0
13,m² land,47820.85385763521
13,kWh energy,221218.89391947817
14,m3_wood,77471.60409115252
14,kg_cotton,0.0
14,m² land,35036.040539743175
14,kWh energy,172284.99099362252
15,m3_wood,63279.21217210812
15,kg_cotton,0.0
15,m² land,28343.47898434184
15,kWh energy,144356.81408801023
16,m3_wood,44281.3578342207
16,kg_cotton,0.0
16,m² land,20043.506220375213
16,kWh energy,119428.17690561226
17,m3_wood,23904.905222813795
17,kg_cotton,0.0
17,m² land,10891.270762244912
17,kWh energy,84856.81408801023
18,m3_wood,17449.357834220697
18,kg_cotton,0.0
18,m² land,8076.906143367368
18,kWh energy,70070.90254081636
19,m3_wood,11532.678917110346
19,kg_cotton,0.0
19,m² land,5298.453071683683
19,kWh energy,77214.08845280613
20,m3_wood,6864.0
20,kg_cotton,0.0
20,m² land,3080.0
20,kWh energy,65142.725635204086
21,m3_wood,3120.0
21,kg_cotton,0.0
21,m² land,1400.0
21,kWh energy,47714.08845280614
22,m3_wood,2496.0
22,kg_cotton,0.0
22,m² land,1120.0
22,kWh energy,59785.451270408186
23,m3_wood,1872.0
23,kg_cotton,0.0
23,m² land,840.0
23,kWh energy,51285.451270408186
24,m3_wood,0.0
24,kg_cotton,0.0
24,m² land,0.0
24,kWh energy,46714.08845280614
25,m3_wood,0.0
25,kg_cotton,0.0
25,m² land,0.0
25,kWh energy,47571.36281760204
26,m3_wood,0.0
26,kg_cotton,0.0
26,m² land,0.0
26,kWh energy,43500.0
27,m3_wood,0.0
27,kg_cotton,0.0
27,m² land,0.0
27,kWh energy,52571.36281760204
28,m3_wood,0.0
28,kg_cotton,0.0
28,m² land,0.0
28,kWh energy,58500.0
29,m3_wood,0.0
29,kg_cotton,0.0
29,m² land,0.0
29,kWh energy,69571.36281760204
30,m3_wood,0.0
30,kg_cotton,0.0
30,m² land,0.0
30,kWh energy,83000.0
31,m3_wood,0.0
31,kg_cotton,0.0
31,m² land,0.0
31,kWh energy,103071.36281760204
32,m3_wood,0.0
32,kg_cotton,0.0
32,m² land,0.0
32,kWh energy,135071.36281760206
33,m3_wood,0.0
33,kg_cotton,0.0
33,m² land,0.0
33,kWh energy,154071.36281760206
34,m3_wood,0.0
34,kg_cotton,0.0
34,m² land,0.0
34,kWh energy,162500.0
35,m3_wood,0.0
35,kg_cotton,0.0
35,m² land,0.0
35,kWh energy,180571.36281760206
36,m3_wood,516.2263057034489
36,kg_cotton,0.0
36,m² land,272.81769056122783
36,kWh energy,201142.7256352041
37,m3_wood,0.0
37,kg_cotton,0.0
37,m² land,0.0
37,kWh energy,212500.0
38,m3_wood,924.6789171103464
38,kg_cotton,0.0
38,m² land,538.4530716836839
38,kWh energy,209142.72563520411
39,m3_wood,624.0
39,kg_cotton,0.0
39,m² land,280.0
39,kWh energy,221571.36281760206
40,m3_wood,516.2263057034488
40,kg_cotton,0.0
40,m² land,272.81769056122766
40,kWh energy,209500.0
41,m3_wood,2581.131528517244
41,kg_cotton,0.0
41,m² land,1364.0884528061401
41,kWh energy,205500.0
42,m3_wood,1957.131528517244
42,kg_cotton,0.0
42,m² land,1084.08845280614
42,kWh energy,179500.0
43,m3_wood,2172.6789171103464
43,kg_cotton,0.0
43,m² land,1098.453071683684
43,kWh energy,149500.0
44,m3_wood,1032.4526114068976
44,kg_cotton,0.0
44,m² land,545.635381122456
44,kWh energy,134142.7256352041
45,m3_wood,2688.9052228137953
45,kg_cotton,0.0
45,m² land,1371.2707622449118
45,kWh energy,117500.0
46,m3_wood,1911.6647835150088
46,kg_cotton,0.0
46,m² land,1003.5062203752148
46,kWh energy,98071.36281760204
47,m3_wood,1656.4526114068976
47,kg_cotton,0.0
47,m² land,825.6353811224562
47,kWh energy,83571.36281760204
48,m3_wood,0.0
48,kg_cotton,0.0
48,m² land,0.0
48,kWh energy,87000.0
49,m3_wood,516.2263057034488
49,kg_cotton,0.0
49,m² land,272.8176905612279
49,kWh energy,72000.0
50,m3_wood,0.0
50,kg_cotton,0.0
50,m² land,0.0
50,kWh energy,62000.0
51,m3_wood,516.2263057034488
51,kg_cotton,0.0
51,m² land,272.8176905612281
51,kWh energy,49500.0
52,m3_wood,0.0
52,kg_cotton,0.0
52,m² land,0.0
52,kWh energy,43500.0
53,m3_wood,0.0
53,kg_cotton,0.0
53,m² land,0.0
53,kWh energy,55500.0
54,m3_wood,0.0
54,kg_cotton,0.0
54,m² land,0.0
54,kWh energy,53000.0
55,m3_wood,0.0
55,kg_cotton,0.0
55,m² land,0.0
55,kWh energy,61000.0
56,m3_wood,0.0
56,kg_cotton,0.0
56,m² land,0.0
56,kWh energy,63500.0
57,m3_wood,0.0
57,kg_cotton,0.0
57,m² land,0.0
57,kWh energy,73000.0
58,m3_wood,0.0
58,kg_cotton,0.0
58,m² land,0.0
58,kWh energy,83000.0
59,m3_wood,0.0
59,kg_cotton,0.0
59,m² land,0.0
59,kWh energy,85000.0
60,m3_wood,0.0
60,kg_cotton,0.0
60,m² land,0.0
60,kWh energy,106500.0
61,m3_wood,0.0
61,kg_cotton,0.0
61,m² land,0.0
61,kWh energy,128500.0
62,m3_wood,0.0
62,kg_cotton,0.0
62,m² land,0.0
62,kWh energy,141500.0
63,m3_wood,0.0
63,kg_cotton,0.0
63,m² land,0.0
63,kWh energy,163500.0
64,m3_wood,0.0
64,kg_cotton,0.0
64,m² land,0.0
64,kWh energy,172000.0
65,m3_wood,0.0
65,kg_cotton,0.0
65,m² land,0.0
65,kWh energy,193500.0
66,m3_wood,0.0
66,kg_cotton,0.0
66,m² land,0.0
66,kWh energy,196000.0
67,m3_wood,0.0
67,kg_cotton,0.0
67,m² land,0.0
67,kWh energy,195000.0
0,m3_wood,nil
0,kg_cotton,nil
0,m² land,nil
0,kWh energy,nil
1,m3_wood,nil
1,kg_cotton,nil
1,m² land,nil
1,kWh energy,nil
2,m3_wood,0.0
2,kg_cotton,0.0
2,m² land,0.0
2,kWh energy,242130.80078224782
3,m3_wood,14613.177733225344
3,kg_cotton,0.0
3,m² land,5819.62665328839
3,kWh energy,238582.34061325598
4,m3_wood,37508.27251041154
4,kg_cotton,0.0
4,m² land,15294.375089598383
4,kWh energy,217214.63070087603
5,m3_wood,46838.897876088166
5,kg_cotton,0.0
5,m² land,19126.351474136773
5,kWh energy,220644.1724411714
6,m3_wood,59220.93296776732
6,kg_cotton,0.0
6,m² land,24523.669211108663
6,kWh energy,213588.3742806463
7,m3_wood,69272.17756504728
7,kg_cotton,0.0
7,m² land,29120.657506296287
7,kWh energy,216021.1488331541
8,m3_wood,86163.51693951344
8,kg_cotton,0.0
8,m² land,35635.65428671624
8,kWh energy,238305.67954999098
9,m3_wood,102516.6187093662
9,kg_cotton,0.0
9,m² land,44353.18989713374
9,kWh energy,254301.24850078116
10,m3_wood,112669.32007603414
10,kg_cotton,0.0
10,m² land,49463.90008311189
10,kWh energy,248010.0712101297
11,m3_wood,115222.57315745449
11,kg_cotton,0.0
11,m² land,51208.706560093146
11,kWh energy,260365.13005032073
12,m3_wood,119714.6213758735
12,kg_cotton,0.0
12,m² land,53553.89696875222
12,kWh energy,257047.9393994108
13,m3_wood,100701.05819403322
13,kg_cotton,0.0
13,m² land,44562.1064830853
13,kWh energy,218431.6874012507
14,m3_wood,75736.57000632881
14,kg_cotton,0.0
14,m² land,33946.871702212135
14,kWh energy,168642.2653584184
15,m3_wood,60397.584139924154
15,kg_cotton,0.0
15,m² land,27389.72383392859
15,kWh energy,140070.90254081634
16,m3_wood,44065.81044562759
16,kg_cotton,0.0
16,m² land,20029.14160149767
16,kWh energy,118284.99099362249
17,m3_wood,30252.678917110345
17,kg_cotton,0.0
17,m² land,13698.453071683685
17,kWh energy,89429.93215343148
18,m3_wood,22140.67891711035
18,kg_cotton,0.0
18,m² land,10058.453071683685
18,kWh energy,87501.29497103352
19,m3_wood,15168.905222813795
19,kg_cotton,0.0
19,m² land,6971.270762244912
19,kWh energy,82213.62817602044
20,m3_wood,11124.226305703449
20,kg_cotton,0.0
20,m² land,5032.817690561227
20,kWh energy,70856.81408801023
21,m3_wood,6864.0
21,kg_cotton,0.0
21,m² land,3080.0
21,kWh energy,55642.725635204086
22,m3_wood,1872.0
22,kg_cotton,0.0
22,m² land,840.0
22,kWh energy,47571.36281760204
23,m3_wood,0.0
23,kg_cotton,0.0
23,m² land,0.0
23,kWh energy,49071.36281760204
24,m3_wood,0.0
24,kg_cotton,0.0
24,m² land,0.0
24,kWh energy,50642.725635204086
25,m3_wood,0.0
25,kg_cotton,0.0
25,m² land,0.0
25,kWh energy,53214.08845280613
26,m3_wood,0.0
26,kg_cotton,0.0
26,m² land,0.0
26,kWh energy,42000.0
27,m3_wood,0.0
27,kg_cotton,0.0
27,m² land,0.0
27,kWh energy,54642.725635204086
28,m3_wood,0.0
28,kg_cotton,0.0
28,m² land,0.0
28,kWh energy,64142.725635204086
29,m3_wood,0.0
29,kg_cotton,0.0
29,m² land,0.0
29,kWh energy,72571.36281760204
30,m3_wood,0.0
30,kg_cotton,0.0
30,m² land,0.0
30,kWh energy,84000.0
31,m3_wood,0.0
31,kg_cotton,0.0
31,m² land,0.0
31,kWh energy,102000.0
32,m3_wood,0.0
32,kg_cotton,0.0
32,m² land,0.0
32,kWh energy,127571.36281760204
33,m3_wood,0.0
33,kg_cotton,0.0
33,m² land,0.0
33,kWh energy,153500.0
34,m3_wood,516.2263057034488
34,kg_cotton,0.0
34,m² land,272.8176905612281
34,kWh energy,172000.0
35,m3_wood,0.0
35,kg_cotton,0.0
35,m² land,0.0
35,kWh energy,194000.0
36,m3_wood,516.2263057034488
36,kg_cotton,0.0
36,m² land,272.8176905612281
36,kWh energy,213071.36281760206
37,m3_wood,0.0
37,kg_cotton,0.0
37,m² land,0.0
37,kWh energy,212500.0
38,m3_wood,1032.4526114068976
38,kg_cotton,0.0
38,m² land,545.6353811224562
38,kWh energy,208571.36281760206
39,m3_wood,2019.43847781156
39,kg_cotton,0.0
39,m² land,1010.6885298139864
39,kWh energy,221000.0
40,m3_wood,2127.212172108111
40,kg_cotton,0.0
40,m² land,1017.8708392527587
40,kWh energy,212500.0
41,m3_wood,4081.234789843814
41,kg_cotton,0.0
41,m² land,2175.359215051053
41,kWh energy,203571.36281760206
42,m3_wood,2796.6789171103464
42,kg_cotton,0.0
42,m² land,1346.405254825494
42,kWh energy,175071.36281760206
43,m3_wood,1548.6789171103464
43,kg_cotton,0.0
43,m² land,818.4530716836844
43,kWh energy,157071.36281760206
44,m3_wood,2581.131528517244
44,kg_cotton,0.0
44,m² land,1364.0884528061401
44,kWh energy,135000.0
45,m3_wood,1656.4526114068976
45,kg_cotton,0.0
45,m² land,825.6353811224556
45,kWh energy,120142.72563520409
46,m3_wood,1032.4526114068976
46,kg_cotton,0.0
46,m² land,545.6353811224562
46,kWh energy,99000.0
47,m3_wood,1032.4526114068976
47,kg_cotton,0.0
47,m² land,545.635381122456
47,kWh energy,75071.36281760204
48,m3_wood,0.0
48,kg_cotton,0.0
48,m² land,0.0
48,kWh energy,65500.0
49,m3_wood,516.2263057034488
49,kg_cotton,0.0
49,m² land,272.8176905612281
49,kWh energy,70571.36281760204
50,m3_wood,0.0
50,kg_cotton,0.0
50,m² land,0.0
50,kWh energy,52500.0
51,m3_wood,516.2263057034488
51,kg_cotton,0.0
51,m² land,272.8176905612279
51,kWh energy,54500.0
52,m3_wood,516.2263057034488
52,kg_cotton,0.0
52,m² land,272.8176905612279
52,kWh energy,49500.0
53,m3_wood,0.0
53,kg_cotton,0.0
53,m² land,0.0
53,kWh energy,62000.0
54,m3_wood,0.0
54,kg_cotton,0.0
54,m² land,0.0
54,kWh energy,51500.0
55,m3_wood,0.0
55,kg_cotton,0.0
55,m² land,0.0
55,kWh energy,57000.0
56,m3_wood,0.0
56,kg_cotton,0.0
56,m² land,0.0
56,kWh energy,53000.0
57,m3_wood,0.0
57,kg_cotton,0.0
57,m² land,0.0
57,kWh energy,71000.0
58,m3_wood,0.0
58,kg_cotton,0.0
58,m² land,0.0
58,kWh energy,81000.0
59,m3_wood,0.0
59,kg_cotton,0.0
59,m² land,0.0
59,kWh energy,88000.0
60,m3_wood,0.0
60,kg_cotton,0.0
60,m² land,0.0
60,kWh energy,102500.0
61,m3_wood,0.0
61,kg_cotton,0.0
61,m² land,0.0
61,kWh energy,118571.36281760204
62,m3_wood,0.0
62,kg_cotton,0.0
62,m² land,0.0
62,kWh energy,143500.0
63,m3_wood,0.0
63,kg_cotton,0.0
63,m² land,0.0
63,kWh energy,156000.0
64,m3_wood,0.0
64,kg_cotton,0.0
64,m² land,0.0
64,kWh energy,180500.0
65,m3_wood,0.0
65,kg_cotton,0.0
65,m² land,0.0
65,kWh energy,204500.0
66,m3_wood,0.0
66,kg_cotton,0.0
66,m² land,0.0
66,kWh energy,202500.0
67,m3_wood,0.0
67,kg_cotton,0.0
67,m² land,0.0
67,kWh energy,207000.0
68,m3_wood,0.0
68,kg_cotton,0.0
68,m² land,0.0
68,kWh energy,201000.0
69,m3_wood,0.0
69,kg_cotton,0.0
69,m² land,0.0
69,kWh energy,193000.0
70,m3_wood,516.2263057034488
70,kg_cotton,0.0
70,m² land,272.8176905612281
70,kWh energy,182000.0
71,m3_wood,0.0
71,kg_cotton,0.0
71,m² land,0.0
71,kWh energy,186000.0
72,m3_wood,0.0
72,kg_cotton,0.0
72,m² land,0.0
72,kWh energy,169000.0
73,m3_wood,0.0
73,kg_cotton,0.0
73,m² land,0.0
73,kWh energy,141000.0
74,m3_wood,516.2263057034488
74,kg_cotton,0.0
74,m² land,272.8176905612281
74,kWh energy,117500.0
75,m3_wood,0.0
75,kg_cotton,0.0
75,m² land,0.0
75,kWh energy,99500.0
76,m3_wood,0.0
76,kg_cotton,0.0
76,m² land,0.0
76,kWh energy,88000.0
77,m3_wood,470.75956070121356
77,kg_cotton,0.0
77,m² land,192.2354581303025
77,kWh energy,84000.0
78,m3_wood,0.0
78,kg_cotton,0.0
78,m² land,0.0
78,kWh energy,71500.0
79,m3_wood,0.0
79,kg_cotton,0.0
79,m² land,0.0
79,kWh energy,71000.0
80,m3_wood,0.0
80,kg_cotton,0.0
80,m² land,0.0
80,kWh energy,45000.0
81,m3_wood,0.0
81,kg_cotton,0.0
81,m² land,0.0
81,kWh energy,56500.0
82,m3_wood,0.0
82,kg_cotton,0.0
82,m² land,0.0
82,kWh energy,62000.0
83,m3_wood,0.0
83,kg_cotton,0.0
83,m² land,0.0
83,kWh energy,54000.0
84,m3_wood,0.0
84,kg_cotton,0.0
84,m² land,0.0
84,kWh energy,64500.0
85,m3_wood,0.0
85,kg_cotton,0.0
85,m² land,0.0
85,kWh energy,72000.0
86,m3_wood,0.0
86,kg_cotton,0.0
86,m² land,0.0
86,kWh energy,75000.0
87,m3_wood,0.0
87,kg_cotton,0.0
87,m² land,0.0
87,kWh energy,97500.0
88,m3_wood,0.0
88,kg_cotton,0.0
88,m² land,0.0
88,kWh energy,111000.0
89,m3_wood,0.0
89,kg_cotton,0.0
89,m² land,0.0
89,kWh energy,122000.0
90,m3_wood,0.0
90,kg_cotton,0.0
90,m² land,0.0
90,kWh energy,137500.0
91,m3_wood,0.0
91,kg_cotton,0.0
91,m² land,0.0
91,kWh energy,142500.0
92,m3_wood,0.0
92,kg_cotton,0.0
92,m² land,0.0
92,kWh energy,145500.0
93,m3_wood,0.0
93,kg_cotton,0.0
93,m² land,0.0
93,kWh energy,167000.0
94,m3_wood,0.0
94,kg_cotton,0.0
94,m² land,0.0
94,kWh energy,185500.0
95,m3_wood,0.0
95,kg_cotton,0.0
95,m² land,0.0
95,kWh energy,190500.0
96,m3_wood,0.0
96,kg_cotton,0.0
96,m² land,0.0
96,kWh energy,196000.0
97,m3_wood,0.0
97,kg_cotton,0.0
97,m² land,0.0
97,kWh energy,183500.0
98,m3_wood,0.0
98,kg_cotton,0.0
98,m² land,0.0
98,kWh energy,180000.0
99,m3_wood,0.0
99,kg_cotton,0.0
99,m² land,0.0
99,kWh energy,165000.0
100,m3_wood,0.0
100,kg_cotton,0.0
100,m² land,0.0
100,kWh energy,165500.0
101,m3_wood,0.0
101,kg_cotton,0.0
101,m² land,0.0
101,kWh energy,150500.0
102,m3_wood,0.0
102,kg_cotton,0.0
102,m² land,0.0
102,kWh energy,146500.0
103,m3_wood,0.0
103,kg_cotton,0.0
103,m² land,0.0
103,kWh energy,122500.0
104,m3_wood,0.0
104,kg_cotton,0.0
104,m² land,0.0
104,kWh energy,111500.0
105,m3_wood,0.0
105,kg_cotton,0.0
105,m² land,0.0
105,kWh energy,83000.0
106,m3_wood,0.0
106,kg_cotton,0.0
106,m² land,0.0
106,kWh energy,78500.0
0,m3_wood,nil
0,kg_cotton,nil
0,m² land,nil
0,kWh energy,nil
1,m3_wood,nil
1,kg_cotton,nil
1,m² land,nil
1,kWh energy,nil
2,m3_wood,nil
2,kg_cotton,nil
2,m² land,nil
2,kWh energy,nil
3,m3_wood,nil
3,kg_cotton,nil
3,m² land,nil
3,kWh energy,nil
4,m3_wood,nil
4,kg_cotton,nil
4,m² land,nil
4,kWh energy,nil
5,m3_wood,nil
5,kg_cotton,nil
5,m² land,nil
5,kWh energy,nil
6,m3_wood,nil
6,kg_cotton,nil
6,m² land,nil
6,kWh energy,nil
7,m3_wood,nil
7,kg_cotton,nil
7,m² land,nil
7,kWh energy,nil
8,m3_wood,nil
8,kg_cotton,nil
8,m² land,nil
8,kWh energy,nil
9,m3_wood,nil
9,kg_cotton,nil
9,m² land,nil
9,kWh energy,nil
10,m3_wood,nil
10,kg_cotton,nil
10,m² land,nil
10,kWh energy,nil
11,m3_wood,nil
11,kg_cotton,nil
11,m² land,nil
11,kWh energy,nil
12,m3_wood,nil
12,kg_cotton,nil
12,m² land,nil
12,kWh energy,nil
13,m3_wood,nil
13,kg_cotton,nil
13,m² land,nil
13,kWh energy,nil
14,m3_wood,nil
14,kg_cotton,nil
14,m² land,nil
14,kWh energy,nil
15,m3_wood,nil
15,kg_cotton,nil
15,m² land,nil
15,kWh energy,nil
16,m3_wood,nil
16,kg_cotton,nil
16,m² land,nil
16,kWh energy,nil
17,m3_wood,nil
17,kg_cotton,nil
17,m² land,nil
17,kWh energy,nil
18,m3_wood,nil
18,kg_cotton,nil
18,m² land,nil
18,kWh energy,nil
19,m3_wood,nil
19,kg_cotton,nil
19,m² land,nil
19,kWh energy,nil
20,m3_wood,nil
20,kg_cotton,nil
20,m² land,nil
20,kWh energy,nil
21,m3_wood,nil
21,kg_cotton,nil
21,m² land,nil
21,kWh energy,nil
0,m3_wood,nil
0,kg_cotton,nil
0,m² land,nil
0,kWh energy,nil
1,m3_wood,nil
1,kg_cotton,nil
1,m² land,nil
1,kWh energy,nil
2,m3_wood,0.0
2,kg_cotton,26482500.0
2,m² land,870.2556158017188
2,kWh energy,10646217.319907047
3,m3_wood,22234112.0
3,kg_cotton,21202500.0
3,m² land,112300836.74670868
3,kWh energy,9028728.574748227
4,m3_wood,34860640.0
4,kg_cotton,16005000.0
4,m² land,176574325.94887698
4,kWh energy,7722756.777691685
5,m3_wood,46781610.0
5,kg_cotton,1567500.0
5,m² land,240027676.65143293
5,kWh energy,3697368.7374128583
6,m3_wood,78590617.0
6,kg_cotton,742500.0
6,m² land,412839986.8295895
6,kWh energy,2367924.4848954305
7,m3_wood,81056228.00388134
7,kg_cotton,165000.0
7,m² land,423310827.25647897
7,kWh energy,3966886.798496011
8,m3_wood,80908916.2263057
8,kg_cotton,82500.0
8,m² land,430948662.7110767
8,kWh energy,2506519.3648334625
9,m3_wood,81120896.0
9,kg_cotton,0.0
9,m² land,431013440.0
9,kWh energy,2727000.0
10,m3_wood,79996288.0
10,kg_cotton,0.0
10,m² land,432064360.0
10,kWh energy,3142500.0
11,m3_wood,81458032.0
11,kg_cotton,0.0
11,m² land,432019040.0
11,kWh energy,2829000.0
12,m3_wood,82485536.0
12,kg_cotton,0.0
12,m² land,432069420.0
12,kWh energy,2969500.0
13,m3_wood,83276842.85687606
13,kg_cotton,0.0
13,m² land,432332204.5867461
13,kWh energy,3496707.644577811
14,m3_wood,80916384.0
14,kg_cotton,0.0
14,m² land,431613550.0
14,kWh energy,2142500.402788536
15,m3_wood,80532209.0
15,kg_cotton,0.0
15,m² land,432431565.0281952
15,kWh energy,2122000.0
16,m3_wood,77186352.0
16,kg_cotton,0.0
16,m² land,431648440.0
16,kWh energy,1197000.0
17,m3_wood,75977392.0
17,kg_cotton,0.0
17,m² land,431448740.0
17,kWh energy,2339500.0
18,m3_wood,80301680.0
18,kg_cotton,0.0
18,m² land,432735100.0
18,kWh energy,1552500.0
19,m3_wood,81415968.0
19,kg_cotton,0.0
19,m² land,432841460.0
19,kWh energy,1939500.0
20,m3_wood,78409712.0
20,kg_cotton,0.0
20,m² land,431722640.0
20,kWh energy,1210500.0
21,m3_wood,77806800.0
21,kg_cotton,0.0
21,m² land,432157500.0
21,kWh energy,1145500.0
22,m3_wood,74344368.0
22,kg_cotton,0.0
22,m² land,432153460.0
22,kWh energy,1086500.0
23,m3_wood,76893536.0
23,kg_cotton,0.0
23,m² land,432146420.0
23,kWh energy,1489642.725635204
24,m3_wood,79513136.0
24,kg_cotton,0.0
24,m² land,432160420.0
24,kWh energy,1515000.0
25,m3_wood,79190288.0
25,kg_cotton,0.0
25,m² land,432905360.0
25,kWh energy,1794836.8734180517
26,m3_wood,81114565.26698709
26,kg_cotton,0.0
26,m² land,432388050.94653124
26,kWh energy,2338807.1041951533
27,m3_wood,76082400.0
27,kg_cotton,0.0
27,m² land,431510534.9718048
27,kWh energy,1605499.597211464
28,m3_wood,78731088.0
28,kg_cotton,0.0
28,m² land,431714860.0
28,kWh energy,1501500.0
29,m3_wood,79529968.0
29,kg_cotton,0.0
29,m² land,432118460.0
29,kWh energy,2183000.0
30,m3_wood,81734192.9052228
30,kg_cotton,0.0
30,m² land,432566251.2707622
30,kWh energy,2228500.0
31,m3_wood,81858462.67891711
31,kg_cotton,0.0
31,m² land,433634068.5094621
31,kWh energy,2783000.402788536
32,m3_wood,81527830.0
32,kg_cotton,0.0
32,m² land,433685290.1691712
32,kWh energy,2454751.812548413
33,m3_wood,80321826.0
33,kg_cotton,0.0
33,m² land,432749410.0563904
33,kWh energy,3024500.4027885357
34,m3_wood,79858385.0
34,kg_cotton,0.0
34,m² land,431713965.0281952
34,kWh energy,3042750.2013942683
35,m3_wood,80579538.0
35,kg_cotton,0.0
35,m² land,431638650.0563904
35,kWh energy,2425000.4027885357
36,m3_wood,80742711.13152851
36,kg_cotton,0.0
36,m² land,431562634.1448432
36,kWh energy,1710250.2013942678
37,m3_wood,80620264.45261142
37,kg_cotton,0.0
37,m² land,432426085.6353811
37,kWh energy,1491000.0
38,m3_wood,78240804.2263057
38,kg_cotton,0.0
38,m² land,433302132.81769055
38,kWh energy,2008500.0
39,m3_wood,82056326.61356445
39,kg_cotton,0.0
39,m² land,434711392.8070156
39,kWh energy,3200890.1129005835
40,m3_wood,83634212.2263057
40,kg_cotton,0.0
40,m² land,434480392.81769055
40,kWh energy,2474274.51541249
41,m3_wood,80610260.22630571
41,kg_cotton,0.0
41,m² land,434943952.81769055
41,kWh energy,2166071.362817602
42,m3_wood,79740896.0
42,kg_cotton,0.0
42,m² land,434895106.4413633
42,kWh energy,1043500.0
43,m3_wood,78121632.9052228
43,kg_cotton,0.0
43,m² land,435753028.559369
43,kWh energy,1361071.362817602
44,m3_wood,78057548.67891711
44,kg_cotton,0.0
44,m² land,435451478.4530717
44,kWh energy,1059000.0
45,m3_wood,78694160.0
45,kg_cotton,0.0
45,m² land,435246700.0
45,kWh energy,1176500.0
46,m3_wood,77449824.0
46,kg_cotton,0.0
46,m² land,435163780.0
46,kWh energy,1414500.0
47,m3_wood,61868016.0
47,kg_cotton,0.0
47,m² land,333981020.0
47,kWh energy,859500.0
48,m3_wood,7412944.0
48,kg_cotton,0.0
48,m² land,40909180.0
48,kWh energy,183500.0
49,m3_wood,7315664.0
49,kg_cotton,0.0
49,m² land,39992580.0
49,kWh energy,221500.0
50,m3_wood,7303264.0
50,kg_cotton,9240000.0
50,m² land,39913316.266460106
50,kWh energy,3785168.8613477987
51,m3_wood,7367538.7286270065
51,kg_cotton,16252500.0
51,m² land,41848314.792016745
51,kWh energy,6908557.291599118
52,m3_wood,7275811.295931418
52,kg_cotton,22357500.0
52,m² land,38958565.285353586
52,kWh energy,8847997.668474022
53,m3_wood,4746608.0
53,kg_cotton,43395000.0
53,m² land,29608552.176607274
53,kWh energy,17155685.90240127
54,m3_wood,4097232.0
54,kg_cotton,64350000.0
54,m² land,20061887.776917115
54,kWh energy,24349604.570100788
55,m3_wood,2941024.0
55,kg_cotton,61627500.0
55,m² land,14069803.377226954
55,kWh energy,24115965.530596513
56,m3_wood,2304832.0
56,kg_cotton,71857500.0
56,m² land,12047077.955073584
56,kWh energy,27912116.971340172
57,m3_wood,1971456.0
57,kg_cotton,49005000.0
57,m² land,11014078.756952986
57,kWh energy,20177060.164436035
58,m3_wood,2234070.941974145
58,kg_cotton,39022500.0
58,m² land,12021746.629977295
58,kWh energy,16847473.554386016
59,m3_wood,2171108.2280627214
59,kg_cotton,53542500.0
59,m² land,11072041.560417967
59,kWh energy,21974467.950755447
60,m3_wood,2219016.452611407
60,kg_cotton,55522500.0
60,m² land,12009601.057534492
60,kWh energy,21327032.532920267
61,m3_wood,2354302.083478276
61,kg_cotton,67320000.0
61,m² land,12071812.794755206
61,kWh energy,27133288.5078104
62,m3_wood,2189244.1032613264
62,kg_cotton,43972500.0
62,m² land,11055487.66430867
62,kWh energy,17102524.60883041
63,m3_wood,2125516.6789171104
63,kg_cotton,45127500.0
63,m² land,11040561.16414837
63,kWh energy,17827092.56390399
64,m3_wood,2123468.978725476
64,kg_cotton,48180000.0
64,m² land,11045367.411345717
