cycle,i,tick_resources_used_Ui
931,m² land,0.0
931,kWh energy,8103611.2982774945
932,m3_wood,0.0
932,kg_cotton,18397500.0
932,m² land,0.0
932,kWh energy,7434242.543803896
933,m3_wood,0.0
933,kg_cotton,18892500.0
933,m² land,0.0
933,kWh energy,7632714.559737275
934,m3_wood,6880.0
934,kg_cotton,18480000.0
934,m² land,0.0
934,kWh energy,7468337.7226955835
935,m3_wood,0.0
935,kg_cotton,17407500.0
935,m² land,0.0
935,kWh energy,7152922.853278627
936,m3_wood,0.0
936,kg_cotton,17160000.0
936,m² land,0.0
936,kWh energy,7018845.805263681
937,m3_wood,0.0
937,kg_cotton,16995000.0
937,m² land,0.0
937,kWh energy,6957976.52001689
938,m3_wood,0.0
938,kg_cotton,16417500.0
938,m² land,0.0
938,kWh energy,6738652.568247964
939,m3_wood,0.0
939,kg_cotton,17160000.0
939,m² land,0.0
939,kWh energy,7047502.614007445
940,m3_wood,0.0
940,kg_cotton,17160000.0
940,m² land,0.0
940,kWh energy,7095496.296169259
941,m3_wood,0.0
941,kg_cotton,18232500.0
941,m² land,0.0
941,kWh energy,7471453.375031301
942,m3_wood,0.0
942,kg_cotton,18727500.0
942,m² land,0.0
942,kWh energy,7663395.817195972
943,m3_wood,0.0
943,kg_cotton,17985000.0
943,m² land,0.0
943,kWh energy,7413058.407112861
944,m3_wood,0.0
944,kg_cotton,18232500.0
944,m² land,0.0
944,kWh energy,7462116.501613247
945,m3_wood,0.0
945,kg_cotton,18150000.0
945,m² land,0.0
945,kWh energy,7434734.992008991
946,m3_wood,0.0
946,kg_cotton,17902500.0
946,m² land,0.0
946,kWh energy,7299702.168861349
947,m3_wood,0.0
947,kg_cotton,17902500.0
947,m² land,0.0
947,kWh energy,7222702.168861348
948,m3_wood,0.0
948,kg_cotton,18810000.0
948,m² land,0.0
948,kWh energy,7642415.182029435
949,m3_wood,0.0
949,kg_cotton,19305000.0
949,m² land,0.0
949,kWh energy,7828368.244448261
950,m3_wood,0.0
950,kg_cotton,20460000.0
950,m² land,0.0
950,kWh energy,8222626.716440365
951,m3_wood,0.0
951,kg_cotton,19305000.0
951,m² land,0.0
951,kWh energy,7798868.24444826
952,m3_wood,0.0
952,kg_cotton,19470000.0
952,m² land,0.0
952,kWh energy,7829406.974115186
953,m3_wood,0.0
953,kg_cotton,19305000.0
953,m² land,0.0
953,kWh energy,7734531.371030209
954,m3_wood,0.0
954,kg_cotton,19800000.0
954,m² land,0.0
954,kWh energy,7888122.288678243
955,m3_wood,0.0
955,kg_cotton,19552500.0
955,m² land,0.0
955,kWh energy,7850231.623175773
956,m3_wood,0.0
956,kg_cotton,19882500.0
956,m² land,0.0
956,kWh energy,7959440.619900642
957,m3_wood,108832.0
957,kg_cotton,20130000.0
957,m² land,0.0
957,kWh energy,8115225.01936483
958,m3_wood,177744.0
958,kg_cotton,20955000.0
958,m² land,0.0
958,kWh energy,8452418.66769946
959,m3_wood,8736.0
959,kg_cotton,20130000.0
959,m² land,0.0
959,kWh energy,8100225.019364832
960,m3_wood,0.0
960,kg_cotton,20542500.0
960,m² land,0.0
960,kWh energy,8261296.572179404
961,m3_wood,0.0
961,kg_cotton,21615000.0
961,m² land,0.0
961,kWh energy,8613073.586367156
962,m3_wood,0.0
962,kg_cotton,22935000.0
962,m² land,0.0
962,kWh energy,9067851.83451163
963,m3_wood,0.0
963,kg_cotton,24750000.0
963,m² land,0.0
963,kWh energy,9686646.32345678
964,m3_wood,0.0
964,kg_cotton,24997500.0
964,m² land,0.0
964,kWh energy,9785367.54453912
965,m3_wood,0.0
965,kg_cotton,24255000.0
965,m² land,0.0
965,kWh energy,9506667.989685219
966,m3_wood,0.0
966,kg_cotton,23842500.0
966,m² land,0.0
966,kWh energy,9368064.847679714
967,m3_wood,0.0
967,kg_cotton,24997500.0
967,m² land,0.0
967,kWh energy,9845160.193089869
968,m3_wood,0.0
968,kg_cotton,25410000.0
968,m² land,0.0
968,kWh energy,10005945.41519187
969,m3_wood,0.0
969,kg_cotton,24502500.0
969,m² land,0.0
969,kWh energy,9641226.0841856
970,m3_wood,0.0
970,kg_cotton,24255000.0
970,m² land,0.0
970,kWh energy,9568649.036170654
971,m3_wood,0.0
971,kg_cotton,24585000.0
971,m² land,0.0
971,kWh energy,9710044.415408
972,m3_wood,0.0
972,kg_cotton,25905000.0
972,m² land,0.0
972,kWh energy,10168023.697163533
973,m3_wood,26256.0
973,kg_cotton,27307500.0
973,m² land,0.0
973,kWh energy,10658564.553197611
974,m3_wood,0.0
974,kg_cotton,27802500.0
974,m² land,0.0
974,kWh energy,10825462.770494986
975,m3_wood,0.0
975,kg_cotton,29535000.0
975,m² land,0.0
975,kWh energy,11444212.623253932
976,m3_wood,0.0
976,kg_cotton,30525000.0
976,m² land,0.0
976,kWh energy,11803589.174322871
977,m3_wood,0.0
977,kg_cotton,31927500.0
977,m² land,0.0
977,kWh energy,12377918.376491735
978,m3_wood,0.0
978,kg_cotton,32257500.0
978,m² land,0.0
978,kWh energy,12523832.709243635
979,m3_wood,11536.0
979,kg_cotton,33825000.0
979,m² land,0.0
979,kWh energy,13069882.721175933
980,m3_wood,14992.0
980,kg_cotton,36217500.0
980,m² land,0.0
980,kWh energy,13890425.347831791
981,m3_wood,0.0
981,kg_cotton,38445000.0
981,m² land,0.0
981,kWh energy,14618359.748600671
982,m3_wood,0.0
982,kg_cotton,40012500.0
982,m² land,0.0
982,kWh energy,15237058.236016331
983,m3_wood,0.0
983,kg_cotton,40095000.0
983,m² land,0.0
983,kWh energy,15253102.872202529
984,m3_wood,0.0
984,kg_cotton,40507500.0
984,m² land,0.0
984,kWh energy,15367699.696369844
985,m3_wood,0.0
985,kg_cotton,41415000.0
985,m² land,0.0
985,kWh energy,15679082.153958067
986,m3_wood,0.0
986,kg_cotton,41250000.0
986,m² land,0.0
986,kWh energy,15643918.204738306
987,m3_wood,0.0
987,kg_cotton,40590000.0
987,m² land,0.0
987,kWh energy,15406693.789850568
988,m3_wood,0.0
988,kg_cotton,42652500.0
988,m² land,0.0
988,kWh energy,16165253.724745363
989,m3_wood,0.0
989,kg_cotton,42487500.0
989,m² land,0.0
989,kWh energy,16072233.948592989
990,m3_wood,0.0
990,kg_cotton,43147500.0
990,m² land,0.0
990,kWh energy,16299026.722489897
991,m3_wood,0.0
991,kg_cotton,40920000.0
991,m² land,0.0
991,kWh energy,15493902.786575435
992,m3_wood,0.0
992,kg_cotton,41085000.0
992,m² land,0.0
992,kWh energy,15535309.97885134
993,m3_wood,0.0
993,kg_cotton,41497500.0
993,m² land,0.0
993,kWh energy,15690614.154467903
994,m3_wood,0.0
994,kg_cotton,39847500.0
994,m² land,0.0
994,kWh energy,15062790.036180504
995,m3_wood,0.0
995,kg_cotton,38940000.0
995,m² land,0.0
995,kWh energy,14797674.955790298
996,m3_wood,0.0
996,kg_cotton,37042500.0
996,m² land,0.0
996,kWh energy,14127511.59291726
997,m3_wood,0.0
997,kg_cotton,35392500.0
997,m² land,0.0
997,kWh energy,13574219.063820798
998,m3_wood,0.0
998,kg_cotton,34402500.0
998,m² land,0.0
998,kWh energy,13226543.546362914
999,m3_wood,0.0
999,kg_cotton,33907500.0
999,m² land,0.0
999,kWh energy,13032395.76817121
1000,m3_wood,0.0
1000,kg_cotton,32835000.0
1000,m² land,0.0
1000,kWh energy,12674449.309563322
1001,m3_wood,0.0
1001,kg_cotton,32010000.0
1001,m² land,0.0
1001,kWh energy,12386768.296905065
1002,m3_wood,0.0
1002,kg_cotton,31927500.0
1002,m² land,0.0
1002,kWh energy,12336412.058653554
1003,m3_wood,0.0
1003,kg_cotton,33412500.0
1003,m² land,0.0
1003,kWh energy,12843390.147624684
1004,m3_wood,0.0
1004,kg_cotton,33000000.0
1004,m² land,0.0
1004,kWh energy,12719581.669592157
1005,m3_wood,0.0
1005,kg_cotton,33412500.0
1005,m² land,0.0
1005,kWh energy,12880591.181235746
1006,m3_wood,0.0
1006,kg_cotton,34237500.0
1006,m² land,0.0
1006,kWh energy,13239910.049123205
1007,m3_wood,0.0
1007,kg_cotton,33660000.0
1007,m² land,0.0
1007,kWh energy,12964325.037994452
1008,m3_wood,0.0
1008,kg_cotton,34897500.0
1008,m² land,0.0
1008,kWh energy,13460064.96779091
1009,m3_wood,0.0
1009,kg_cotton,34815000.0
1009,m² land,0.0
1009,kWh energy,13450825.615831826
1010,m3_wood,0.0
1010,kg_cotton,34237500.0
1010,m² land,0.0
1010,kWh energy,13235196.379835771
1011,m3_wood,0.0
1011,kg_cotton,36052500.0
1011,m² land,0.0
1011,kWh energy,13923291.850592079
1012,m3_wood,0.0
1012,kg_cotton,35475000.0
1012,m² land,0.0
1012,kWh energy,13629081.619910488
1013,m3_wood,0.0
1013,kg_cotton,36135000.0
1013,m² land,0.0
1013,kWh energy,13891893.347321954
1014,m3_wood,0.0
1014,kg_cotton,35062500.0
1014,m² land,0.0
1014,kWh energy,13463434.253037693
1015,m3_wood,0.0
1015,kg_cotton,34485000.0
1015,m² land,0.0
1015,kWh energy,13246054.008715129
1016,m3_wood,0.0
1016,kg_cotton,33165000.0
1016,m² land,0.0
1016,kWh energy,12725213.151409643
1017,m3_wood,0.0
1017,kg_cotton,31680000.0
1017,m² land,0.0
1017,kWh energy,12159385.553344093
1018,m3_wood,0.0
1018,kg_cotton,32257500.0
1018,m² land,0.0
1018,kWh energy,12342008.471501963
1019,m3_wood,0.0
1019,kg_cotton,32175000.0
1019,m² land,0.0
1019,kWh energy,12362982.788830312
1020,m3_wood,0.0
1020,kg_cotton,31432500.0
1020,m² land,0.0
1020,kWh energy,12123302.187490964
1021,m3_wood,7824.0
1021,kg_cotton,31515000.0
1021,m² land,0.0
1021,kWh energy,12186308.916648053
1022,m3_wood,0.0
1022,kg_cotton,30360000.0
1022,m² land,0.0
1022,kWh energy,11712050.444655951
1023,m3_wood,32512.0
1023,kg_cotton,29947500.0
1023,m² land,0.0
1023,kWh energy,11570081.843849909
1024,m3_wood,0.0
1024,kg_cotton,28792500.0
1024,m² land,0.0
1024,kWh energy,11149726.737687463
1025,m3_wood,0.0
1025,kg_cotton,27967500.0
1025,m² land,0.0
1025,kWh energy,10904344.691418149
1026,m3_wood,0.0
1026,kg_cotton,26317500.0
1026,m² land,0.0
1026,kWh energy,10314451.07691072
1027,m3_wood,0.0
1027,kg_cotton,25327500.0
1027,m² land,0.0
1027,kWh energy,9956187.109718235
1028,m3_wood,0.0
1028,kg_cotton,23430000.0
1028,m² land,0.0
1028,kWh energy,9273798.579092268
1029,m3_wood,0.0
1029,kg_cotton,20872500.0
1029,m² land,0.0
1029,kWh energy,8372880.349351434
1030,m3_wood,0.0
1030,kg_cotton,19305000.0
1030,m² land,0.0
1030,kWh energy,7761330.337419149
1031,m3_wood,5616.0
1031,kg_cotton,18562500.0
1031,m² land,0.0
1031,kWh energy,7461831.816176304
1032,m3_wood,0.0
1032,kg_cotton,18067500.0
1032,m² land,0.0
1032,kWh energy,7280565.136269951
1033,m3_wood,0.0
1033,kg_cotton,16665000.0
1033,m² land,0.0
1033,kWh energy,6769411.696359412
1034,m3_wood,0.0
1034,kg_cotton,15922500.0
1034,m² land,0.0
1034,kWh energy,6490061.6505999295
1035,m3_wood,0.0
1035,kg_cotton,16252500.0
1035,m² land,0.0
1035,kWh energy,6635795.918677542
1036,m3_wood,5616.0
1036,kg_cotton,16005000.0
1036,m² land,0.0
1036,kWh energy,6637905.253175072
1037,m3_wood,0.0
1037,kg_cotton,15262500.0
1037,m² land,0.0
1037,kWh energy,6334900.414094046
1038,m3_wood,0.0
1038,kg_cotton,15345000.0
1038,m² land,0.0
1038,kWh energy,6355070.269833085
1039,m3_wood,6224.0
1039,kg_cotton,15345000.0
1039,m² land,0.0
1039,kWh energy,6373269.2880219305
1040,m3_wood,0.0
1040,kg_cotton,16005000.0
1040,m² land,0.0
1040,kWh energy,6574593.651109763
1041,m3_wood,0.0
1041,kg_cotton,16912500.0
1041,m² land,0.0
1041,kWh energy,6930969.790859798
1042,m3_wood,0.0
1042,kg_cotton,17737500.0
1042,m² land,0.0
1042,kWh energy,7210125.53216531
1043,m3_wood,0.0
1043,kg_cotton,17242500.0
1043,m² land,0.0
1043,kWh energy,7042820.945229846
1044,m3_wood,11248.0
1044,kg_cotton,17737500.0
1044,m² land,0.0
1044,kWh energy,7193000.312612473
1045,m3_wood,0.0
1045,kg_cotton,18315000.0
1045,m² land,0.0
1045,kWh energy,7402298.993028658
1046,m3_wood,0.0
1046,kg_cotton,18480000.0
1046,m² land,0.0
1046,kWh energy,7437174.596113634
1047,m3_wood,0.0
1047,kg_cotton,18480000.0
1047,m² land,0.0
1047,kWh energy,7476011.469531688
1048,m3_wood,0.0
1048,kg_cotton,18645000.0
1048,m² land,0.0
1048,kWh energy,7565181.736589632
1049,m3_wood,0.0
1049,kg_cotton,20212500.0
1049,m² land,0.0
1049,kWh energy,8146219.112845552
1050,m3_wood,0.0
1050,kg_cotton,20707500.0
1050,m² land,0.0
1050,kWh energy,8300339.604262298
1051,m3_wood,0.0
1051,kg_cotton,22275000.0
1051,m² land,0.0
1051,kWh energy,8855864.344841849
1052,m3_wood,0.0
1052,kg_cotton,22770000.0
1052,m² land,0.0
1052,kWh energy,9079692.187707838
1053,m3_wood,0.0
1053,kg_cotton,24090000.0
1053,m² land,0.0
1053,kWh energy,9541654.531371033
1054,m3_wood,0.0
1054,kg_cotton,24667500.0
1054,m² land,0.0
1054,kWh energy,9785290.08520527
1055,m3_wood,0.0
1055,kg_cotton,24255000.0
1055,m² land,0.0
1055,kWh energy,9579030.134456007
1056,m3_wood,0.0
1056,kg_cotton,24090000.0
1056,m² land,0.0
1056,kWh energy,9525485.086950894
1057,m3_wood,0.0
1057,kg_cotton,25492500.0
1057,m² land,0.0
1057,kWh energy,10072542.460681122
1058,m3_wood,13104.0
1058,kg_cotton,25905000.0
1058,m² land,0.0
1058,kWh energy,10202904.795448886
1059,m3_wood,0.0
1059,kg_cotton,26977500.0
1059,m² land,0.0
1059,kWh energy,10557832.300542217
1060,m3_wood,0.0
1060,kg_cotton,26482500.0
1060,m² land,0.0
1060,kWh energy,10316178.204512326
1061,m3_wood,0.0
1061,kg_cotton,26317500.0
1061,m² land,0.0
1061,kWh energy,10260351.12871062
1062,m3_wood,0.0
1062,kg_cotton,26565000.0
1062,m² land,0.0
1062,kWh energy,10307059.714116585
1063,m3_wood,0.0
1063,kg_cotton,25492500.0
1063,m² land,0.0
1063,kWh energy,9892307.971281573
1064,m3_wood,0.0
1064,kg_cotton,25245000.0
1064,m² land,0.0
1064,kWh energy,9832894.049848577
1065,m3_wood,10960.0
1065,kg_cotton,23595000.0
1065,m² land,0.0
1065,kWh energy,9237812.037406452
1066,m3_wood,0.0
1066,kg_cotton,22935000.0
1066,m² land,0.0
1066,kWh energy,9092813.927482517
1067,m3_wood,0.0
1067,kg_cotton,23430000.0
1067,m² land,0.0
1067,kWh energy,9277411.162968738
1068,m3_wood,0.0
1068,kg_cotton,24172500.0
1068,m² land,0.0
1068,kWh energy,9515135.98917538
1069,m3_wood,0.0
1069,kg_cotton,24585000.0
1069,m² land,0.0
1069,kWh energy,9621270.720371807
1070,m3_wood,0.0
1070,kg_cotton,24420000.0
1070,m² land,0.0
1070,kWh energy,9562731.990704875
1071,m3_wood,0.0
1071,kg_cotton,24585000.0
1071,m² land,0.0
1071,kWh energy,9615270.720371805
1072,m3_wood,0.0
1072,kg_cotton,25410000.0
1072,m² land,0.0
1072,kWh energy,9912432.779515501
1073,m3_wood,608.0
1073,kg_cotton,25410000.0
1073,m² land,0.0
1073,kWh energy,9900413.826000946
1074,m3_wood,8128.0
1074,kg_cotton,24997500.0
1074,m² land,0.0
1074,kWh energy,9876867.544539116
1075,m3_wood,0.0
1075,kg_cotton,25987500.0
1075,m² land,0.0
1075,kWh energy,10216599.922540667
1076,m3_wood,11872.0
1076,kg_cotton,26647500.0
1076,m² land,0.0
1076,kWh energy,10438242.205531996
1077,m3_wood,0.0
1077,kg_cotton,27720000.0
1077,m² land,0.0
1077,kWh energy,10820962.35917608
1078,m3_wood,0.0
1078,kg_cotton,28545000.0
1078,m² land,0.0
1078,kWh energy,11142643.37183433
1079,m3_wood,0.0
1079,kg_cotton,28875000.0
1079,m² land,0.0
1079,kWh energy,11218400.895842468
1080,m3_wood,0.0
1080,kg_cotton,29452500.0
1080,m² land,0.0
1080,kWh energy,11420161.669229547
1081,m3_wood,0.0
1081,kg_cotton,28710000.0
1081,m² land,0.0
1081,kWh energy,11194862.16617555
1082,m3_wood,0.0
1082,kg_cotton,29535000.0
1082,m² land,0.0
1082,kWh energy,11520882.06767407
1083,m3_wood,0.0
1083,kg_cotton,30030000.0
1083,m² land,0.0
1083,kWh energy,11752922.44261662
1084,m3_wood,0.0
1084,kg_cotton,31762500.0
1084,m² land,0.0
1084,kWh energy,12384303.832766593
1085,m3_wood,0.0
1085,kg_cotton,32587500.0
1085,m² land,0.0
1085,kWh energy,12718453.256233921
1086,m3_wood,0.0
1086,kg_cotton,33247500.0
1086,m² land,0.0
1086,kWh energy,12897376.6893105
1087,m3_wood,0.0
1087,kg_cotton,33495000.0
1087,m² land,0.0
1087,kWh energy,12951697.858592927
1088,m3_wood,0.0
1088,kg_cotton,32175000.0
1088,m² land,0.0
1088,kWh energy,12436951.199639386
1089,m3_wood,0.0
1089,kg_cotton,32340000.0
1089,m² land,0.0
1089,kWh energy,12453833.120562552
1090,m3_wood,0.0
1090,kg_cotton,33412500.0
1090,m² land,0.0
1090,kWh energy,12837078.545559375
1091,m3_wood,0.0
1091,kg_cotton,34567500.0
1091,m² land,0.0
1091,kWh energy,13288186.5266459
1092,m3_wood,14080.0
1092,kg_cotton,34980000.0
1092,m² land,0.0
1092,kWh energy,13414389.616851497
1093,m3_wood,0.0
1093,kg_cotton,34072500.0
1093,m² land,0.0
1093,kWh energy,13052182.921521591
1094,m3_wood,0.0
1094,kg_cotton,34237500.0
1094,m² land,0.0
1094,kWh energy,13075410.049123203
1095,m3_wood,0.0
1095,kg_cotton,34815000.0
1095,m² land,0.0
1095,kWh energy,13302382.476375494
1096,m3_wood,0.0
1096,kg_cotton,34980000.0
1096,m² land,0.0
1096,kWh energy,13331432.704507912
1097,m3_wood,0.0
1097,kg_cotton,35392500.0
1097,m² land,0.0
1097,kWh energy,13507054.800027968
1098,m3_wood,0.0
1098,kg_cotton,34320000.0
1098,m² land,0.0
1098,kWh energy,13008904.142603924
1099,m3_wood,0.0
1099,kg_cotton,34485000.0
1099,m² land,0.0
1099,kWh energy,13109830.288394382
1100,m3_wood,0.0
1100,kg_cotton,34155000.0
1100,m² land,0.0
1100,kWh energy,12995013.888420364
1101,m3_wood,0.0
1101,kg_cotton,32175000.0
1101,m² land,0.0
1101,kWh energy,12254970.153153947
1102,m3_wood,0.0
1102,kg_cotton,31102500.0
1102,m² land,0.0
1102,kWh energy,11901249.99950986
1103,m3_wood,0.0
1103,kg_cotton,32010000.0
1103,m² land,0.0
1103,kWh energy,12241481.966192504
1104,m3_wood,0.0
1104,kg_cotton,32422500.0
1104,m² land,0.0
1104,kWh energy,12420396.71026331
1105,m3_wood,0.0
1105,kg_cotton,33165000.0
1105,m² land,0.0
1105,kWh energy,12764265.709537344
1106,m3_wood,0.0
1106,kg_cotton,32257500.0
1106,m² land,0.0
1106,kWh energy,12452763.213023597
1107,m3_wood,0.0
1107,kg_cotton,31185000.0
1107,m² land,0.0
1107,kWh energy,12100661.961094165
1108,m3_wood,0.0
1108,kg_cotton,30525000.0
1108,m² land,0.0
1108,kWh energy,11819551.267293772
1109,m3_wood,0.0
1109,kg_cotton,29370000.0
1109,m² land,0.0
1109,kWh energy,11386066.490337856
1110,m3_wood,0.0
1110,kg_cotton,28957500.0
1110,m² land,0.0
1110,kWh energy,11286718.089854006
1111,m3_wood,0.0
1111,kg_cotton,28132500.0
1111,m² land,0.0
1111,kWh energy,11021977.05144698
1112,m3_wood,0.0
1112,kg_cotton,27637500.0
1112,m² land,0.0
1112,kWh energy,10901911.405151691
1113,m3_wood,0.0
1113,kg_cotton,27885000.0
1113,m² land,0.0
1113,kWh energy,10955975.817490267
1114,m3_wood,0.0
1114,kg_cotton,27637500.0
1114,m² land,0.0
1114,kWh energy,10834691.418026071
1115,m3_wood,0.0
1115,kg_cotton,27472500.0
1115,m² land,0.0
1115,kWh energy,10818749.322529493
1116,m3_wood,0.0
1116,kg_cotton,27802500.0
1116,m² land,0.0
1116,kWh energy,10909918.545627689
1117,m3_wood,127856.0
1117,kg_cotton,26730000.0
1117,m² land,0.0
1117,kWh energy,10442978.404857982
1118,m3_wood,0.0
1118,kg_cotton,25492500.0
1118,m² land,0.0
1118,kWh energy,9992832.105423441
1119,m3_wood,0.0
1119,kg_cotton,25905000.0
1119,m² land,0.0
1119,kWh energy,10192485.790134424
1120,m3_wood,0.0
1120,kg_cotton,26400000.0
1120,m² land,0.0
1120,kWh energy,10320218.865427632
1121,m3_wood,0.0
1121,kg_cotton,25987500.0
1121,m² land,0.0
1121,kWh energy,10179511.472806072
1122,m3_wood,0.0
1122,kg_cotton,27225000.0
1122,m² land,0.0
1122,kWh energy,10575365.123689858
1123,m3_wood,0.0
1123,kg_cotton,27225000.0
1123,m² land,0.0
1123,kWh energy,10600371.441528047
1124,m3_wood,0.0
1124,kg_cotton,27060000.0
1124,m² land,0.0
1124,kWh energy,10488313.758346565
1125,m3_wood,0.0
1125,kg_cotton,26565000.0
1125,m² land,0.0
1125,kWh energy,10389028.124925656
1126,m3_wood,0.0
1126,kg_cotton,25987500.0
1126,m² land,0.0
1126,kWh energy,10091074.651187927
1127,m3_wood,0.0
1127,kg_cotton,25987500.0
1127,m² land,0.0
1127,kWh energy,10087185.219642173
1128,m3_wood,0.0
1128,kg_cotton,24667500.0
1128,m² land,0.0
1128,kWh energy,9625176.364117926
1129,m3_wood,0.0
1129,kg_cotton,24255000.0
1129,m² land,0.0
1129,kWh energy,9478460.63823597
1130,m3_wood,0.0
1130,kg_cotton,23017500.0
1130,m² land,0.0
1130,kWh energy,9048808.020963239
1131,m3_wood,0.0
1131,kg_cotton,22440000.0
1131,m² land,0.0
1131,kWh energy,8826210.374158114
1132,m3_wood,0.0
1132,kg_cotton,22275000.0
1132,m² land,0.0
1132,kWh energy,8758652.690976633
1133,m3_wood,0.0
1133,kg_cotton,22687500.0
1133,m² land,0.0
1133,kWh energy,8888611.659914734
1134,m3_wood,0.0
1134,kg_cotton,22852500.0
1134,m² land,0.0
1134,kWh energy,8995338.787516352
1135,m3_wood,0.0
1135,kg_cotton,20872500.0
1135,m² land,0.0
1135,kWh energy,8246399.302865997
1136,m3_wood,0.0
1136,kg_cotton,21285000.0
1136,m² land,0.0
1136,kWh energy,8421314.046936803
1137,m3_wood,0.0
1137,kg_cotton,20872500.0
1137,m² land,0.0
1137,kWh energy,8226861.395836881
1138,m3_wood,0.0
1138,kg_cotton,20955000.0
1138,m² land,0.0
1138,kWh energy,8252861.807155787
1139,m3_wood,0.0
1139,kg_cotton,21367500.0
1139,m² land,0.0
1139,kWh energy,8463496.538352214
1140,m3_wood,0.0
1140,kg_cotton,21037500.0
1140,m² land,0.0
1140,kWh energy,8347368.536312882
1141,m3_wood,15568.0
1141,kg_cotton,21120000.0
1141,m² land,0.0
1141,kWh energy,8405406.854660898
1142,m3_wood,0.0
1142,kg_cotton,20625000.0
1142,m² land,0.0
1142,kWh energy,8200841.208365607
1143,m3_wood,0.0
1143,kg_cotton,21285000.0
1143,m² land,0.0
1143,kWh energy,8422496.127033306
1144,m3_wood,0.0
1144,kg_cotton,20460000.0
1144,m² land,0.0
1144,kWh energy,8152802.478698682
1145,m3_wood,0.0
1145,kg_cotton,19552500.0
1145,m² land,0.0
1145,kWh energy,7827589.465530595
1146,m3_wood,0.0
1146,kg_cotton,18645000.0
1146,m² land,0.0
1146,kWh energy,7551351.181009766
1147,m3_wood,0.0
1147,kg_cotton,17985000.0
1147,m² land,0.0
1147,kWh energy,7323177.308827512
1148,m3_wood,0.0
1148,kg_cotton,17407500.0
1148,m² land,0.0
1148,kWh energy,7095215.501829378
1149,m3_wood,0.0
1149,kg_cotton,17077500.0
1149,m² land,0.0
1149,kWh energy,7044675.949524641
1150,m3_wood,0.0
1150,kg_cotton,17077500.0
1150,m² land,0.0
1150,kWh energy,7000832.758268404
1151,m3_wood,0.0
1151,kg_cotton,17737500.0
1151,m² land,0.0
1151,kWh energy,7297650.803518053
1152,m3_wood,0.0
1152,kg_cotton,17242500.0
1152,m² land,0.0
1152,kWh energy,7038852.5344207715
1153,m3_wood,0.0
1153,kg_cotton,18480000.0
1153,m² land,0.0
1153,kWh energy,7567896.449836815
1154,m3_wood,0.0
1154,kg_cotton,18810000.0
1154,m² land,0.0
1154,kWh energy,7591908.864191248
1155,m3_wood,0.0
1155,kg_cotton,18892500.0
1155,m² land,0.0
1155,kWh energy,7623089.340184445
1156,m3_wood,0.0
1156,kg_cotton,19965000.0
1156,m² land,0.0
1156,kWh energy,8029186.289697908
1157,m3_wood,352816.0
1157,kg_cotton,21202500.0
1157,m² land,0.0
1157,kWh energy,8435457.808685288
1158,m3_wood,0.0
1158,kg_cotton,21615000.0
1158,m² land,0.0
1158,kWh energy,8624956.551250068
1159,m3_wood,2560.0
1159,kg_cotton,22192500.0
1159,m² land,0.0
1159,kWh energy,8841177.551010465
1160,m3_wood,640.0
1160,kg_cotton,22440000.0
1160,m² land,0.0
1160,kWh energy,8947767.234701782
1161,m3_wood,0.0
1161,kg_cotton,23430000.0
1161,m² land,0.0
1161,kWh energy,9251474.341350589
1162,m3_wood,0.0
1162,kg_cotton,24585000.0
1162,m² land,0.0
1162,kWh energy,9613076.004598929
1163,m3_wood,0.0
1163,kg_cotton,25080000.0
1163,m² land,0.0
1163,kWh energy,9776849.002343468
1164,m3_wood,0.0
1164,kg_cotton,24585000.0
1164,m² land,0.0
1164,kWh energy,9597107.593789857
1165,m3_wood,0.0
1165,kg_cotton,23760000.0
1165,m² land,0.0
1165,kWh energy,9277051.800684437
1166,m3_wood,0.0
1166,kg_cotton,23265000.0
1166,m² land,0.0
1166,kWh energy,9101766.16726353
1167,m3_wood,29760.0
1167,kg_cotton,22770000.0
1167,m² land,0.0
1167,kWh energy,8918813.104844704
1168,m3_wood,41248.0
1168,kg_cotton,22935000.0
1168,m² land,0.0
1168,kWh energy,8971512.945671363
1169,m3_wood,11248.0
1169,kg_cotton,22110000.0
1169,m² land,0.0
1169,kWh energy,8738495.059595054
1170,m3_wood,0.0
1170,kg_cotton,20790000.0
1170,m² land,0.0
1170,kWh energy,8175367.302356165
1171,m3_wood,0.0
1171,kg_cotton,21532500.0
1171,m² land,0.0
1171,kWh energy,8523872.14143719
1172,m3_wood,0.0
1172,kg_cotton,21697500.0
1172,m² land,0.0
1172,kWh energy,8575048.726333318
1173,m3_wood,0.0
1173,kg_cotton,21532500.0
1173,m² land,0.0
1173,kWh energy,8552202.697017055
1174,m3_wood,0.0
1174,kg_cotton,21532500.0
1174,m² land,0.0
1174,kWh energy,8520054.221533693
1175,m3_wood,0.0
1175,kg_cotton,21367500.0
1175,m² land,0.0
1175,kWh energy,8441015.491866773
1176,m3_wood,219088.0
1176,kg_cotton,22522500.0
1176,m² land,0.0
1176,kWh energy,8870761.328182505
1177,m3_wood,0.0
1177,kg_cotton,23925000.0
1177,m² land,0.0
1177,kWh energy,9376921.085931232
1178,m3_wood,30000.0
1178,kg_cotton,25162500.0
1178,m² land,0.0
1178,kWh energy,9878406.27420604
1179,m3_wood,9376.0
1179,kg_cotton,25575000.0
1179,m² land,0.0
1179,kWh energy,10047839.971791413
1180,m3_wood,0.0
1180,kg_cotton,24997500.0
1180,m² land,0.0
1180,kWh energy,9824854.908862751
